,Valence Evaluation,Equality,Activity Intensity,Socioemotional,Formality and Regulation,Intimacy,Visibility,Communal Sharing,Expected Reciprocity,Strategic,Concreteness,Uniqueness,Love Expression,Information Exchange,Money Exchange,Goods Exchange,Service Exchange,Attachment,Mating,Conflict,Negotiation,Coercion,Importance for society,Importance for individuals,Affiliation Coalition,Occupational,Activeness,Endurance,Synchronicity,Spatial Distance,cl_k2,cl_k3,cl_k4,cl_k5
officer and soldier,-0.3772703878526681,-1.1523655734943037,0.293278006796434,-0.9261992940377352,0.9919737237054802,-0.8166825118597597,0.2873359205989536,-0.8680262560837618,-0.5434867324608897,0.4538109963304271,0.498661981297426,-0.5589471063606483,-0.7769351301167818,0.7116065879825841,-0.2132285051265176,-0.6942054209934306,0.8405997742484241,-0.6886850658458509,-0.5839645163964894,0.3215710670501269,-0.8341935896351887,1.1572254766762566,0.6432480852498517,-0.5759028777885739,0.7778260161170296,1.215305989968935,-0.2014474227191826,-0.3957184087474323,0.1950290880632189,-0.1314382047926973,0,2,0,1
religious followers,0.2846734554242905,1.1906450795734844,-0.4715408230731027,0.3287344144196031,-0.283409528041,-0.2789341165926392,0.5498176967732917,0.682374747335671,0.7926206924521499,-0.7184774026712268,-0.9463030343978808,-1.2505625920520338,0.0545457620923805,-0.6534014081643372,-0.6463181283782227,-0.9508999836398384,-0.5544334742694829,0.0588017633420648,-0.3661321050061533,-0.6068991709080123,-0.6116543999168108,-0.5491600727701621,-0.7245737100886914,-0.450458115014459,0.8736015136372701,-0.718762535746492,-1.625599969509704,0.4797149388035115,-0.985517519105852,-1.203383825185699,1,1,3,2
reader and writer,0.1565552922093952,0.2769093979583783,-0.5369342546232863,-0.3423531302099896,-0.3005287663194761,-0.6822454130429796,-0.4359471959703355,-0.1233111673626296,-0.4914661564909148,-0.2687315389032966,-0.17805867864433,-0.5758157767433648,-0.0179539342310341,0.9467275825342067,0.6896532518219521,0.3641660065332974,0.2537076563410576,-0.5024028592028057,-0.538700638704991,-0.7959290397138609,-0.5260624038712807,-0.5459645942131464,0.6357736492097505,-0.4076233179696392,-0.2644367510150049,0.2681175795206147,-1.3027920589038526,-0.5204167634857936,-2.5130186634963683,-2.0222706651676208,0,2,3,2
reviewer and writer,-0.2304683258356008,-0.3309652870739869,-0.7871352101196402,-0.8747492489494665,0.9534554375789088,-0.7288868554896176,-1.048404673710459,-0.8157655481033315,-0.2450529018962967,0.4366076026343861,0.8120613033196329,-0.3059170506198974,-0.5322486550252572,1.407172863531135,0.5379495419823718,0.0837765611810671,1.1852824466702108,-0.6721790475357077,-0.295407296113187,-0.0787274786563761,1.1789301573556763,-0.3829951878053422,0.3330589895856468,-0.7808979779316401,0.0116220359551016,0.980764097857922,-0.2887954455890015,-0.9810372167030053,-1.3820369902160743,-2.138848305581714,0,2,0,1
sugar daddy and sugar baby,0.2312908874180841,-0.3848276009376142,0.5292629989123131,0.1631994867443033,-0.4717211491042387,2.138190047847836,-2.048751887352661,-0.9202869640641922,1.2416404008245647,0.4415228579761122,1.452727174002197,1.0941825911455902,0.6571994877807652,-0.6468702694267923,1.954666445161678,3.1799079014085105,1.0944539046131183,0.4407981870910942,2.3808194723966563,-0.206600625201509,1.9698002008163735,0.2113638237995901,-1.1693026544747205,0.338926001954363,-0.1066888727463727,-0.3200413191577706,1.0328181178326024,-0.2939238334508108,0.6681489115470071,0.5765577089416726,1,1,1,4
director and performer,0.506211112650047,-0.788794954914819,-0.2753605284225523,-0.6890816949352792,0.8443202935536225,-0.144497017775859,0.7335549400953288,-0.5109114182174879,-0.0123292725569354,0.6012686565822075,0.1381140887055068,-0.227196588833886,-0.1969375595294641,1.1132716203416069,0.0999662506713254,-0.283494120759178,0.8755338288857674,-0.2359485636247789,-0.3463291585161228,-0.2844364535333291,-0.0022393880726371,-0.3158901381080111,0.3143728994853932,-0.0068120027645394,0.5552888307023517,1.047518328689518,0.8049537103461194,-0.2506611389497467,0.6230898807390276,0.6789185639394127,0,2,0,1
psychologist and client,0.4528285446438406,-0.592582240125891,0.4951446867991743,-0.6309207744007145,1.0904093438067188,0.1518133224733706,-1.6404469021925785,-0.6023676571832409,-0.3874250045509649,0.4931330390642354,0.9535070150287702,0.3744526548163436,0.1089205343349416,1.2112387014047827,1.8396652457671572,-0.0583927350538663,1.3646105938085729,0.1696278862815979,-0.5104107151478045,-0.4734663223391778,-0.3514547319383995,-0.3542358807922003,1.3869544712399342,0.280793063107822,0.0989467542823799,1.0890142019091589,0.3492248953731525,0.1641517553839853,1.1052215103844114,0.6419549218568958,0,2,0,1
judge and contestant,-0.9751551495221794,-0.86958842571026,-1.4382263329453793,-0.702503445827871,0.9620150567181468,-0.6054242137191052,1.4305898790471845,-1.0356960275209757,-0.9048928391996628,0.854404306681097,0.9590539056840304,-0.7698054861446072,-0.6342013529800591,-0.5815588820513414,0.1929459437988102,0.32072538823929,0.3375493874706813,-0.943349348345204,-0.4849497839463366,0.4049665974056485,0.0867762878147139,-0.2423941312966485,-1.0945582940737073,-1.3958832783608388,-0.8137373985575633,0.695705490522999,-0.266009004840353,-1.311869586417025,0.8709145501829167,0.1273072897849241,0,2,0,1
man and god,-0.0169380538107753,-1.06387748643263,0.5861268524342118,1.09153725681524,-0.6835717228003823,0.1161463370730004,-1.6637786156302974,0.3317924979669512,-0.9213203895059706,-1.0305961168708286,-1.1654052152806624,0.3603954294974131,0.611887177578631,-0.2680642226491778,-0.6389776262892108,-0.2440026495828075,-0.0397384026126257,0.770918553293959,-0.0521139535213831,0.3966270443700963,-0.6424675184932016,0.6491443861107501,0.0639792921419987,0.4857881632508878,-0.554580169973382,-1.0200586586891005,-1.7281389528786215,1.1719180508205371,-1.4180842148624582,-2.079137806833032,1,1,3,2
university student and administrator,-0.3105421778449102,-0.9734657453043984,-1.341557781958152,-1.0290993842142728,1.2509022026674332,-0.849605882998563,0.8181324013070607,-1.061826381511191,-0.5297971072056331,0.6700822313663717,0.7205376075078379,-1.1465391246919474,-0.6613887391013397,0.1336008097098445,0.9123151485219811,-0.5204429478174007,0.7730606019495606,-1.195655628228822,-0.5726485469736148,-0.1259849458578382,0.4599573905732246,-0.2328076956256012,0.6469853032699027,-1.2796174006677563,0.0848621222941091,0.858080646599854,-1.591420308386732,-0.9530437084964344,-0.2105021892085987,-1.1379866122704765,0,2,0,1
student and dorm resident assistant,-0.1664092442281531,-0.7137724463190525,-1.0458657436442789,-0.4944663069926973,0.4034999078828594,-0.4901924147332936,0.4448249863035564,-0.1276662263609987,-0.4723006811335556,0.0507600583088941,0.2684660191041237,-0.6798392441034513,-0.2241249456507446,-0.088457907366688,-0.5508916012210674,-0.8482221585812755,0.1279450596466219,-0.7617831469336281,-0.4113959826976517,-0.0842871806800775,-0.1699997003218758,-0.3829951878053422,0.4825477103876732,-1.0929800706867558,0.2566946325510122,0.4341010723991775,-1.242028216907457,-1.0446588262633936,-0.3321615723901444,0.280848572281534,0,2,0,1
athletic trainer and trainee,0.3460634086314282,-0.3521254818061262,-0.4175201622272991,-0.5548641860093607,0.5960913385157172,-0.1856512316993631,-0.5380234422603561,-0.7874576646139317,-0.510631631848274,0.1982177185606744,0.9951086949432224,-0.4436778587454172,-0.3645931072773607,1.0055078311721128,1.103168202836292,-0.2400535024651704,1.1130854004197015,-0.1840725060786145,-0.4877787763020553,-0.3400334737703434,-0.0707129849090611,-0.3222810952220427,-0.0742977745998756,-0.4779947702575572,0.4172594372172984,0.8923598462160789,0.1897198101326141,-0.922505335907448,0.6050662684158352,0.7869661331036943,0,2,0,1
researcher and research subject,0.068474054999155,-0.6791466731210063,-1.165279836040266,-1.0626537614457523,1.216663726110481,-0.6383475848579084,-0.882166215466711,-1.040051086519345,-0.4586110558782992,0.8617771896936863,1.411125494087745,-0.9160006294614854,-0.7542789750157147,0.0846172691782565,1.1325302111923397,0.2812339170629194,1.1503483920328677,-1.2192356543861695,-0.5075817227920858,-0.9571603984012024,-0.8444646291606522,-0.2935217882089008,0.6843574834704094,-0.8635079436609354,-0.4475369668625243,0.8833390042118091,0.0605966458902734,-1.4849203644212812,0.6591371053854113,-0.1570284185421322,0,2,0,1
peers,0.3487325370317385,1.2925987451010648,-0.0450619216588628,0.6061172661998346,-1.0109771548762403,0.2643015071976151,0.1881761384886475,0.8326242827794084,0.8172620179116116,-1.180511404793472,-0.7549353067914006,-0.8147886071651851,0.1768889996381427,-0.0166153812536922,-0.8689800250782518,-0.8640187470518237,-0.952681697135196,0.2026399229018844,0.31848404507776,-0.6819551482279815,-0.3309126528874724,-0.6737837364937769,0.2284168850242281,-0.1995685894662285,0.3778224676501404,-0.7205667041473459,-0.964793187798902,0.4898943963331739,0.4113124359415221,-0.0177039214618749,1,1,3,2
classmates,0.2846734554242905,1.213728928372182,0.0743521707371242,0.2012277809399803,-0.7178101993573347,-0.0128035332206458,0.6635597997821722,0.9044827562525002,0.8063103177074067,-1.0772910426172255,-0.4138015314928925,-0.786674156527324,-0.0451413203523147,0.1923810583477502,-1.0035558967101377,-0.812679834522542,-1.0015893736274766,-0.0708883805233464,-0.1794186095287223,-0.7292126154294438,-0.8068041509006191,-0.5970922511253985,-0.2499470215422571,-0.3678481492851636,0.5890919474742016,-0.4210747496055914,-1.3863423416488965,-0.3550005786287837,0.7898082947285526,0.6846052781059543,1,1,3,2
bride and bridesmaid,0.7197413846748728,0.5731521242083285,1.3452592969515584,1.1385133849393114,-0.7327895328510015,1.21084842743821,-0.0597233167871167,1.085217704684822,0.4668076113770439,-0.9814435634535684,-0.8963810185005381,1.240377734462469,1.3776652199946986,0.6005772294443178,-0.8787673611969344,-0.1966128841711629,-0.3168819027355488,1.3486291941489723,-0.2925783037574684,-0.6513767870976237,-0.6356201588095591,-0.7536707004191712,-0.9450695732716808,1.3302455907059072,0.7271213409592547,-0.9280460702455492,0.8581220720929655,-0.1056038691520612,0.6366075899814211,0.5026304247766383,1,1,1,0
guest and host,0.1458787786081542,0.1480245754989844,-0.7302713565977415,-0.3289313793173977,0.1188925715031918,-0.0182907617437796,0.2085913877466516,-0.1407314033561064,-0.5270591821545818,-0.2883925602702006,0.3156145896738362,-0.3902604025334811,0.0364208380115269,-0.6729948243769726,-0.3257828704913676,-0.1531722658771555,0.2513787193652347,-0.5071188644342752,-0.5047527304363671,-0.7570111255479508,-0.2008128188982668,-0.5172052872000044,-0.608719951467121,-0.768659464490263,-0.3658461013305542,-0.3994247287953441,0.2201017311308118,-1.2711517562983763,0.8799263563445124,0.3803660701960037,0,2,0,1
television host and guest,-0.0436293378138782,-0.2867212435431501,-1.2846939284362533,-0.6890816949352792,0.7373250543131461,-0.4161148296709863,1.5501649104154935,-0.6023676571832409,-0.3846870794999137,0.6233873056199747,0.4931150906421658,-0.8485259479306185,-0.5322486550252572,-1.045269732417042,0.584439388546114,-0.1334265302889702,0.4144043076728366,-0.9952254058913684,-0.5188976922149604,-0.6152387239435644,-0.7109411153296255,-0.5204007657570201,-0.99739062555239,-1.163351522974674,-0.5799325075522694,0.5495678500538298,0.4897412799898171,-1.4772857712740346,1.006091642606856,0.5850877801914846,0,2,0,1
volunteer and organizer,0.5435789102543915,-0.4194533741356603,-0.6250732275822288,-0.6890816949352792,0.7095062921106221,-0.4627562721176242,0.5585670893124367,0.0291158975802921,-0.2833838526110151,0.0409295476254421,0.0327231662555612,-0.8063542719738268,-0.3034214885044795,0.2315678907730208,-1.001109062680467,-0.1847654428182517,0.9989674886043804,-0.3467746865643123,-0.5245556769263977,-0.7987088907257116,-0.1254918623782005,-0.5523555513271778,1.0879770296358808,-0.4412792299334261,0.5975427266671638,0.5369386712478522,0.3872022966208994,-0.5356859497802866,0.4203242421031187,0.0249464347871839,0,2,0,1
bully and victim,-2.443175769692855,-1.011938826635561,0.4581831820099398,0.2392560751356572,-0.7434890567750491,-0.7316304697511845,-0.1705489556162819,-0.7787475466171935,-1.1376164685390242,-0.4432231035345701,-0.6966929549111676,-0.0556984399429328,-1.0646682999003338,-1.8518653665038596,-0.839618016722204,-0.3111381505826374,-0.6638935121331584,-1.056533473900472,-0.5273846692821164,2.417578729985567,-0.9574460639407518,3.285414195648757,-1.210412052695278,-0.768659464490263,-2.222200597384637,-0.7223708725481999,-0.4900756722020618,-0.6247562031648303,0.52846591604227,0.4144863551952506,0,0,2,3
a person and their social media follower,0.0337753857951208,-0.1212869938191521,-1.2278300749143545,0.3511039992405893,-0.8119660098889541,-0.2761905023310722,1.249769099904862,-0.3976798842598889,-0.7022863854218657,-0.1827145704230914,-0.4859111100112764,-1.469855307027351,-0.2263905611608514,-0.989755053147909,-0.1324829821473863,-0.1650197072300667,-0.7430773693111365,-0.4363787859622327,-0.473633814523462,-0.5679812567421022,-0.8513119888442947,-0.4564911946167049,-1.38979851765771,-1.16029189461433,-0.7264126802302848,-0.4770039700320637,-2.483889237708792,-0.4669746114550673,-2.4499360203651963,-2.3151364447444887,0,0,3,2
childhood friends,0.8425212910891472,1.3041406695004132,1.038194487933306,1.2436504335979477,-1.3704811587242416,1.3864397401784945,-0.4855270870254884,1.1962717091432362,1.233426625671411,-1.3844945014751016,-1.043373620864936,1.0998054812731624,1.189619132655842,0.3328005412049693,-0.9081293695529824,-0.5401886834055859,-1.0341944912889969,1.301469141834278,-0.2897493114017497,-0.7931491887020101,-0.669856957227771,-0.6418289509236192,-0.6423549136475769,1.0762964367973324,0.7214874881639467,-1.1174837523352132,-0.0381445973538696,0.8156370372823623,-0.2735848323397705,-0.1314382047926973,1,1,1,0
pen friends,0.5329023966531505,1.3253008642325528,-0.0479051143349577,1.028902419316478,-0.7927068668256683,-0.0676758184519847,-1.1096504214844711,0.9850513477223302,1.0143926215873065,-1.3279690650452525,-0.7771228694124419,0.0398906922257953,0.5167313261541492,0.3360661105737424,-0.9252572077606768,0.7985721894733722,-0.989944688748362,0.5233282786418104,-0.4877787763020553,-0.923802186258994,-0.892396146946149,-0.6066786867964458,-1.4533312239985712,0.2226601242612807,0.2228915157791623,-1.0218628270899544,-0.4483005308295399,0.1157993321180903,-1.8551568136998624,-2.5369182972395925,1,1,3,2
friends with benefits,0.765116567480148,1.054065640847858,1.1974132777946225,1.1944373469917775,-0.9146814395598116,2.2561654610952147,-1.4800413723082604,0.6475342753487177,1.4880536554191828,-0.2048332194608585,-0.0033316230036307,0.7005802822155335,1.0740727416403997,-0.3986869974000792,-0.8004686722474736,0.1351154737103488,-0.5800517810035347,1.009076817483169,2.907012050560325,-0.3038954106162841,0.7304280980770995,-0.2551760455247116,-1.4458567879584698,0.6295906961870689,0.3552870564689073,-1.0399045110984937,0.6644373257294548,-0.2837443759211487,1.1232451227076037,0.9035437735177876,1,1,1,0
life partners,1.0613898199145937,1.3253008642325528,1.8826227127335005,1.4315549460942336,-1.3619215395850035,2.8597605986399417,-0.9725766050378722,1.6143573729866791,1.3867504285302843,-1.4016978951711423,-0.854779338586086,1.628357153264953,1.923678557930416,1.0512258023349283,-0.5386574310727141,0.2970305055334676,-0.8804846508846865,1.829661727758862,3.3228739268509666,-0.8098282947731145,0.2237234814875617,-0.7888209645463445,0.2620518472046839,1.8687401821264988,0.8454322496607289,-0.9839752906720216,0.3188429743749548,1.716519028657462,0.3211943743255623,0.9575675580999278,1,1,1,0
soul mates,1.0934193607183174,1.3945524106286449,1.90536825414226,1.6641986282324923,-1.4453778261925752,2.87896589847091,-1.007574175194451,1.4771730145380495,1.526384606133901,-1.3623758524373344,-1.071108074141237,1.8448384231764845,1.9508659440516964,1.1263338978166966,-0.7221699832980129,0.3365219767098381,-0.9014450836670924,1.777785670212697,2.8136553028216094,-0.8153879967968158,0.0593868490801444,-0.7920164431033602,0.0789281642222013,1.8901575806489088,0.8538830288536912,-1.157175457154,0.6188644442321578,1.6783460629212288,0.4789009821534917,0.593617851441296,1,1,1,0
church members,0.4207990038401172,1.2252708527715308,-0.2156534822245587,0.3443931237942936,0.0375761896804296,0.176505850827473,0.806466544588201,1.152721119159544,0.8309516431668683,-0.6521214555579256,-0.7577087521190309,-0.9384921899717744,0.3762631645275334,-0.3007199163369032,-0.4652524101825946,-0.2479517967004446,-0.3611317052761835,0.1224678339669029,-0.295407296113187,-0.6124588729317136,-0.4678598465603204,-0.5683329441122567,-0.0145022862790652,-0.3035959537179339,0.8989538512161579,-0.9605211014609204,-1.245825957032232,0.3906446854189681,-0.3231497662285487,0.295065357697887,1,1,3,2
fans of the same sports team,0.7731239526810787,1.3387664426984596,-0.5198750985667165,0.7962587371782192,-1.0452156314331928,-0.144497017775859,1.2235209222874277,0.8631096957679927,0.1300428300977328,-1.200172426160376,-0.6439974936861947,-1.2168252512866002,0.4419660143206279,-0.676260393745745,-0.7270636513573543,-0.7929340989343568,-1.0085761845549452,0.1177518287354335,-0.3378421814489667,-0.8765447190575317,-0.9129382259970764,-0.7185204362919976,-1.2888936311163417,-0.2974766969972452,1.014447833519978,-0.902787712633594,-1.4053310422727705,0.1387031115598299,-1.1206946115297918,-0.6944229072802685,1,1,3,2
fans of opposing sports teams,-2.2616750384717528,0.988661402584882,-1.3898920574517657,0.4159757952214501,-1.066614679281288,-0.6328603563347747,0.3660804534512547,-0.2909809387998436,-0.5818176831756081,-0.2416976345238036,-0.8797403465347573,-1.416437850815415,-0.9083408297029708,-1.7702261322845458,-0.6658928006155879,-0.982493160580935,-1.0807732308054545,-1.0093734215857768,-0.5160686998592418,1.9839219721368555,-0.3137942536783664,1.0485792057377206,-1.4495940059785204,-1.264319258866035,-2.382765402050923,-0.971346111866044,-1.587622568261957,0.0165496212038844,-2.0353929369317822,-1.646947530175907,0,0,2,3
superior and subordinate,-1.1326337251404883,-1.1562128816274198,-0.2412422163094132,-1.0179145918037795,1.1139482964396237,-0.610911442242239,0.0540187862217633,-1.2011882694590053,-0.8254930127191747,0.9379636474904391,1.2863204543443878,-0.930057854780416,-0.8449035954199831,0.4764855934309615,1.0028480076197952,0.0521833842399708,1.0851381567098268,-0.8419552358686097,-0.3180392349589362,0.7913658880528981,-0.0159341074399221,1.128466169663115,0.3293217715655958,-1.037906760200559,-0.6954264898560892,0.8075639313759435,-0.402727649332243,-0.4084427306595099,-0.3952442155213161,-0.0319207068782273,0,2,0,1
a monarch and their minister,-0.1023501626207052,-0.9061378529748642,-0.2639877577181726,-0.7986926605581127,1.0904093438067188,-0.4819615719485928,0.4973213415384244,-0.5522844787019953,-0.661217509656096,0.5250821987854543,0.0521372835489722,0.082062368182587,-0.4665458052321625,-0.0133498118849194,-0.1814196627407993,-0.8087306874049051,0.563456274125501,-0.4976868539713362,-0.5471876157721469,0.1547800063390839,0.2271471613293832,0.9686922418123264,0.7366785357511186,-0.3494903791230979,0.2059899573932379,0.5928678916743243,-0.6040078759453034,0.2328630937092048,-0.1879726738046094,-0.4584242693688117,0,2,0,1
cousins,0.6263218906640117,1.296446053234181,0.6856385960975344,1.3733940255596688,-1.3148436343191938,0.0612740518416615,-0.5584386915183602,1.33998865608942,1.394964203683438,-1.3353419480578412,-0.9823578236570728,0.7371290680447532,1.1782910551053083,-0.4117492748751693,-1.0720672495409158,0.2298950045336379,-1.3090090544360973,0.943052744242596,-0.4623178451005874,-0.5624215547184007,-0.7486015935896586,-0.7760390503182815,-0.974967317432086,0.418476339323314,0.5693734626906226,-1.1481546151497304,-0.9192203063016056,1.6096347245960094,0.1139228326088557,-0.2650759877064136,1,1,1,0
parent and infant,0.7784622094816998,-1.2350826983563024,1.8485044006203617,1.4897158666287982,-1.4346783022685274,1.3891833544400611,-1.2963041289862234,1.355231362583712,-1.238919695427923,-1.3844945014751016,-0.499778336649427,1.650848713775242,1.8964911718091355,0.1074762547596643,-0.8812141952266052,0.6643011874737129,-0.6033411507617634,1.8060817016015145,1.922522710770235,-0.4178693021021634,-1.423066522428435,-0.5875058154543512,0.5087082365280279,1.8626209254058104,0.6735997394038259,-1.160783793955708,0.4707525793659433,1.6961601135981377,0.6456193961430178,1.162289268095409,1,1,1,0
step parent and step child,0.4127916186391859,-0.8061078415138421,1.4902621234324005,1.4069484027911483,-1.0794541079901454,0.4947651051692384,-0.6021856542140832,1.3682965395788191,-0.1026807992416285,-1.187884287806061,-1.071108074141237,1.4203102185447805,1.5136021506011017,0.6234362150257255,-0.8371711826925334,0.4865895671800458,-1.0947468526603918,1.4170112700052808,0.7230299519455272,0.1019628371139205,-0.563722882131314,-0.577919379783304,-0.2835819837227128,1.3394244757869396,0.324300866094712,-1.1680004675591238,0.3796068163713502,1.4111353027675977,0.3977947266991286,0.9461941297668458,1,1,1,0
bride and groom,0.9466172987012498,1.250278355636786,1.8826227127335005,1.4047114443090498,-0.7563284854839062,2.857016984378375,-0.4155319467123314,1.479350544037234,1.6851842590948776,-1.12152834069276,-0.838138666620305,1.7717408515180455,1.944069097521376,0.4797511627997339,-0.5215295928650195,0.4905387142976828,-0.9806289408450706,1.817871714680188,3.0286587218562278,-0.48180587537473,0.5215836277260062,-0.8559260142436755,-0.137830480940737,1.8595612970454665,0.924306188795045,-1.1734129727616855,1.594883656299262,0.4542662949793564,1.285457633616331,1.247589980593525,1,1,1,0
man wife and man mistress,-0.6201610722809071,0.3577028687538192,0.4809287234186995,0.9617936648535188,-1.165050299382527,1.0846421714061307,-2.29956780680814,-0.2234775243251211,0.1355186801998352,-0.6177146681658435,-0.4748173287007557,1.4962192352670058,0.1406391514764355,-0.7383062117524234,-0.790681336128791,0.2180475631807267,-0.7454063062869594,0.3299720641515609,2.027195427931825,1.116608456439432,-0.5192150441876383,0.6203850790976081,-1.7336225755023709,0.1278116450906082,-0.4250015556812912,-1.059750363507887,0.2618768725033333,-0.0547065815037504,0.1274405418512492,-0.2394857739569784,1,1,1,0
brother and sister,0.4474902878432201,1.3368427886319014,1.5584987476586785,1.447213655468924,-1.3811806826482893,0.6868181034789242,-0.8850826796464262,1.5250786635201106,1.7755357857795704,-1.4483928209175396,-1.31239781764506,1.5552595816065145,1.688054544879318,0.4895478709060513,-1.1161102620749874,0.5576742152975126,-1.3369562981459715,1.626873502805673,-0.4594888527448688,-0.2316192843081655,0.4941941889914366,-0.6482199080376507,-0.3807496522440304,1.6300891700196456,0.6735997394038259,-1.1752171411625394,-0.2090429029687323,1.7114292998926304,0.3662534051335427,0.6220514222740019,1,1,1,0
close relatives,0.7571091822792173,1.313758939833204,1.4931053161084953,1.5814311643948424,-1.3426623965217177,1.079154942882997,-0.9229967139827192,1.4488651310486496,1.8083908863921865,-1.2026300538312389,-1.31239781764506,1.2375662893986823,1.5611800763133423,0.6528263393446782,-0.8200433444848388,0.6485045990031648,-1.3020222435086284,1.6339475106528778,-0.3576451279389973,-0.2760969004977769,-0.4918256054530688,-0.7760390503182815,-0.530238373046057,1.4709884952817431,0.6651489602108637,-1.153567120352292,0.1137650076371195,1.5485579794180362,-0.0257601628958822,0.1500541464510885,1,1,1,0
a person and their deceased spouse,0.0257680005941896,0.698189638534606,0.571910889053737,1.2257547657411587,-1.4432379214077655,0.5990224471087822,-1.6200316529345742,1.152721119159544,-1.2827264962447436,-1.4115284058545945,-1.664625374254089,1.785798076836976,1.8058665514048664,-2.364559757401148,-0.9986622286507963,-1.0891201327571352,-1.3439431090734404,1.537269403407753,1.4783709109224068,-1.098932800005589,-1.69353722993231,-0.8335576643445652,-1.3748496455775072,1.3853189011921037,0.3412024244806365,-1.1806296463651014,-2.0547446036092483,1.7266984861871235,-4.157673287987632,-2.47436444140764,1,1,3,2
foreman and laborer,0.596961478260598,-0.967694783104724,-0.79282159547183,-1.190160394925375,1.08398962945229,-0.849605882998563,1.261434956623721,-1.251271447940251,-0.8720377385870469,0.7929636149095222,1.2086639851707437,-0.8063542719738268,-1.0578714533700138,0.626701784394498,1.2989149252099437,-0.2400535024651704,1.4274918921557906,-0.9527813588081429,-0.5188976922149604,-0.0954065847274804,-0.0809840244345248,0.0292215460496915,1.0842398116158305,-0.3831462910868848,0.924306188795045,1.307318578412486,1.1277616209519707,-0.4058978662770944,0.3482297928103504,0.2922220006146165,0,2,0,1
owner and manager,0.5355715250534608,-1.131205378762164,-0.337910767296641,-1.0693646368920484,1.2423425835281954,-0.8084516690750588,1.0485330715045356,-1.09448932399896,-0.6639554347071474,1.2427094786774522,1.4083520487601142,0.4391158912834245,-0.9604499864354252,0.5842493826004549,1.793175399203415,-0.6547139498170602,1.3017292954613549,-0.8395972332528749,-0.538700638704991,-0.2760969004977769,0.6414124221897481,-0.3542358807922003,0.3330589895856468,-0.2301648730696713,0.6651489602108637,1.271235210395407,0.5391119016118886,-0.260840596479409,0.5509954314462601,0.0846569335358657,0,2,0,1
chief and deputy,0.7144031278742519,-1.1100451840300247,-0.2696741430703626,-1.0604168029636538,1.2038242974016238,-0.802964440551925,0.8910440057999323,-0.3301764697851664,-0.8994169890975601,1.0706755417170415,1.1088199533760583,0.1664057200961707,-1.0578714533700138,0.9303997356903446,-0.0957804717023265,-1.156255633756965,0.9710202448945056,-1.1390635654511885,-0.5132397075035231,-0.3372536227584927,-0.5774176014985988,-0.2328076956256012,0.6021386870292944,-0.2729996701144911,0.9524754527715864,1.2531935263868677,0.8695152924672893,-0.0877898184751525,0.2536058281135928,0.465666782694121,0,2,0,1
supervisor and subordinate,0.1352022650069127,-1.1850676926257917,-0.5994844934973746,-1.1991082288537698,1.12892762993329,-0.9044781682299018,1.1243611401771223,-1.2164309759532974,-1.1759474192537425,1.3164383088033422,0.6484280289894542,-0.5926844471260816,-1.114511841122681,1.2112387014047827,0.6235887330208445,-0.990391454816209,0.9384151272329851,-1.0164474294329813,-0.5132397075035231,-0.187141668118554,-0.0262051469653854,0.0100486747075969,-0.0556116844996224,-0.7870172346523288,0.7271213409592547,1.2477810211843057,0.3682135959970256,-0.2633854608618245,0.8393732286173309,0.3462457851967573,0,2,0,1
boss and secretary,0.3914385914367034,-1.181220384492675,-0.4487952816643433,-1.1230516404624158,1.2252233452497192,-0.8276569689060275,0.9552062177536592,-0.9246420230625614,-0.8857273638423036,1.1272009781468908,1.3140549076206898,0.337903868987124,-1.0669339154104405,1.1393961752917872,2.0036031257550917,-0.9548491307574756,1.5742149216326324,-0.7334871155448112,-0.5415296310607096,-0.4456678122206706,0.210028762120277,-0.2200257813975382,-0.5937710793869182,-0.7778383495712958,0.8595168816489999,1.3181435888176096,1.2530870450695368,-0.0979692760048146,0.834867325536533,0.4827269251937444,0,2,0,1
intern and employee,0.5142184978509783,-1.0254044051014677,-0.2668309503942674,-1.0783124708204428,1.12892762993329,-0.7947335977672241,1.2089386013888537,-0.948594847553592,-0.6502658094518908,0.8863534664023162,1.0145228122366334,-0.930057854780416,-1.0669339154104405,1.0708192185475638,0.4425230148252164,-0.7692392162285345,0.9733491818703284,-0.8702512672574266,-0.5358716463492723,-0.3900707919836563,-0.3000995343110816,-0.4021680591474368,0.9908093611145636,-0.6493339584368365,0.8510661024560371,1.242368515981744,0.9872452363353064,-0.8003518455515023,0.2355822157904013,0.4685101397773914,0,2,0,1
lawyer and client,0.6903809722714591,-0.965771129038166,-0.6250732275822288,-1.1096298895698238,1.349337822768672,-0.7700410694131217,-0.2317947033902943,-1.3078872149190504,-0.5599142827671976,1.5794044695856837,1.6856965815231293,-0.7613711509532489,-1.103183763572148,1.5182022220694014,2.1112638230606,-0.1452739716418814,1.7418983838918798,-0.9174113195721216,-0.5500166081278656,-0.3428133247821942,1.7541083707816385,-0.3638223164632476,1.6896691308640384,0.2134812391802478,0.6257119906437056,1.3145352520159013,1.359423768563229,-1.0039409961447452,0.9655385148796743,0.5850877801914846,0,2,0,1
