,Dim1,Dim2,cl_k3,cl_k6
siblings,-12.31897,0.6614643,1,1
second cousins,-20.07892,-4.406873,2,3
manager and staff,-23.433187,-5.1701736,0,0
drug dealer and addict,-21.05226,-3.3006518,2,5
team captain and team members,-23.382978,-4.740747,0,0
life partners,-21.582752,-2.5007734,2,2
soul mates,-21.55526,-2.4764395,2,2
close friends,-11.806656,1.0866174,1,1
salesperson and customer,-22.6541,-4.7858624,0,0
competitors in sports,-22.345037,-2.720373,2,2
boss and secretary,-23.191103,-5.166713,0,0
bully and victim,-19.977058,-4.321586,2,3
director and performer,-23.324999,-5.063831,0,0
confidants,-11.534355,0.8987045,1,1
playmates,-11.613036,0.33791575,1,1
uncle and niece/nephew,-11.890548,1.1902093,1,1
step grandparent and step grandchild,-20.258451,-4.2153163,2,3
guide and tourist,-23.577162,-4.78807,0,0
fiance and fiancee,-12.24978,0.992186,1,1
criminal and prosecutor,-22.312807,-1.3983955,2,4
long distance lovers,-11.875259,0.48112723,1,1
fraternity brothers,-12.115075,0.89197046,1,1
chief and deputy,-22.864607,-4.9249353,0,0
adoptive parents and adopted kids,-11.959897,0.28162685,1,1
master and servant,-22.236872,-1.7418318,2,4
a person and their family friends,-12.349851,0.35740632,1,1
owner and manager,-23.304396,-5.4515004,0,0
groom and groomsman,-11.419338,0.75095445,1,1
strangers,-20.719336,-3.336731,2,5
a monarch and their minister,-23.558208,-4.4153666,0,0
step siblings,-12.093427,0.67978996,1,1
business rivals,-22.254114,-2.8916962,2,2
interviewer and job applicant,-23.35645,-5.0737195,0,0
student and dorm resident assistant,-23.507706,-5.2379766,0,0
manager and assistant,-23.02846,-5.206803,0,0
a person and their significant other,-21.605686,-2.4431736,2,2
ex lovers,-20.044697,-4.28246,2,3
chef and customer,-22.85156,-3.8492417,0,0
professor and teaching assistant,-22.425632,-2.3067741,2,2
grandparent and grandchild,-21.848173,-2.0799947,2,2
business partners,-21.658058,-3.236095,2,5
peers,-21.406792,-2.8581493,2,5
twins,-12.831453,0.61768496,1,1
performer and audience,-22.392988,-3.3240364,2,2
celebrity and fans,-12.647383,0.5324184,1,1
cohabitants,-11.912266,0.12128121,1,1
pen friends,-11.973866,1.0474931,1,1
judge and contestant,-23.753649,-4.8116994,0,0
casual acquaintances,-20.841404,-3.2331202,2,5
diplomats,-22.739416,-5.2640595,0,0
facebook friends,-20.421188,-3.756563,2,3
club member and club president,-20.71064,-4.0643926,2,3
victim and criminal,-22.33331,-2.0522158,2,4
man and his mistress,-21.644085,-2.5678952,2,2
sugar daddy and sugar baby,-22.246235,-1.7633156,2,4
companions,-12.081208,0.9790089,1,1
criminal and hostage,-22.23738,-1.5468967,2,4
fans of opposing sports teams,-22.241812,-2.9070544,2,2
reviewer and writer,-23.398603,-4.5432014,0,0
close relatives,-11.761773,0.757458,1,1
lawyer and client,-22.881296,-5.0742807,0,0
athlete and referee,-22.935675,-4.3874073,0,0
consultant and client,-22.73201,-4.625042,0,0
researcher and research subject,-23.200298,-4.9757047,0,0
coach and athlete,-23.376749,-4.561617,0,0
criminal and their accomplice,-12.329785,0.8522498,1,1
babysitter and infant,-11.650046,0.92540264,1,1
religious followers,-11.829032,0.28050038,1,1
mother and infant,-12.155497,0.412716,1,1
childhood friends,-12.177471,0.60253614,1,1
man and god,-12.119594,0.9525538,1,1
divorced spouses,-20.137545,-4.3517766,2,3
half siblings,-12.16229,0.6548982,1,1
parole officer and parolee,-22.373905,-1.6772076,2,4
landlord and housekeeper,-23.42827,-4.9586825,0,0
a person and their social media follower,-20.892893,-3.3560028,2,5
parent and teenager,-11.852624,0.89229816,1,1
entrepreneur and investor,-23.60942,-4.9151545,0,0
professor and graduate student,-23.299347,-4.6037865,0,0
sorority sisters,-11.927718,0.6359981,1,1
doctor and nurse,-23.417036,-4.7215405,0,0
intern and employee,-23.143007,-4.6261234,0,0
cousins,-12.161477,0.7712494,1,1
brother and sister,-11.827317,0.78801733,1,1
political allies,-23.158619,-4.8009615,0,0
supervisor and subordinate,-23.105734,-4.5160613,0,0
religious leader and congregant,-12.002291,0.5767771,1,1
fans of the same sports team,-11.751142,0.64398086,1,1
principal and teacher,-23.240807,-4.9139175,0,0
celebrity and haters,-20.924166,-3.2473373,2,5
a person and their in laws,-12.027781,0.2540085,1,1
police officer and offender,-22.332209,-1.7448807,2,4
customer and server,-23.407064,-4.8962083,0,0
foreman and laborer,-22.991241,-4.763431,0,0
