,Dim1,Dim2,cl_k3,cl_k6
fans of the same sports team,6.5855217,8.141311,1,3
fans of opposing sports teams,8.672768,3.3840895,0,2
superior and subordinate,11.701307,4.811837,0,4
a monarch and their minister,10.892368,4.4047008,0,4
cousins,6.0850816,7.9784713,1,3
parent and infant,3.4652221,8.34546,2,5
step parent and step child,3.861225,8.483418,2,5
bride and groom,3.1167762,9.159917,2,5
man wife and man mistress,3.1704361,8.774651,2,5
brother and sister,4.5322905,8.745736,2,1
close relatives,4.5812044,8.820222,2,1
a person and their deceased spouse,3.396381,8.948288,2,5
foreman and laborer,10.2287,4.862029,0,4
owner and manager,9.734513,5.1595316,0,4
chief and deputy,9.628765,5.452139,0,0
supervisor and subordinate,9.900111,4.8457384,0,4
boss and secretary,9.786647,5.1121035,0,4
intern and employee,9.841195,5.027694,0,4
lawyer and client,9.721097,5.498656,0,0
judge and lawyer,9.659044,5.7136765,0,0
victim and criminal,9.73106,3.2497942,0,2
criminal and hostage,9.867713,3.2947147,0,2
defendant and plaintiff,9.251731,2.6625242,0,2
police officer and offender,9.617464,3.238216,0,2
police officer and civilian,11.0545845,4.529694,0,4
parole officer and parolee,9.87064,4.6431284,0,4
consultant and client,9.748737,5.194772,0,4
chef and customer,10.80724,4.9131293,0,4
customer and server,10.742536,5.0516295,0,4
doctor and patient,9.952544,6.9095354,0,0
doctor and nurse,9.67203,5.958431,0,0
patient and caretaker,9.835163,6.988866,0,0
driver and passenger,10.579451,5.2788157,0,4
coach and athlete,9.479235,6.80935,0,0
team captain and team members,9.265348,6.6298976,0,0
club member and club president,9.225316,6.72669,0,0
politician and supporter,9.488804,6.0583863,0,0
leader and follower,9.015404,6.8834267,1,0
babysitter and infant,9.830507,7.005771,0,0
religious leader and congregant,8.77094,7.0141873,1,0
prostitute and customer,11.1440525,5.0074425,0,4
guide and tourist,10.615369,5.091204,0,4
athlete and referee,9.169037,2.7364905,0,2
slave and master,9.937635,3.6765664,0,2
performer and audience,8.757413,7.1368294,1,0
dealer and buyer,10.539004,4.172492,0,4
co workers,7.248343,7.510163,1,3
sports rivals,9.087408,2.6845574,0,2
romantic rivals,5.0465183,8.119698,2,1
criminal and their accomplice,10.166107,6.455935,0,0
diplomats,9.446184,6.0374227,0,0
principal and teacher,9.74547,5.839228,0,0
professor and teaching assistant,9.502297,6.0927734,0,0
mentor and mentee,9.514128,6.3033624,0,0
roommates,7.0929384,7.7014236,1,3
sorority sisters,6.213633,7.81283,1,3
fraternity brothers,6.2976146,7.832241,1,3
groom and groomsman,4.5968747,8.786919,2,1
predecessor and successor,9.076608,6.952974,1,0
landlord and tenant,10.491706,4.124278,0,4
landlord and housekeeper,10.5541725,4.5135164,0,4
celebrity and fans,8.684541,7.1684113,1,0
celebrity and haters,8.795769,3.2195292,0,2
native and tourist,8.777105,3.3279448,0,2
friends,4.364754,9.367301,2,1
facebook friends,6.5059056,7.7501206,1,3
political allies,9.485487,6.2398915,0,0
romantic lovers,3.0335727,9.021055,2,5
ex lovers,5.142717,8.203823,2,1
strangers,6.5417595,7.709522,1,3
neighbors,6.632485,7.729817,1,3
aunt and niece/nephew,4.3601866,8.580959,2,1
uncle and niece/nephew,4.6747837,8.720942,2,1
frenemies,5.106275,8.083092,2,1
half siblings,4.4782343,8.55289,2,1
adoptive parents and adopted kids,3.9353075,8.414293,2,5
mother and infant,3.5213714,8.456567,2,5
alumni,6.7795477,8.133229,1,3
confidants,4.3999987,9.461331,2,1
a person and their significant other,3.1555796,9.004541,2,5
companions,4.463451,9.161479,2,1
playmates,4.7298794,8.718882,2,1
competitors in sports,9.034149,2.7681031,0,2
a person and their crush,3.2965634,8.829597,2,5
cohabitants,7.039571,7.6288447,1,3
long distance lovers,3.3113637,9.439708,2,5
brothers in arms,8.570372,7.0729275,1,0
