,Dim1,Dim2,cl_k3,cl_k6
a person and their deceased spouse,8.1526165,7.9721613,0,0
foreman and laborer,13.714896,5.2212586,2,1
owner and manager,13.824865,6.23445,2,1
chief and deputy,13.887341,6.0970187,2,1
supervisor and subordinate,13.910894,6.1607766,2,1
boss and secretary,13.927444,6.0715075,2,1
intern and employee,13.758419,5.9991474,2,1
lawyer and client,13.602931,4.93155,2,1
judge and lawyer,13.850167,5.567709,2,1
victim and criminal,9.099469,5.3348923,1,3
criminal and hostage,9.128298,5.2874675,1,3
defendant and plaintiff,9.652196,5.1623807,1,3
police officer and offender,9.870734,5.0607142,1,3
police officer and civilian,13.669824,6.49673,2,1
parole officer and parolee,13.889001,5.697417,2,1
consultant and client,13.589706,4.8742146,2,1
chef and customer,13.454638,4.717635,2,1
customer and server,13.455568,4.7268,2,1
doctor and patient,13.760129,5.832376,2,1
doctor and nurse,13.844559,6.041326,2,1
patient and caretaker,12.220422,6.1353683,2,5
driver and passenger,13.01939,5.068077,2,1
coach and athlete,12.799,6.1050477,2,1
team captain and team members,13.294745,6.031433,2,1
club member and club president,14.3301525,6.117784,2,1
politician and supporter,14.009711,5.6117067,2,1
leader and follower,14.240977,6.1836996,2,1
babysitter and infant,12.295303,6.0969543,2,5
religious leader and congregant,14.321724,5.901172,2,1
prostitute and customer,13.145836,4.7739935,2,1
guide and tourist,13.492425,5.0967383,2,1
athlete and referee,13.2243395,4.679955,2,1
slave and master,14.081505,6.430662,2,1
performer and audience,13.183211,4.7970247,2,1
dealer and buyer,13.363038,4.604041,2,1
co workers,12.221533,6.1638074,2,5
sports rivals,6.1742344,6.6915135,0,4
romantic rivals,6.275126,6.8252316,0,4
criminal and their accomplice,12.851573,5.283327,2,1
diplomats,13.273236,6.543544,2,1
principal and teacher,14.195933,6.0506134,2,1
professor and teaching assistant,13.845851,5.8331356,2,1
mentor and mentee,13.335461,6.0283256,2,1
roommates,4.98848,7.737851,0,4
sorority sisters,5.2991276,7.7481976,0,4
fraternity brothers,5.5210934,7.7924747,0,4
groom and groomsman,3.4631016,7.210797,0,4
predecessor and successor,13.681196,6.4665575,2,1
landlord and tenant,13.425308,5.473941,2,1
landlord and housekeeper,13.331061,5.7497153,2,1
celebrity and fans,12.617372,6.064285,2,1
celebrity and haters,8.588723,5.1877503,1,3
native and tourist,10.622876,5.6690106,1,5
friends,4.880943,7.9931383,0,4
facebook friends,7.467783,8.195523,0,0
political allies,13.647655,6.3823533,2,1
romantic lovers,5.270938,9.5142355,0,2
ex lovers,6.279282,6.8113995,0,4
strangers,9.827633,6.8704786,1,3
neighbors,5.885837,7.842539,0,4
aunt and niece/nephew,3.5232098,7.2717543,0,4
uncle and niece/nephew,3.4805908,7.234181,0,4
frenemies,6.210982,6.7314467,0,4
half siblings,5.0715747,7.719415,0,4
adoptive parents and adopted kids,3.476407,7.226921,0,4
mother and infant,5.5271735,9.75383,0,2
alumni,8.826319,7.4177523,1,0
confidants,6.81963,8.4568,0,0
a person and their significant other,5.4182987,9.683956,0,2
companions,5.053412,7.9035983,0,4
playmates,5.040275,8.018565,0,4
competitors in sports,6.206062,6.7087665,0,4
a person and their crush,5.1764627,8.976156,0,2
cohabitants,5.56219,7.834459,0,4
long distance lovers,5.328141,9.934046,0,2
brothers in arms,7.0870256,8.648283,0,0
