,Dim1,Dim2,cl_k3,cl_k6
ex lovers,6.9372263,5.4575415,0,4
strangers,5.307512,4.9245634,0,3
neighbors,5.6786876,6.1605434,0,3
aunt and niece/nephew,2.6410294,10.102008,1,2
uncle and niece/nephew,2.6921659,10.161459,1,2
frenemies,6.914875,5.592874,0,4
half siblings,2.7200258,9.746432,1,2
adoptive parents and adopted kids,2.6024597,10.233605,1,2
mother and infant,2.3539069,10.279419,1,2
alumni,5.2098384,4.9280767,0,3
confidants,2.655213,9.610237,1,2
a person and their significant other,1.8626369,10.060363,1,2
companions,2.6321394,9.87487,1,2
playmates,3.0198889,9.5035,1,2
competitors in sports,6.928959,6.154577,0,4
a person and their crush,2.5591185,10.039786,1,2
cohabitants,3.1724153,9.289121,1,2
long distance lovers,2.018084,10.0116825,1,2
brothers in arms,4.6055,8.311469,1,0
