"","Australia","Brazil","Chile","CHN","Egypt","France","Germany","HK(region)","India","Israel","Japan","Mexico","Portugal","Qatar","Russia","South Africa","Spain","UK","USA"
"Importance.for.individuals",-0.919962391804514,-1.05491294205042,-0.806918827932612,-0.93410256920644,-0.909338605838794,-0.563387996290188,-0.662983280609124,-0.774853642531426,-0.552203598032062,-0.770447663133923,-0.836081281414295,-0.677950046859313,-0.829905800713909,-0.937877097746894,-0.628554594620612,-1.11742606862071,-0.828328844800285,-0.608420496856491,-0.853943190759677
"Affiliation.Coalition",-1.66989478590553,-1.42071777950301,-1.5082409711125,-1.66366648421857,-1.38373074086256,-1.43670019991819,-1.41718154628792,-1.61372309070068,-0.763080209274821,-1.40341168691588,-1.63940165180745,-1.40681231894424,-1.4595382878118,-1.4392438670099,-1.00383625356229,-1.50867162666852,-1.35261016444115,-1.37813907213263,-1.33995567729459
"Occupational",-0.112900936439354,-0.352280063298093,-0.19779550621451,0.0472327079216771,-0.638194556652929,0.13355100304821,-0.116179996730759,-0.312788408503729,-0.194388323989419,-0.0142622328158876,-0.117079688014713,-0.335736021976769,-0.122891060924751,-0.36741858086868,-0.472251256994373,-0.475611767322715,-0.0512978496431957,-0.210897960042516,-0.090535351951106
"Activeness",-0.508278103278348,-1.06184697081423,-0.833520452010383,-1.07227299483774,-1.12759559565014,-0.760487499534531,-0.759803276465446,-1.32404392167936,-0.679373069789878,-0.543961132747311,-1.04787255741286,-0.912769525925793,-1.23704100723989,-1.05803474920381,-1.01444531438892,-1.12902106763718,-0.954191469027019,-0.680281621252923,-0.59064878260315
"Endurance",-0.713607084143546,-0.762911188321469,-0.611314880204946,-0.812647370759902,-0.891492561863138,-0.677198159422098,-0.541965506112054,-0.687781404952603,-0.466849482337347,-0.663407295515143,-0.708468969228457,-0.710554356575818,-0.704624182249741,-0.897463932645415,-0.78290453790148,-0.758955984527732,-0.716149477242644,-0.638435524889741,-0.732946396605987
"Synchronicity",-0.295200074916373,-1.12478625993731,-0.519245179937294,-0.720839085094162,-1.02937442784207,-0.459578761139082,-0.595003533822929,-0.80530278541411,-0.538731123359205,0.439721029647651,-0.995816456498669,-0.699649550581364,-0.914150078527409,-0.871813158278141,-0.686655782878151,-0.687468359826895,-0.772599877810222,-0.612430653776749,-0.816215411239469
"Spatial.Distance",-0.595218374837174,-0.829194285818623,-0.746380369496423,-0.742101881786254,-0.837120180325293,-0.381232776040638,-0.608588516690119,-0.853971643443664,-0.331009480979222,-0.660012711857796,-0.817526312956759,-0.738618213817696,-0.494612469038371,-1.15760065026167,-0.716316527845457,-0.465846774396459,-0.8664343330546,-0.512462320848985,-0.854314633159621
"Morality",-1.35590919912483,1.27960408551054,-1.30005848481159,-1.28523135072865,-1.15393869132377,-1.1464875024953,-1.35629794435858,-1.29474687460734,-0.972876865118584,-1.25174329997403,-1.28028415888257,-1.20560389051382,1.19792282057387,-1.51532334717491,0.229446741420158,-1.17947042946635,-1.24980664366532,-1.14251578142807,-1.21008330899136
"Trust",-1.71527554001955,-1.47574776643107,-1.53758034841844,-1.5722992110021,-1.38722407688596,-1.5427557791231,-1.54964029798548,-1.46908026607837,-1.10572710074602,-1.68095121615893,-1.60825488016289,-1.50405831037191,-1.55483757870142,-1.49343329903744,-1.35966073082974,-1.51119215294621,-1.32479640948232,-1.50315684549107,-1.67593497358169
"Generation.Gap",-0.371912791776676,-0.523821435645162,-0.296993300812364,-0.304202978600814,-0.404767996899489,-0.285980909166241,-0.363397555682384,-0.186835403930083,-0.200783163007772,-0.299060505313952,-0.520580456026349,-0.47518268020031,-0.465938538201415,-0.664622199763806,-0.703076143588132,-0.358804892995187,-0.366434002517449,-0.25084560147319,-0.48348243177383
