,Dim1,Dim2,cl_k3,cl_k6
alumni,5.141971,5.4310713,1,0
confidants,5.205563,3.7836165,1,2
a person and their significant other,3.6852465,1.7906914,1,5
companions,4.348522,4.095395,1,0
playmates,5.0695457,3.840999,1,2
competitors in sports,3.8195179,9.410765,0,4
a person and their crush,4.0465713,2.6762471,1,5
cohabitants,4.1807876,4.782237,1,0
long distance lovers,3.6412516,1.7267333,1,5
brothers in arms,5.338244,3.6749213,1,2
