,Dim1,Dim2,cl_k3,cl_k6
judge and lawyer,9.3925905,5.8593764,0,1
victim and criminal,6.4829555,5.9642525,2,5
criminal and hostage,6.4005127,6.0841913,2,5
defendant and plaintiff,6.311644,6.2119045,2,5
police officer and offender,6.9662,6.3679442,2,5
police officer and civilian,9.36844,5.8546376,0,1
parole officer and parolee,6.8154716,6.1954165,2,5
consultant and client,11.162087,4.1685834,0,3
chef and customer,12.996574,3.4305365,0,3
customer and server,12.921407,3.4609938,0,3
doctor and patient,11.124714,4.4845023,0,3
doctor and nurse,10.311474,5.1560597,0,1
patient and caretaker,10.770853,4.417406,0,3
driver and passenger,11.235985,5.4581175,0,1
coach and athlete,10.214492,6.417807,0,1
team captain and team members,10.010616,6.6848583,0,1
club member and club president,10.060119,6.595029,0,1
politician and supporter,10.193407,6.307864,0,1
leader and follower,10.069845,6.592856,0,1
babysitter and infant,10.039465,5.2865605,0,1
religious leader and congregant,10.103632,6.3150578,0,1
prostitute and customer,13.028604,3.3573463,0,3
guide and tourist,12.994029,3.386592,0,3
athlete and referee,10.828457,5.158961,0,1
slave and master,6.6307096,5.942364,2,5
performer and audience,11.5406885,3.9356294,0,3
dealer and buyer,12.9348955,3.375352,0,3
co workers,10.518857,5.4711947,0,1
sports rivals,6.9961476,7.470423,2,2
romantic rivals,4.451505,8.837809,1,0
criminal and their accomplice,3.7621963,11.017941,1,0
diplomats,10.614557,5.4584107,0,1
principal and teacher,9.580035,5.617567,0,1
professor and teaching assistant,10.421042,5.0166073,0,1
mentor and mentee,10.04825,5.3366356,0,1
roommates,3.5273895,10.705101,1,0
sorority sisters,3.1436937,10.875112,1,0
fraternity brothers,3.233148,11.093456,1,0
groom and groomsman,2.8691518,10.7911,1,0
predecessor and successor,7.807748,8.4764595,2,2
landlord and tenant,11.329553,4.069423,0,3
landlord and housekeeper,11.357771,4.0912914,0,3
celebrity and fans,9.620511,7.17893,0,1
celebrity and haters,6.9227123,7.536509,2,2
native and tourist,7.1149464,7.8021894,2,2
friends,3.350734,11.10263,1,0
facebook friends,6.9575458,8.248757,2,2
political allies,9.582511,5.551084,0,1
romantic lovers,1.1971201,10.290656,1,4
ex lovers,4.4602633,8.877266,1,0
strangers,6.949475,7.9251075,2,2
neighbors,3.9261215,10.913028,1,0
aunt and niece/nephew,2.8180954,11.065759,1,0
uncle and niece/nephew,2.7127116,10.998322,1,0
frenemies,4.322537,9.078284,1,0
half siblings,3.6720772,10.82841,1,0
adoptive parents and adopted kids,2.6393516,10.859912,1,0
mother and infant,2.061395,10.513708,1,4
alumni,7.044395,8.098807,2,2
confidants,1.4137269,10.482664,1,4
a person and their significant other,1.2583741,10.33949,1,4
companions,3.0551243,10.928338,1,0
playmates,3.695374,11.080252,1,0
competitors in sports,7.0353823,7.296441,2,2
a person and their crush,1.3118117,10.407336,1,4
cohabitants,3.628745,10.771223,1,0
long distance lovers,1.27999,10.37234,1,4
brothers in arms,3.8391166,11.098852,1,0
