,Dim1,Dim2,cl_k3,cl_k6
celebrity and fans,8.1356125,9.076672,2,4
celebrity and haters,4.168862,8.284182,0,2
native and tourist,7.848635,8.692641,2,4
friends,0.06515181,8.14407,1,0
facebook friends,3.3499548,8.711199,0,3
political allies,6.9440084,9.795659,2,1
romantic lovers,-0.29439524,7.841107,1,0
ex lovers,4.1785107,8.12735,0,2
strangers,3.6315713,8.510906,0,3
neighbors,2.816831,8.944129,1,3
aunt and niece/nephew,2.529713,9.120897,1,3
uncle and niece/nephew,1.4007744,9.216535,1,3
frenemies,4.7061315,8.031453,0,2
half siblings,1.0630857,8.760562,1,0
adoptive parents and adopted kids,0.23803309,9.2121315,1,0
mother and infant,0.25912297,9.201553,1,0
alumni,3.2138379,8.906888,1,3
confidants,0.18512076,8.433226,1,0
a person and their significant other,-0.49026132,7.8173285,1,0
companions,0.24987751,8.408709,1,0
playmates,0.28993213,8.452862,1,0
competitors in sports,6.0048714,7.9371443,0,2
a person and their crush,4.177639,8.1308365,0,2
cohabitants,8.120349,9.472646,2,4
long distance lovers,1.2152038,8.205485,1,0
brothers in arms,2.4182603,8.517779,1,3
