,Dim1,Dim2,cl_k3,cl_k6
reader and writer,7.1885085,9.544879,0,5
reviewer and writer,8.908092,10.117541,0,1
sugar daddy and sugar baby,2.6107414,11.478628,1,0
director and performer,8.946742,9.730633,0,1
psychologist and client,9.633147,10.763617,0,1
judge and contestant,8.569612,10.462952,0,1
man and god,7.891691,8.866432,0,5
university student and administrator,8.9901085,10.1406555,0,1
student and dorm resident assistant,9.182434,9.969834,0,1
athletic trainer and trainee,9.364528,10.800827,0,1
researcher and research subject,9.344434,10.657524,0,1
peers,6.795345,9.032983,0,5
classmates,6.7654114,8.920678,0,5
bride and bridesmaid,3.3206751,8.0722065,1,3
guest and host,8.362814,10.245399,0,1
television host and guest,8.307696,10.321728,0,1
volunteer and organizer,8.761134,9.730288,0,1
bully and victim,13.862199,10.946797,2,2
a person and their social media follower,7.5925093,9.883777,0,5
childhood friends,2.6659281,7.7260785,1,3
pen friends,6.1092753,8.671624,0,5
friends with benefits,2.8378675,11.708739,1,0
life partners,2.93156,11.652889,1,0
soul mates,2.8944776,11.608593,1,0
church members,6.875699,9.16529,0,5
fans of the same sports team,6.710752,9.038089,0,5
fans of opposing sports teams,13.923646,5.459145,2,4
superior and subordinate,12.400978,11.001499,2,2
a monarch and their minister,8.833283,9.897008,0,1
cousins,2.2457075,7.8758025,1,3
parent and infant,0.9998439,9.301582,1,3
step parent and step child,1.0694932,9.252825,1,3
bride and groom,3.0071814,11.810257,1,0
man wife and man mistress,13.922192,5.573001,2,4
brother and sister,2.2722442,7.800031,1,3
close relatives,2.3303006,7.8563533,1,3
a person and their deceased spouse,2.0094368,8.410472,1,3
foreman and laborer,10.631849,10.882858,0,1
owner and manager,10.216698,9.562902,0,1
chief and deputy,10.51868,9.701104,0,1
supervisor and subordinate,9.588859,10.936333,0,1
boss and secretary,10.01894,10.938945,0,1
intern and employee,10.325554,10.69325,0,1
lawyer and client,10.722163,10.217892,0,1
judge and lawyer,10.704357,9.601271,0,1
victim and criminal,13.840158,10.925137,2,2
criminal and hostage,13.726655,10.996313,2,2
defendant and plaintiff,13.301028,10.639888,2,2
police officer and offender,13.394046,10.876112,2,2
police officer and civilian,9.067468,10.240599,0,1
parole officer and parolee,13.484932,10.826737,2,2
consultant and client,10.887472,10.311671,0,1
chef and customer,11.728109,10.961684,2,2
customer and server,11.927914,10.8252125,2,2
doctor and patient,10.107825,10.787572,0,1
doctor and nurse,9.905735,9.715733,0,1
patient and caretaker,8.771842,9.068499,0,1
driver and passenger,8.363978,10.362573,0,1
coach and athlete,8.821802,9.104697,0,1
team captain and team members,8.638094,8.922767,0,1
club member and club president,9.23814,9.232882,0,1
politician and supporter,10.647333,9.978381,0,1
leader and follower,8.576823,9.054728,0,1
babysitter and infant,9.029349,9.785928,0,1
religious leader and congregant,10.208215,10.580422,0,1
prostitute and customer,11.927671,10.715182,2,2
guide and tourist,11.528241,10.88498,2,2
athlete and referee,13.299212,10.72149,2,2
slave and master,13.765383,10.975312,2,2
performer and audience,9.313814,10.549614,0,1
dealer and buyer,11.799261,10.726798,2,2
co workers,10.216345,9.42814,0,1
sports rivals,14.005723,5.4539776,2,4
romantic rivals,13.974093,5.506659,2,4
criminal and their accomplice,10.11149,9.491578,0,1
diplomats,10.545043,9.723065,0,1
principal and teacher,10.481699,9.917868,0,1
professor and teaching assistant,10.389867,10.534793,0,1
mentor and mentee,8.883771,9.145881,0,1
roommates,3.5171535,8.099901,1,3
sorority sisters,3.367916,7.8917193,1,3
fraternity brothers,3.4938772,7.982513,1,3
groom and groomsman,3.1765254,7.823964,1,3
predecessor and successor,7.244852,9.555355,0,5
landlord and tenant,12.140981,10.826441,2,2
landlord and housekeeper,11.938739,10.926518,2,2
celebrity and fans,8.046508,8.968233,0,5
celebrity and haters,14.252647,5.7205877,2,4
native and tourist,7.91886,9.7858925,0,5
friends,3.1987214,7.9208574,1,3
facebook friends,6.3971667,8.817722,0,5
political allies,10.578028,9.794487,0,1
romantic lovers,2.9363947,11.760361,1,0
ex lovers,13.879822,5.528369,2,4
strangers,7.127596,9.470037,0,5
neighbors,7.113435,9.109334,0,5
aunt and niece/nephew,1.7739727,8.622788,1,3
uncle and niece/nephew,1.6842741,8.576249,1,3
frenemies,14.0328455,5.5333757,2,4
half siblings,2.2780218,7.826496,1,3
adoptive parents and adopted kids,1.0649209,9.260361,1,3
mother and infant,1.1247534,9.328293,1,3
alumni,6.9206443,9.202611,0,5
confidants,3.165804,7.8787723,1,3
a person and their significant other,3.0468006,11.737653,1,0
companions,3.1710322,7.874744,1,3
playmates,3.301845,7.956026,1,3
competitors in sports,14.078802,5.4938383,2,4
a person and their crush,1.7059594,8.666157,1,3
cohabitants,3.6125922,8.033877,1,3
long distance lovers,2.992975,11.643037,1,0
brothers in arms,3.5429614,8.240243,1,3
