,Dim1,Dim2,cl_k3,cl_k6
fans of opposing sports teams,7.5334034,12.9431925,2,4
superior and subordinate,8.112345,10.123178,0,2
a monarch and their minister,7.0160766,9.838543,2,2
cousins,3.6351848,7.090182,1,3
parent and infant,1.0054048,5.380596,1,5
step parent and step child,3.5498114,7.1886415,1,3
bride and groom,1.178039,5.8477354,1,5
man wife and man mistress,1.3813728,6.0151215,1,5
brother and sister,2.393095,7.019652,1,3
close relatives,2.3763907,6.97052,1,3
a person and their deceased spouse,3.7397292,6.9863744,1,3
foreman and laborer,9.097611,9.993981,0,0
owner and manager,9.098732,9.760636,0,0
chief and deputy,8.570243,9.865421,0,0
supervisor and subordinate,8.229106,9.918924,0,2
boss and secretary,9.0839205,9.724745,0,0
intern and employee,8.752221,9.96345,0,0
lawyer and client,9.209882,9.335439,0,0
judge and lawyer,8.533025,9.7628145,0,0
victim and criminal,7.285704,12.598211,2,4
criminal and hostage,7.301182,12.546852,2,4
defendant and plaintiff,7.2924666,12.744929,2,4
police officer and offender,7.346064,12.288135,2,4
police officer and civilian,8.252023,10.243527,0,2
parole officer and parolee,7.354512,12.025338,2,4
consultant and client,9.323464,9.328732,0,0
chef and customer,10.240595,8.091625,0,0
customer and server,10.215658,8.038473,0,0
doctor and patient,9.280772,9.232571,0,0
doctor and nurse,6.1413045,9.991628,2,2
patient and caretaker,7.745889,9.16316,0,2
driver and passenger,9.665756,9.333834,0,0
coach and athlete,7.133655,9.183065,2,2
team captain and team members,4.6338005,7.5893345,1,3
club member and club president,5.6664577,9.8227625,2,1
politician and supporter,7.3923755,10.046259,2,2
leader and follower,7.485429,9.50011,2,2
babysitter and infant,8.759247,9.3758745,0,0
religious leader and congregant,7.0848174,9.255044,2,2
prostitute and customer,9.4299,9.22315,0,0
guide and tourist,9.558508,9.2888,0,0
athlete and referee,9.317495,9.662784,0,0
slave and master,7.3751574,12.012497,2,4
performer and audience,9.523681,9.249497,0,0
dealer and buyer,10.179583,8.058271,0,0
co workers,6.0021663,9.597346,2,2
sports rivals,7.5757565,13.008151,2,4
romantic rivals,4.5002737,10.515289,2,1
criminal and their accomplice,6.84484,9.249609,2,2
diplomats,6.256396,9.720424,2,2
principal and teacher,7.9526587,9.584674,0,2
professor and teaching assistant,8.601901,9.952536,0,0
mentor and mentee,7.3974094,9.145135,2,2
roommates,4.702467,8.069316,1,3
sorority sisters,4.54827,7.5637374,1,3
fraternity brothers,4.176448,7.4637103,1,3
groom and groomsman,3.679706,7.034757,1,3
predecessor and successor,7.3299065,9.631916,2,2
landlord and tenant,9.130717,10.046506,0,0
landlord and housekeeper,9.143533,9.83201,0,0
celebrity and fans,4.8528013,9.927584,2,1
celebrity and haters,4.5056167,10.457103,2,1
native and tourist,4.5796533,10.2297125,2,1
friends,2.4496,7.0008,1,3
facebook friends,4.5354304,10.191839,2,1
political allies,6.3358173,9.757176,2,2
romantic lovers,1.1728892,5.8371906,1,5
ex lovers,4.489,10.512008,2,1
strangers,4.5430303,10.224025,2,1
neighbors,4.88273,9.581336,2,1
aunt and niece/nephew,3.6355698,7.285671,1,3
uncle and niece/nephew,3.3896167,7.217638,1,3
frenemies,4.507732,10.465085,2,1
half siblings,3.7189445,7.3108172,1,3
adoptive parents and adopted kids,3.2066736,7.157057,1,3
mother and infant,1.0816102,5.473649,1,5
alumni,4.643848,9.971965,2,1
confidants,2.2045667,7.1319723,1,3
a person and their significant other,1.1984357,5.8577156,1,5
companions,2.2958868,7.102809,1,3
playmates,4.4771986,7.529222,1,3
competitors in sports,7.4542723,12.931211,2,4
a person and their crush,4.1817064,8.435106,1,3
cohabitants,3.6680894,7.494078,1,3
long distance lovers,1.3057497,5.9655075,1,5
brothers in arms,2.4716358,6.9749303,1,3
