,Dim1,Dim2,cl_k3,cl_k6
leader and follower,3.2824073,11.201946,0,0
babysitter and infant,3.3020961,11.049375,0,0
religious leader and congregant,3.0849454,11.270164,0,0
prostitute and customer,4.5346184,10.489055,0,0
guide and tourist,4.103869,10.876439,0,0
athlete and referee,3.2031782,10.911623,0,0
slave and master,6.651258,6.6719666,2,5
performer and audience,3.6650474,10.785165,0,0
dealer and buyer,4.5100513,10.700464,0,0
co workers,3.114723,10.810032,0,0
sports rivals,5.361666,4.1725383,1,3
romantic rivals,5.3850436,3.714105,1,3
criminal and their accomplice,2.9962056,10.647408,0,0
diplomats,3.7349515,10.269489,0,0
principal and teacher,3.5977037,11.281529,0,0
professor and teaching assistant,3.6311336,11.204723,0,0
mentor and mentee,3.2798486,11.5184,0,0
roommates,3.9469614,2.4196594,1,4
sorority sisters,3.793308,2.1551075,1,4
fraternity brothers,3.7268958,2.0851974,1,4
groom and groomsman,3.3339982,1.6160015,1,4
predecessor and successor,2.8988183,11.412293,0,0
landlord and tenant,4.2883277,10.307036,0,0
landlord and housekeeper,4.318159,10.2311945,0,0
celebrity and fans,2.8932788,11.268164,0,0
celebrity and haters,5.394449,4.2386684,1,3
native and tourist,5.179983,4.289851,1,3
friends,3.4612508,1.6334629,1,4
facebook friends,4.793674,4.2115936,1,3
political allies,3.9251332,10.360254,0,0
romantic lovers,2.5723069,0.6838857,1,4
ex lovers,5.1078463,3.3995185,1,3
strangers,5.054566,4.2751985,1,3
neighbors,3.9268494,2.769032,1,4
aunt and niece/nephew,3.7070744,1.605526,1,4
uncle and niece/nephew,3.6407855,1.5726079,1,4
frenemies,5.39598,3.950717,1,3
half siblings,3.5229495,1.5962561,1,4
adoptive parents and adopted kids,2.887845,0.79732287,1,4
mother and infant,2.9765568,0.8443621,1,4
alumni,4.645062,4.3190246,1,3
confidants,4.0565796,2.4375114,1,4
a person and their significant other,2.6609418,0.7051389,1,4
companions,3.8484685,1.950606,1,4
playmates,4.032906,2.4827197,1,4
competitors in sports,5.4748473,3.9299383,1,3
a person and their crush,4.540298,2.7029784,1,3
cohabitants,3.9301105,2.3599122,1,4
long distance lovers,3.3751574,1.8924735,1,4
brothers in arms,4.1233354,2.3738697,1,4
