,Dim1,Dim2,cl_k3,cl_k6
psychologist and client,8.096263,13.117499,2,4
judge and contestant,8.058619,12.243696,2,4
man and god,3.9620624,6.8723855,0,2
university student and administrator,5.3815737,10.496634,1,0
student and dorm resident assistant,5.2847457,9.594389,1,5
athletic trainer and trainee,8.160208,12.833026,2,4
researcher and research subject,7.846761,11.829013,2,4
peers,3.5431108,6.840897,0,2
classmates,2.7662463,5.4331837,0,2
bride and bridesmaid,2.962041,5.896165,0,2
guest and host,6.585733,10.319176,1,3
television host and guest,6.1753726,9.873599,1,3
volunteer and organizer,5.0046525,10.956484,1,0
bully and victim,6.8651795,9.021433,1,3
a person and their social media follower,5.194575,8.546054,1,5
childhood friends,3.2842574,6.198067,0,2
pen friends,3.7367637,6.8780646,0,2
friends with benefits,0.11220041,4.51528,0,1
life partners,-0.11126209,4.6338463,0,1
soul mates,-0.09199545,4.5949836,0,1
church members,2.57402,5.2224846,0,2
fans of the same sports team,2.726474,5.3955417,0,2
fans of opposing sports teams,5.3454714,8.490439,1,5
superior and subordinate,7.820654,13.029564,2,4
a monarch and their minister,4.8501015,10.939301,1,0
cousins,1.8026489,3.7879486,0,1
parent and infant,2.267324,3.7185419,0,1
step parent and step child,2.2675698,3.7506256,0,1
bride and groom,0.6051083,4.012997,0,1
man wife and man mistress,7.061675,8.800968,1,3
brother and sister,1.4303597,3.9741385,0,1
close relatives,1.6627682,3.8551416,0,1
a person and their deceased spouse,4.0601783,6.7981253,0,2
foreman and laborer,6.2653527,11.986263,2,0
owner and manager,6.9377766,12.344908,2,4
chief and deputy,5.7310734,11.835294,2,0
supervisor and subordinate,6.473759,11.628808,2,0
boss and secretary,7.090391,12.3075695,2,4
intern and employee,5.778845,11.479603,2,0
lawyer and client,7.0830216,12.016381,2,4
judge and lawyer,6.2679386,12.092215,2,0
victim and criminal,6.828337,9.1113615,1,3
criminal and hostage,6.981886,8.796496,1,3
defendant and plaintiff,6.76959,10.9555435,2,0
police officer and offender,7.241134,9.744031,1,3
police officer and civilian,7.2142425,9.764699,1,3
parole officer and parolee,7.1664267,9.740544,1,3
consultant and client,7.0608187,11.949504,2,4
chef and customer,7.3805547,11.979426,2,4
customer and server,7.25524,12.04789,2,4
doctor and patient,6.8083353,11.8632765,2,4
doctor and nurse,5.7034216,11.674767,2,0
patient and caretaker,7.020832,12.420268,2,4
driver and passenger,7.986568,11.909702,2,4
coach and athlete,6.4751368,12.302682,2,0
team captain and team members,5.559311,11.944706,2,0
club member and club president,6.027827,11.86962,2,0
politician and supporter,6.790769,12.382582,2,4
leader and follower,5.5410867,11.149501,1,0
babysitter and infant,5.435534,11.457178,2,0
religious leader and congregant,5.452618,11.517546,2,0
prostitute and customer,7.794037,11.553861,2,4
guide and tourist,6.649103,11.223356,2,0
athlete and referee,6.724694,11.138451,2,0
slave and master,7.2255096,9.02367,1,3
performer and audience,8.17785,11.99713,2,4
dealer and buyer,7.595955,11.689378,2,4
co workers,5.7178087,11.975689,2,0
sports rivals,6.907015,9.452735,1,3
romantic rivals,6.9275017,8.924873,1,3
criminal and their accomplice,8.1558,12.894611,2,4
diplomats,5.956495,12.13217,2,0
principal and teacher,6.375184,12.030341,2,0
professor and teaching assistant,6.3846884,11.957051,2,0
mentor and mentee,5.7312956,11.620228,2,0
roommates,1.7009231,4.4011893,0,1
sorority sisters,1.50035,4.033566,0,1
fraternity brothers,1.6926851,4.1365695,0,1
groom and groomsman,1.6327399,3.9484317,0,1
predecessor and successor,5.3360467,8.937447,1,5
landlord and tenant,7.399586,12.008569,2,4
landlord and housekeeper,7.387959,11.934309,2,4
celebrity and fans,8.190521,12.0211525,2,4
celebrity and haters,5.276803,8.506213,1,5
native and tourist,6.7293253,11.060375,2,0
friends,1.62525,3.9627354,0,1
facebook friends,2.088746,4.5070047,0,1
political allies,6.1666684,12.146564,2,0
romantic lovers,0.48296177,4.0710564,0,1
ex lovers,5.7903905,8.417356,1,5
strangers,5.2751164,8.564504,1,5
neighbors,1.9319321,4.4521136,0,1
aunt and niece/nephew,2.3370342,4.44175,0,1
uncle and niece/nephew,2.2647,3.822518,0,1
frenemies,6.0219655,8.5135565,1,5
half siblings,1.9349115,4.384525,0,1
adoptive parents and adopted kids,2.3346138,3.7539103,0,1
mother and infant,2.2807512,3.754961,0,1
alumni,5.3118963,8.680048,1,5
confidants,1.7693133,4.274802,0,1
a person and their significant other,0.64291734,4.016887,0,1
companions,0.5824385,4.041009,0,1
playmates,2.1075993,4.253273,0,1
competitors in sports,6.782785,10.241994,1,3
a person and their crush,4.2012825,6.57545,0,2
cohabitants,1.6122354,4.3278728,0,1
long distance lovers,0.61134577,4.102902,0,1
brothers in arms,1.5957025,3.907283,0,1
