,Dim1,Dim2,cl_k3,cl_k6
strangers,-18.131128,34.281086,1,5
a monarch and their minister,-14.375474,31.244867,1,1
step siblings,-18.408394,32.854557,1,4
business rivals,21.345997,8.833816,2,0
interviewer and job applicant,-18.965685,34.10524,1,5
student and dorm resident assistant,-19.34728,36.550392,1,3
manager and assistant,-14.99018,30.968168,1,1
a person and their significant other,-18.34828,33.240505,1,4
ex lovers,-18.67255,35.23265,1,5
chef and customer,-11.236914,19.376104,0,2
professor and teaching assistant,-15.241245,31.64736,1,1
grandparent and grandchild,-18.467337,33.452595,1,4
business partners,-18.566162,34.752987,1,5
peers,-19.33721,35.430916,1,3
twins,-18.633095,33.23046,1,4
performer and audience,-11.843014,19.538197,0,2
celebrity and fans,-14.811604,31.72913,1,1
cohabitants,-19.127747,35.310318,1,5
pen friends,-19.526567,35.687485,1,3
judge and contestant,-18.357475,34.078667,1,5
casual acquaintances,-19.92282,36.485184,1,3
diplomats,-19.771063,36.27281,1,3
facebook friends,-19.606634,36.609146,1,3
club member and club president,-19.099115,35.650555,1,3
victim and criminal,21.227894,8.890382,2,0
man and his mistress,-19.317772,36.40397,1,3
sugar daddy and sugar baby,-11.973823,19.311201,0,2
companions,-19.213331,36.43953,1,3
criminal and hostage,-14.695523,31.542135,1,1
fans of opposing sports teams,21.181839,9.039996,2,0
reviewer and writer,-11.72432,19.159847,0,2
close relatives,-18.34018,32.708374,1,4
lawyer and client,-11.661195,19.432772,0,2
athlete and referee,-14.752197,31.234476,1,1
consultant and client,-18.759487,34.886757,1,5
researcher and research subject,-19.64704,36.180477,1,3
coach and athlete,-18.853802,33.902687,1,5
criminal and their accomplice,-19.176193,36.07917,1,3
babysitter and infant,-11.753314,19.134968,0,2
religious followers,-14.928388,31.316324,1,1
mother and infant,-18.889318,34.96142,1,5
childhood friends,-19.283464,36.19247,1,3
man and god,-14.618125,31.453932,1,1
divorced spouses,-18.346914,34.177258,1,5
half siblings,-18.275908,32.954544,1,4
parole officer and parolee,-14.788406,31.349607,1,1
landlord and housekeeper,-14.843919,31.149963,1,1
a person and their social media follower,-14.692314,31.002018,1,1
parent and teenager,-18.944338,34.699886,1,5
entrepreneur and investor,-19.636152,36.180534,1,3
professor and graduate student,-11.84639,19.15495,0,2
sorority sisters,-19.389355,36.187748,1,3
doctor and nurse,-11.797766,19.116253,0,2
intern and employee,-14.985743,31.360893,1,1
cousins,-18.294052,32.587006,1,4
brother and sister,-18.146858,32.734882,1,4
political allies,-19.368517,36.52491,1,3
supervisor and subordinate,-14.886884,31.412167,1,1
religious leader and congregant,-11.626075,19.342674,0,2
fans of the same sports team,-19.431654,36.124653,1,3
principal and teacher,-14.409634,31.188145,1,1
celebrity and haters,-14.528895,31.446539,1,1
a person and their in laws,-18.244738,34.15773,1,5
police officer and offender,21.146841,9.042917,2,0
customer and server,-11.615685,19.157265,0,2
foreman and laborer,-14.738604,31.445755,1,1
