,Dim1,Dim2,cl_k3,cl_k6
second cousins,4.1132054,-2.8266087,2,4
manager and staff,-5.0526934,7.357905,0,5
drug dealer and addict,28.811644,14.384467,1,2
team captain and team members,-0.6888787,22.170397,0,3
life partners,15.782337,-5.4039865,2,1
soul mates,15.695864,-5.513016,2,1
close friends,-4.0962005,7.9826474,0,5
salesperson and customer,-6.591534,6.217382,0,0
competitors in sports,-0.48666447,22.171974,0,3
boss and secretary,-5.246998,7.43009,0,5
bully and victim,28.949165,14.139103,1,2
director and performer,-0.0029966277,22.143543,0,3
confidants,15.686641,-5.231805,2,1
playmates,-3.810826,7.97488,0,5
uncle and niece/nephew,4.0589967,-2.7570019,2,4
step grandparent and step grandchild,4.2781143,-2.496381,2,4
guide and tourist,-6.8246202,6.0522523,0,0
fiance and fiancee,15.392582,-5.194379,2,1
criminal and prosecutor,-4.713174,5.896927,0,0
long distance lovers,15.522033,-5.3002715,2,1
fraternity brothers,-4.0398755,7.9817777,0,5
chief and deputy,-5.3556232,7.329886,0,5
adoptive parents and adopted kids,4.16677,-2.6799085,2,4
master and servant,28.699274,14.336631,1,2
a person and their family friends,4.330848,-3.1593962,2,4
owner and manager,-5.1505604,7.5895424,0,5
groom and groomsman,15.54736,-5.3382883,2,1
strangers,28.825676,14.159273,1,2
a monarch and their minister,-0.17788221,22.590824,0,3
step siblings,4.655169,-3.0073588,2,4
business rivals,28.702793,14.058975,1,2
interviewer and job applicant,-5.1852713,7.522364,0,5
student and dorm resident assistant,0.07917847,22.18411,0,3
manager and assistant,-5.1906843,7.6692643,0,5
a person and their significant other,15.587125,-5.4075766,2,1
ex lovers,15.669369,-5.4806914,2,1
chef and customer,-6.4116898,5.553691,0,0
professor and teaching assistant,-0.13537316,21.99143,0,3
grandparent and grandchild,4.3907847,-2.5063038,2,4
business partners,-5.3300476,5.7316275,0,0
peers,-4.115928,7.2005033,0,5
twins,4.4433427,-2.88198,2,4
performer and audience,-0.30475557,22.146828,0,3
celebrity and fans,-6.5861115,5.640688,0,0
cohabitants,15.584823,-5.411938,2,1
pen friends,-3.959655,7.879571,0,5
judge and contestant,-6.241438,6.319857,0,0
casual acquaintances,-4.50009,7.738023,0,5
diplomats,-6.157513,6.1783276,0,0
facebook friends,-4.363863,7.656675,0,5
club member and club president,-0.74204886,22.373491,0,3
victim and criminal,-4.7580476,5.8628445,0,0
man and his mistress,28.823328,14.230819,1,2
sugar daddy and sugar baby,-6.4945726,5.640707,0,0
companions,15.627961,-5.383184,2,1
criminal and hostage,-4.651161,5.69875,0,0
fans of opposing sports teams,28.928158,14.304607,1,2
reviewer and writer,-6.7251444,5.8026133,0,0
close relatives,4.363209,-2.849871,2,4
lawyer and client,-6.7008333,5.6415596,0,0
athlete and referee,-6.2001457,5.6348596,0,0
consultant and client,-6.444053,5.9383397,0,0
researcher and research subject,-6.4452744,6.080128,0,0
coach and athlete,-0.36478537,22.103611,0,3
criminal and their accomplice,-4.488075,5.772346,0,0
babysitter and infant,-6.327708,5.901128,0,0
religious followers,-0.1733927,22.24368,0,3
mother and infant,4.3318205,-2.705945,2,4
childhood friends,-4.1553726,7.858923,0,5
man and god,-0.2804847,22.52587,0,3
divorced spouses,15.544282,-5.3011413,2,1
half siblings,4.2788267,-2.886816,2,4
parole officer and parolee,-0.3529058,22.256128,0,3
landlord and housekeeper,-6.302381,5.7726235,0,0
a person and their social media follower,-3.9563355,7.917992,0,5
parent and teenager,4.4582887,-2.7236266,2,4
entrepreneur and investor,-6.4712167,6.160588,0,0
professor and graduate student,-0.3684868,22.313068,0,3
sorority sisters,-3.9203622,7.675284,0,5
doctor and nurse,-0.22984906,22.136353,0,3
intern and employee,-0.4118319,22.23847,0,3
cousins,4.5013905,-2.6370919,2,4
brother and sister,4.430959,-2.586447,2,4
political allies,-4.176091,7.7904005,0,5
supervisor and subordinate,-5.3267555,7.5349927,0,5
religious leader and congregant,-0.23621818,22.294592,0,3
fans of the same sports team,-3.97689,7.637478,0,5
principal and teacher,-0.16814362,21.98545,0,3
celebrity and haters,28.841934,14.3349495,1,2
a person and their in laws,4.478966,-2.8469262,2,4
police officer and offender,-4.7027864,5.6408176,0,0
customer and server,-6.4963884,6.0323553,0,0
foreman and laborer,-5.271144,7.6180353,0,5
