,Dim1,Dim2,cl_k3,cl_k6
criminal and prosecutor,-17.84283,2.4536028,1,1
long distance lovers,11.787149,28.4415,2,2
fraternity brothers,16.133757,9.462759,0,3
chief and deputy,24.22957,7.7568088,0,4
adoptive parents and adopted kids,19.076115,5.102467,0,5
master and servant,-18.09514,2.9148345,1,1
a person and their family friends,15.969699,9.250487,0,3
owner and manager,-18.063887,2.1874833,1,1
groom and groomsman,16.191763,9.181453,0,3
strangers,17.829758,8.600506,0,3
a monarch and their minister,-18.070442,2.4384537,1,1
step siblings,18.759518,5.007559,0,5
business rivals,24.23917,8.01425,0,4
interviewer and job applicant,23.98078,7.908563,0,4
student and dorm resident assistant,24.189602,7.7390437,0,4
manager and assistant,-17.669542,2.592431,1,1
a person and their significant other,11.73691,28.73024,2,2
ex lovers,16.460167,8.714962,0,3
chef and customer,12.845055,2.684585,0,0
professor and teaching assistant,23.336746,7.900801,0,4
grandparent and grandchild,18.989937,5.533351,0,5
business partners,23.61852,8.211519,0,4
peers,16.79587,8.976771,0,3
twins,19.259642,6.846908,0,5
performer and audience,17.978483,8.241636,0,3
celebrity and fans,17.635832,8.7204485,0,3
cohabitants,16.205807,9.0389595,0,3
pen friends,18.970236,5.0735154,0,5
judge and contestant,17.692247,8.48747,0,3
casual acquaintances,16.309849,9.319243,0,3
diplomats,23.995255,7.6380105,0,4
facebook friends,17.784534,8.695902,0,3
club member and club president,16.11051,9.196947,0,3
victim and criminal,-17.441076,2.462812,1,1
man and his mistress,11.983689,28.455137,2,2
sugar daddy and sugar baby,11.812047,28.644583,2,2
companions,11.944067,28.510054,2,2
criminal and hostage,-17.492502,2.6129472,1,1
fans of opposing sports teams,17.590979,8.600711,0,3
reviewer and writer,24.268414,7.8491516,0,4
close relatives,19.019966,6.9046545,0,5
lawyer and client,13.179725,2.3597617,0,0
athlete and referee,23.737865,7.916901,0,4
consultant and client,13.008335,2.4096782,0,0
researcher and research subject,13.078619,2.4214978,0,0
coach and athlete,23.93314,8.026693,0,4
criminal and their accomplice,24.302267,7.9153333,0,4
babysitter and infant,12.874517,2.2854164,0,0
religious followers,-18.01855,2.8593564,1,1
mother and infant,19.09792,6.993978,0,5
childhood friends,18.83016,4.919658,0,5
man and god,-18.134163,2.5920076,1,1
divorced spouses,11.684775,28.516731,2,2
half siblings,18.878357,5.0978956,0,5
parole officer and parolee,-18.247374,2.639492,1,1
landlord and housekeeper,-17.842657,2.636053,1,1
a person and their social media follower,17.833431,8.680331,0,3
parent and teenager,19.07922,6.7301636,0,5
entrepreneur and investor,23.947285,8.04684,0,4
professor and graduate student,23.856388,7.9923673,0,4
sorority sisters,16.157156,9.077708,0,3
doctor and nurse,23.992596,8.11998,0,4
intern and employee,-18.141142,2.5580213,1,1
cousins,18.881075,5.016922,0,5
brother and sister,19.122831,6.8969097,0,5
political allies,24.182142,7.6592836,0,4
supervisor and subordinate,-17.65653,2.6233017,1,1
religious leader and congregant,-17.894989,2.5742931,1,1
fans of the same sports team,17.62906,8.451034,0,3
principal and teacher,24.149767,8.2741585,0,4
celebrity and haters,17.679445,8.615368,0,3
a person and their in laws,18.645613,4.973004,0,5
police officer and offender,-17.909382,2.3360596,1,1
customer and server,13.0531645,2.5579486,0,0
foreman and laborer,-17.57579,2.5590034,1,1
