,Dim1,Dim2,cl_k3,cl_k6
politician and supporter,6.2521663,25.184032,2,3
siblings,-0.6226886,8.4398,2,4
second cousins,-0.2648918,8.433619,2,4
manager and staff,15.404612,10.394519,0,0
drug dealer and addict,15.027463,10.159948,0,5
team captain and team members,15.071321,10.4432535,0,0
life partners,-0.57223123,7.9134912,2,4
soul mates,-0.60885483,8.027504,2,4
close friends,-0.5241883,7.765651,2,4
salesperson and customer,14.560796,9.771302,0,5
competitors in sports,-4.9183598,17.18058,2,1
boss and secretary,15.031805,10.0582285,0,5
bully and victim,-4.89849,17.095188,2,1
director and performer,15.012383,10.911432,0,0
confidants,-15.009757,-2.5507767,1,2
playmates,-14.507351,-2.1107993,1,2
uncle and niece/nephew,-0.7298499,8.2605,2,4
step grandparent and step grandchild,-0.2777568,8.277785,2,4
guide and tourist,14.583533,9.911818,0,5
fiance and fiancee,-0.4907951,8.305291,2,4
criminal and prosecutor,-4.988471,16.636486,2,1
long distance lovers,-0.21746545,7.998193,2,4
fraternity brothers,-14.752751,-2.3315973,1,2
chief and deputy,14.978492,10.839186,0,0
adoptive parents and adopted kids,-0.13609791,7.919838,2,4
master and servant,15.127316,9.991841,0,5
a person and their family friends,-14.356111,-2.6257284,1,2
owner and manager,15.056571,10.688532,0,0
groom and groomsman,-0.3272669,7.864233,2,4
strangers,-4.7087193,16.888655,2,1
a monarch and their minister,14.509587,11.020865,0,0
step siblings,-0.6340863,8.335463,2,4
business rivals,-4.756032,17.181757,2,1
interviewer and job applicant,15.42084,10.85291,0,0
student and dorm resident assistant,15.219044,10.58475,0,0
manager and assistant,14.566324,10.360578,0,5
a person and their significant other,-0.71354496,8.415806,2,4
ex lovers,-4.8417788,16.941833,2,1
chef and customer,15.254723,10.272712,0,0
professor and teaching assistant,14.444586,10.068711,0,5
grandparent and grandchild,-0.4455151,7.94525,2,4
business partners,-14.846662,-2.4563386,1,2
peers,-14.597129,-2.194785,1,2
twins,-0.6409469,7.989632,2,4
performer and audience,14.33594,10.768649,0,5
celebrity and fans,-14.573979,-2.7021163,1,2
cohabitants,-14.453716,-2.386164,1,2
pen friends,-14.426491,-1.9538412,1,2
judge and contestant,14.491457,10.725716,0,0
casual acquaintances,-14.587429,-2.4891937,1,2
diplomats,-14.455671,-2.727679,1,2
facebook friends,-14.659211,-2.0522065,1,2
club member and club president,15.119178,10.10998,0,5
victim and criminal,-5.0201783,16.9289,2,1
man and his mistress,-14.426516,-2.1931396,1,2
sugar daddy and sugar baby,14.551251,10.30643,0,5
companions,-14.764386,-2.207791,1,2
criminal and hostage,-5.1311817,16.956665,2,1
fans of opposing sports teams,-4.7490067,16.86773,2,1
reviewer and writer,14.4857645,10.007479,0,5
close relatives,-0.3042362,7.8758492,2,4
lawyer and client,6.1361675,25.300035,2,3
athlete and referee,14.728162,10.685641,0,0
consultant and client,14.797681,10.835221,0,0
researcher and research subject,14.723762,10.068103,0,5
coach and athlete,15.140662,10.703085,0,0
criminal and their accomplice,-14.53092,-2.3127823,1,2
babysitter and infant,6.1491566,25.287033,2,3
religious followers,-14.41285,-2.4874783,1,2
mother and infant,-0.14435914,8.314053,2,4
childhood friends,-0.70985574,8.082649,2,4
man and god,-0.30560648,8.113522,2,4
divorced spouses,-4.8288617,16.947863,2,1
half siblings,-0.7892664,7.8983817,2,4
parole officer and parolee,14.832552,10.395915,0,5
landlord and housekeeper,14.899528,10.2350855,0,5
a person and their social media follower,-14.561141,-2.1371284,1,2
parent and teenager,-0.50751185,8.279151,2,4
entrepreneur and investor,14.720359,10.44206,0,5
professor and graduate student,15.090163,10.148343,0,5
sorority sisters,-14.764135,-2.3961449,1,2
doctor and nurse,14.768351,10.602233,0,0
intern and employee,14.6347685,10.755125,0,0
cousins,-0.62764794,8.243997,2,4
brother and sister,-0.44594282,7.9298167,2,4
political allies,-14.502006,-2.486728,1,2
supervisor and subordinate,14.510845,10.23077,0,5
religious leader and congregant,14.918683,10.261146,0,5
fans of the same sports team,-14.916313,-2.3494604,1,2
principal and teacher,14.7665,10.579947,0,0
celebrity and haters,-4.721989,17.02059,2,1
a person and their in laws,-14.636284,-2.429607,1,2
police officer and offender,-4.6984305,16.904716,2,1
customer and server,14.675197,10.552833,0,5
foreman and laborer,14.628819,10.336908,0,5
