,Dim1,Dim2,cl_k3,cl_k6
police officer and civilian,16.942404,19.313955,1,1
political opponents,17.422497,13.338181,0,2
teacher and student,17.812191,11.068273,2,5
politician and supporter,15.236513,9.191388,2,0
siblings,15.127982,13.785648,0,3
second cousins,15.331349,14.035197,0,3
manager and staff,16.374859,19.55912,1,1
drug dealer and addict,17.112978,11.14979,2,5
team captain and team members,18.776766,11.483693,2,5
life partners,17.801462,10.061393,2,4
soul mates,17.61101,9.91047,2,4
close friends,16.779705,9.254576,2,4
salesperson and customer,15.343871,9.370225,2,0
competitors in sports,17.187819,13.552163,0,2
boss and secretary,17.207623,19.559547,1,1
bully and victim,16.738237,19.442616,1,1
director and performer,17.249626,19.335629,1,1
confidants,16.718332,9.426419,2,4
playmates,16.95295,9.33122,2,4
uncle and niece/nephew,15.452666,13.769376,0,3
step grandparent and step grandchild,15.568059,14.012178,0,3
guide and tourist,15.001505,9.403674,2,0
fiance and fiancee,17.653887,10.07748,2,4
criminal and prosecutor,17.010708,19.979218,1,1
long distance lovers,17.826385,9.762711,2,4
fraternity brothers,16.793148,9.174206,2,4
chief and deputy,16.672285,19.240028,1,1
adoptive parents and adopted kids,15.6431,13.790212,0,3
master and servant,16.603504,19.785976,1,1
a person and their family friends,15.460331,13.983116,0,3
owner and manager,16.464863,19.309086,1,1
groom and groomsman,17.075222,9.301296,2,4
strangers,19.029884,11.46501,2,5
a monarch and their minister,16.57123,19.791723,1,1
step siblings,15.58311,14.221339,0,3
business rivals,17.194563,13.401983,0,2
interviewer and job applicant,16.677141,19.031143,1,1
student and dorm resident assistant,18.756998,11.275939,2,5
manager and assistant,17.091167,19.87915,1,1
a person and their significant other,17.38741,9.551644,2,4
ex lovers,17.257496,9.658716,2,4
chef and customer,16.014544,9.323871,2,0
professor and teaching assistant,17.195694,13.064272,0,2
grandparent and grandchild,16.26053,13.607759,0,3
business partners,17.959562,11.618949,2,5
peers,18.218687,10.855473,2,5
twins,15.767245,13.686039,0,3
performer and audience,15.501117,9.672116,2,0
celebrity and fans,15.567991,9.768716,2,0
cohabitants,18.281157,11.594947,2,5
pen friends,16.960632,9.414501,2,4
judge and contestant,16.847128,20.098352,1,1
casual acquaintances,18.481232,11.329185,2,5
diplomats,18.361454,11.547109,2,5
facebook friends,18.60528,11.116692,2,5
club member and club president,18.618607,11.326487,2,5
victim and criminal,16.703024,19.308325,1,1
man and his mistress,17.842749,9.812784,2,4
sugar daddy and sugar baby,15.198727,9.3426075,2,0
companions,17.028908,9.407817,2,4
criminal and hostage,16.497665,19.721684,1,1
fans of opposing sports teams,17.198498,13.566389,0,2
reviewer and writer,16.770182,20.067127,1,1
close relatives,15.742137,14.0666275,0,3
lawyer and client,15.397993,9.215777,2,0
athlete and referee,17.083052,19.837782,1,1
consultant and client,15.3395815,9.421482,2,0
researcher and research subject,16.938536,19.581455,1,1
coach and athlete,16.991169,10.420563,2,4
criminal and their accomplice,16.869228,9.158347,2,4
babysitter and infant,18.543175,11.390624,2,5
religious followers,18.426918,11.232993,2,5
mother and infant,15.690786,13.795619,0,3
childhood friends,18.620956,11.399698,2,5
man and god,17.090467,19.28892,1,1
divorced spouses,17.754812,9.814399,2,4
half siblings,15.565752,13.841901,0,3
parole officer and parolee,16.79539,19.510664,1,1
landlord and housekeeper,16.875984,19.632765,1,1
a person and their social media follower,15.320422,9.498931,2,0
parent and teenager,15.421796,13.952661,0,3
entrepreneur and investor,15.422214,9.405312,2,0
professor and graduate student,17.068127,19.476864,1,1
sorority sisters,16.945831,9.243529,2,4
doctor and nurse,17.136711,12.1563635,0,2
intern and employee,16.652843,19.625471,1,1
cousins,15.73165,14.032761,0,3
brother and sister,15.568645,14.039916,0,3
political allies,18.8421,11.196859,2,5
supervisor and subordinate,16.875847,19.672668,1,1
religious leader and congregant,16.811274,19.430798,1,1
fans of the same sports team,18.446293,11.334586,2,5
principal and teacher,16.66927,19.53106,1,1
celebrity and haters,17.32998,13.467393,0,2
a person and their in laws,15.312627,13.915243,0,3
police officer and offender,16.787838,19.870249,1,1
customer and server,15.376735,9.454952,2,0
foreman and laborer,16.847378,19.76144,1,1
