,Dim1,Dim2,cl_k3,cl_k6
competitors in sports,18.447607,-13.501946,0,3
boss and secretary,16.880417,-28.482084,0,0
bully and victim,18.134338,-13.321311,0,3
director and performer,17.105595,-26.110254,0,5
confidants,-15.711495,11.616457,1,2
playmates,-15.398985,11.614418,1,2
uncle and niece/nephew,17.938004,-24.857958,0,4
step grandparent and step grandchild,18.0815,-24.921743,0,4
guide and tourist,16.78707,-28.629772,0,0
fiance and fiancee,18.280245,-27.483055,0,0
criminal and prosecutor,17.837553,-27.286852,0,0
long distance lovers,18.182024,-27.545809,0,0
fraternity brothers,-15.338564,11.609016,1,2
chief and deputy,6.3794184,26.797077,2,1
adoptive parents and adopted kids,18.283031,-24.564844,0,4
master and servant,18.258413,-13.507116,0,3
a person and their family friends,-15.711576,11.654761,1,2
owner and manager,17.101385,-28.745607,0,0
groom and groomsman,-15.412444,11.724912,1,2
strangers,16.127197,-26.272585,0,5
a monarch and their minister,17.15022,-28.719978,0,0
step siblings,18.064497,-24.81141,0,4
business rivals,18.316843,-13.285977,0,3
interviewer and job applicant,16.181072,-26.178452,0,5
student and dorm resident assistant,6.5190225,27.140982,2,1
manager and assistant,6.4530363,27.24439,2,1
a person and their significant other,17.963905,-27.348322,0,0
ex lovers,18.216208,-13.707861,0,3
chef and customer,16.531504,-28.209827,0,0
professor and teaching assistant,17.02248,-28.007694,0,0
grandparent and grandchild,17.776077,-25.25683,0,4
business partners,17.3852,-27.959652,0,0
peers,16.597795,-26.468092,0,5
twins,17.872671,-25.284397,0,4
performer and audience,16.725142,-28.191208,0,0
celebrity and fans,17.068323,-26.585402,0,5
cohabitants,17.04789,-27.286837,0,0
pen friends,16.974594,-27.289,0,0
judge and contestant,16.657415,-26.39247,0,5
casual acquaintances,16.335623,-26.679533,0,5
diplomats,16.81375,-28.056986,0,0
facebook friends,15.962454,-26.136099,0,5
club member and club president,16.225805,-26.43437,0,5
victim and criminal,18.288975,-13.402138,0,3
man and his mistress,18.2567,-27.448023,0,0
sugar daddy and sugar baby,18.237743,-27.379972,0,0
companions,-15.394108,11.419893,1,2
criminal and hostage,18.149197,-13.513036,0,3
fans of opposing sports teams,18.347353,-13.45498,0,3
reviewer and writer,17.057478,-28.576696,0,0
close relatives,18.000502,-24.60215,0,4
lawyer and client,16.907375,-28.598156,0,0
athlete and referee,6.338599,27.116825,2,1
consultant and client,16.839054,-28.77841,0,0
researcher and research subject,16.071547,-26.492466,0,5
coach and athlete,6.5239305,27.12024,2,1
criminal and their accomplice,-15.347931,11.610195,1,2
babysitter and infant,6.441496,26.955864,2,1
religious followers,15.952112,-26.19715,0,5
mother and infant,18.12842,-24.736572,0,4
childhood friends,-15.351506,11.583168,1,2
man and god,-15.350805,11.582601,1,2
divorced spouses,18.361986,-27.345009,0,0
half siblings,18.12932,-24.775461,0,4
parole officer and parolee,6.7137513,27.019608,2,1
landlord and housekeeper,17.142832,-28.454174,0,0
a person and their social media follower,16.050596,-26.329779,0,5
parent and teenager,17.917223,-24.713852,0,4
entrepreneur and investor,16.095875,-26.596348,0,5
professor and graduate student,6.5694585,27.16578,2,1
sorority sisters,-15.650551,11.53776,1,2
doctor and nurse,16.757988,-28.431717,0,0
intern and employee,17.052437,-28.494678,0,0
cousins,17.972515,-24.515991,0,4
brother and sister,18.029648,-24.805897,0,4
political allies,-15.619954,11.635229,1,2
supervisor and subordinate,6.491637,27.171803,2,1
religious leader and congregant,6.4524918,27.095736,2,1
fans of the same sports team,17.246902,-26.073566,0,5
principal and teacher,16.986752,-28.617144,0,0
celebrity and haters,17.055073,-26.09315,0,5
a person and their in laws,18.385021,-24.710295,0,4
police officer and offender,6.4892454,27.084377,2,1
customer and server,16.730005,-28.388695,0,0
foreman and laborer,16.914845,-28.677153,0,0
