,Dim1,Dim2,cl_k3,cl_k6
defendant and plaintiff,-9.622509,12.306784,0,0
a person and their in laws,-4.517426,11.4304695,0,0
lawyer and client,-4.8035927,8.675924,0,0
customer and businessman,-4.455472,9.193019,0,0
fiance and fiancee,-5.653979,14.146469,0,0
facebook friends,-5.187899,10.443038,0,0
drug dealer and addict,-5.2919927,9.19384,0,0
police officer and civilian,-4.8075447,8.673669,0,0
cousins,-3.364647,11.983196,0,0
mother and infant,16.597715,6.205098,1,1
landlord and tenant,1.6710316,-0.61983675,2,3
director and performer,-5.37851,1.1116148,2,2
native and tourist,2.1405869,-0.6222391,2,3
owner and manager,1.6372745,-9.708747,2,4
customer and server,-4.4068384,9.319511,0,0
companions,-5.417497,14.422139,0,0
doctor and patient,-5.3714976,8.44644,0,0
aunt and niece/nephew,17.029535,6.2325315,1,1
parent and child,16.498472,6.12171,1,1
leader and follower,-4.6936035,9.602151,0,0
supervisor and subordinate,1.7441918,-9.818351,2,4
bride and groom,-5.242772,14.351088,0,0
sorority sisters,-2.2435408,11.730739,0,0
classmates,-5.8088903,11.222296,0,0
club member and club president,2.058582,-0.8723766,2,3
political opponents,-9.596006,12.152389,0,0
friends with benefits,-5.0140777,13.954358,0,0
foster parent and foster child,17.052073,6.2376323,1,1
business rivals,-9.774422,11.976858,0,0
manager and assistant,1.6099327,-9.682499,2,4
victim and witness,2.3440695,8.645624,0,5
business partners,-6.1053376,11.265771,0,0
