,Dim1,Dim2,cl_k3,cl_k6
long distance lovers,0.29252967,1.7282475,1,2
team captain and team members,6.276366,5.2252707,0,5
alumni,5.717038,4.5256314,0,3
politician and supporter,-0.07204845,4.39182,1,1
patient and caretaker,-0.9152226,4.372452,1,1
babysitter and infant,5.8406754,5.228118,0,5
co workers,0.093417086,2.5678582,1,2
competitors in sports,6.2296033,6.421873,0,5
manager and staff,6.1270676,7.183188,2,0
interviewer and job applicant,6.35257,6.4739013,0,5
reviewer and writer,0.06895334,4.5639086,1,1
performer and audience,0.41157767,4.478616,1,1
frenemies,6.151631,4.864765,0,5
religious leader and congregant,6.5358453,8.721815,2,4
a person and their deceased spouse,0.7718659,3.4492483,1,2
distant relatives,5.0546374,3.8547862,0,3
divorced spouses,5.487058,6.256478,0,5
defendant and plaintiff,-0.5096525,4.1689234,1,1
a person and their in laws,4.985572,4.277683,0,3
lawyer and client,-0.6677634,5.1581964,1,1
customer and businessman,-0.10672303,5.3447275,1,1
fiance and fiancee,0.70643866,1.4392674,1,2
facebook friends,5.2465763,4.7166605,0,3
drug dealer and addict,6.0428424,8.336281,2,4
police officer and civilian,6.3151436,9.324007,2,4
cousins,4.5856414,5.1055903,0,3
mother and infant,1.0316695,2.3723345,1,2
landlord and tenant,6.082856,8.42305,2,4
director and performer,-0.89302826,4.812166,1,1
native and tourist,5.9229274,8.18735,2,4
owner and manager,6.195674,8.019262,2,0
customer and server,-0.07053644,5.3403463,1,1
companions,1.0658337,1.2546104,1,2
doctor and patient,-0.8029511,4.2338505,1,1
aunt and niece/nephew,4.495682,5.0090036,0,3
parent and child,1.0966805,2.6109586,1,2
leader and follower,-0.5699335,5.8928766,1,1
supervisor and subordinate,5.987177,9.584568,2,4
bride and groom,0.9044725,1.2326295,1,2
sorority sisters,6.27521,4.799373,0,5
classmates,5.277027,4.503662,0,3
club member and club president,6.0508723,5.358288,0,5
political opponents,6.163375,6.3421555,0,5
friends with benefits,0.25758088,1.7109578,1,2
foster parent and foster child,1.0992013,2.681867,1,2
business rivals,6.202065,6.113281,0,5
manager and assistant,6.7453804,7.613264,2,0
victim and witness,-0.62429655,5.431577,1,1
business partners,6.4595475,5.467523,0,5
