,Dim1,Dim2,cl_k3,cl_k6
parent and infant,2.0201705,0.653545,0,4
slave and master,0.33762094,4.238556,2,2
reader and writer,8.549685,1.6161788,1,1
representative and citizen,7.545745,0.5141981,1,3
criminal and hostage,0.55526423,4.3977437,2,2
ancestor and descendant,4.0399113,-0.030112421,0,0
peers,3.7433167,-0.06451421,0,0
groom and groomsman,2.536577,1.4883059,0,4
opposing negotiators,0.5880683,4.1647243,2,2
adoptive parents and adopted kids,4.106183,-0.18705472,0,0
driver and passenger,8.081944,-0.41043425,1,5
a person and their significant other,1.4505912,1.5169166,0,4
romantic rivals,0.92733705,3.4820633,2,2
strangers,1.2299118,3.52564,2,2
predecessor and successor,8.109661,1.5862368,1,1
a person and their crush,1.3841516,2.126329,2,4
brothers in arms,3.0578704,0.1589693,0,0
playmates,3.90027,-0.058028713,0,0
volunteer and organizer,8.697383,1.0766511,1,3
a monarch and their minister,8.76203,1.8936322,1,1
roommates,3.0301402,0.13442081,0,0
criminal and prosecutor,0.37798437,4.337765,2,2
friends,3.9848745,0.0012499403,0,0
television host and guest,8.338014,0.4323097,1,3
university student and administrator,9.282751,2.2409534,1,1
life partners,2.130129,0.6441804,0,4
political allies,8.47467,0.08041094,1,3
criminal and their accomplice,4.0554295,0.4271535,0,0
consultant and client,8.680591,0.607864,1,3
diplomats,8.765102,0.5103541,1,3
bully and victim,0.7207243,4.207063,2,2
close relatives,2.437049,1.2891265,0,4
godparent and godchild,8.336907,1.461453,1,1
guard and prisoner,0.7116581,3.6981652,2,2
fans of opposing sports teams,1.0594378,4.030187,2,2
pen friends,3.6126354,0.2441705,0,0
mentor and mentee,7.273502,-0.6260446,1,5
casual acquaintances,4.457092,-0.16176774,0,0
judge and lawyer,7.394445,0.41794285,1,5
student and dorm resident assistant,7.3357854,0.1318566,1,5
superior and subordinate,8.990547,2.0535724,1,1
step parent and step child,4.6656466,-0.020921139,0,0
boss and secretary,9.104036,1.9635214,1,1
dealer and buyer,8.609899,1.5794564,1,1
salesperson and customer,7.4419107,0.365827,1,5
sports rivals,1.1237577,4.1662297,2,2
professor and teaching assistant,9.352776,1.6413889,1,1
cohabitants,3.4974787,0.76139385,0,0
celebrity and fans,5.389671,-0.051048562,0,0
athlete and referee,9.784099,1.476092,1,1
soul mates,2.0837553,0.68093723,0,4
enemies,0.61268795,4.1485004,2,2
long distance lovers,2.325742,1.3308861,0,4
team captain and team members,7.317467,0.02812978,1,5
alumni,4.440761,0.44054922,0,0
politician and supporter,8.603556,0.2902287,1,3
patient and caretaker,7.3060646,-0.7750589,1,5
babysitter and infant,4.710195,-0.12683597,0,0
co workers,4.272691,0.34357607,0,0
competitors in sports,0.9486397,3.9581752,2,2
manager and staff,8.456098,1.1324629,1,3
interviewer and job applicant,9.011634,0.78079176,1,3
reviewer and writer,9.87555,1.4080536,1,1
performer and audience,7.1268697,-0.11405555,1,5
frenemies,1.3100264,3.1345801,2,2
religious leader and congregant,8.5101185,1.765873,1,1
a person and their deceased spouse,1.1436496,2.764284,2,2
distant relatives,4.9801917,-0.20619474,0,0
divorced spouses,1.110609,2.8521063,2,2
defendant and plaintiff,0.51617014,4.4023356,2,2
a person and their in laws,8.113228,0.87009037,1,3
lawyer and client,7.5910344,-0.6596105,1,5
customer and businessman,8.623563,1.6296645,1,1
fiance and fiancee,1.5588043,1.4891634,0,4
facebook friends,4.029164,0.14877465,0,0
drug dealer and addict,1.2735246,3.5794504,2,2
police officer and civilian,8.33025,2.1862729,1,1
cousins,2.0573976,1.2556645,0,4
mother and infant,1.5898603,1.0151023,0,4
landlord and tenant,9.813908,1.4368976,1,1
director and performer,8.102052,1.8198115,1,1
native and tourist,8.738244,1.5343548,1,1
owner and manager,9.247163,1.8775405,1,1
customer and server,8.671286,0.57596254,1,3
companions,2.9722068,0.15806389,0,0
doctor and patient,7.330611,-0.8269097,1,5
aunt and niece/nephew,2.0999918,1.1933064,0,4
parent and child,1.774371,1.0405447,0,4
leader and follower,8.857386,1.9445097,1,1
supervisor and subordinate,9.230659,2.2341368,1,1
bride and groom,1.3766376,1.404075,0,4
sorority sisters,2.5643156,0.42735043,0,4
classmates,3.518254,0.43674973,0,0
club member and club president,8.358069,0.00496741,1,3
political opponents,0.56999123,3.7497532,2,2
friends with benefits,1.1766615,2.7314188,2,2
foster parent and foster child,4.5717735,-0.2207643,0,0
business rivals,1.0096842,3.9895828,2,2
manager and assistant,9.206517,1.9215107,1,1
victim and witness,7.7535686,0.7303334,1,3
business partners,6.4967566,0.0012453616,1,5
