,Dim1,Dim2,cl_k3,cl_k6
adoptive parents and adopted kids,7.1506634,6.8730345,1,4
driver and passenger,5.438129,5.728849,1,0
a person and their significant other,6.3894176,7.5431924,1,4
romantic rivals,5.2977805,7.9973655,1,4
strangers,0.8740543,3.0835881,2,2
predecessor and successor,2.2599945,7.5717373,0,3
a person and their crush,5.071419,8.013681,1,4
brothers in arms,3.3669255,7.373475,0,3
playmates,6.6174817,6.609583,1,4
volunteer and organizer,0.3907526,3.0514693,2,2
a monarch and their minister,0.028045466,5.929065,0,1
roommates,3.4617987,7.4555125,0,3
criminal and prosecutor,-0.20845862,7.0798044,0,5
friends,3.2399993,7.042986,0,3
television host and guest,5.042805,6.091512,1,0
university student and administrator,-0.13646309,3.9238682,2,2
life partners,6.5790524,7.8035946,1,4
political allies,0.65343434,2.6557524,2,2
criminal and their accomplice,-0.2601889,7.6790447,0,5
consultant and client,-0.28352726,3.721486,2,2
diplomats,2.5153627,7.5911465,0,3
bully and victim,-0.025225176,7.075086,0,5
close relatives,6.8198442,7.068012,1,4
godparent and godchild,7.0182753,6.406326,1,4
guard and prisoner,-0.077663854,5.6985826,2,1
fans of opposing sports teams,-0.10566264,8.089715,0,5
pen friends,0.87807554,2.4725752,2,2
mentor and mentee,-0.44444966,4.4154816,2,2
casual acquaintances,0.90903884,2.5179794,2,2
judge and lawyer,3.2239125,7.0989037,0,3
student and dorm resident assistant,0.49428934,3.09626,2,2
superior and subordinate,0.22341187,5.697366,2,1
step parent and step child,6.3427114,5.9100895,1,0
boss and secretary,-0.52561677,5.4031615,2,1
dealer and buyer,0.6935909,7.1540737,0,5
salesperson and customer,0.68275183,7.1686063,0,5
sports rivals,0.10795604,8.27931,0,5
professor and teaching assistant,-0.4095363,5.378828,2,1
cohabitants,6.6538553,7.348912,1,4
celebrity and fans,4.827928,5.6023703,1,0
athlete and referee,2.9612827,6.8118024,0,3
soul mates,6.3907695,7.7680135,1,4
enemies,0.028731132,8.01119,0,5
long distance lovers,6.361567,7.9914956,1,4
team captain and team members,0.24166033,3.1338723,2,2
alumni,2.9257014,7.763648,0,3
politician and supporter,4.6053114,5.700685,1,0
patient and caretaker,-0.65261024,3.6493676,2,2
babysitter and infant,6.7336116,6.373037,1,4
co workers,2.7057111,7.4589543,0,3
competitors in sports,0.14619294,8.096477,0,5
manager and staff,-0.19338307,6.1376624,0,1
interviewer and job applicant,1.6478386,7.4424243,0,3
reviewer and writer,0.8042333,2.6372797,2,2
performer and audience,4.897658,6.0211887,1,0
frenemies,0.07590657,8.063248,0,5
religious leader and congregant,4.6738114,5.6298666,1,0
a person and their deceased spouse,6.2985597,7.5224104,1,4
distant relatives,6.2137575,5.8523393,1,0
divorced spouses,5.3504395,7.8881707,1,4
defendant and plaintiff,-0.22254854,7.0954785,0,5
a person and their in laws,6.190857,5.8502507,1,0
lawyer and client,-0.27035993,3.6118004,2,2
customer and businessman,0.72613907,7.126405,0,5
fiance and fiancee,6.5955734,7.8084216,1,4
facebook friends,3.246908,7.6114645,0,3
drug dealer and addict,0.23213895,7.985707,0,5
police officer and civilian,-0.033108927,4.227598,2,2
cousins,6.3430667,5.94221,1,0
mother and infant,7.1118336,6.530187,1,4
landlord and tenant,0.64192003,6.375942,0,1
director and performer,-0.32116413,4.3228135,2,2
native and tourist,0.8199862,3.0585754,2,2
owner and manager,-0.40721953,5.6008625,2,1
customer and server,0.6800544,7.111844,0,5
companions,5.818898,7.741683,1,4
doctor and patient,-0.6930202,3.5973294,2,2
aunt and niece/nephew,6.6786537,6.131562,1,0
parent and child,7.02711,6.4353786,1,4
leader and follower,4.5259047,5.7743106,1,0
supervisor and subordinate,-0.15008321,6.325559,0,1
bride and groom,6.3612833,7.685343,1,4
sorority sisters,3.366577,7.7127676,0,3
classmates,2.8220024,7.55726,0,3
club member and club president,0.32395798,3.0097146,2,2
political opponents,-0.12216989,8.064508,0,5
friends with benefits,5.472529,7.816281,1,4
foster parent and foster child,7.302352,6.7784367,1,4
business rivals,-0.23695722,7.989158,0,5
manager and assistant,-0.5759762,5.4550433,2,1
victim and witness,-0.28132007,7.1059575,0,5
business partners,2.4401429,7.610507,0,3
