,parent and child,parent and teenager,wife and husband,fiance and fiancee,siblings,divorced spouses,a person and their in laws,employer and employee,interviewer and job applicant,guard and prisoner,nurse and patient,therapist and patient,salesperson and customer,business partners,opposing negotiators,political opponents,business rivals,enemies,teacher and student,professor and graduate student,master and servant,close friends,casual acquaintances,teammates in sports,second cousins,grandparent and grandchild,foster parent and foster child,godparent and godchild,step grandparent and step grandchild,ancestor and descendant,man and his mistress,step siblings,distant relatives,twins,a person and their family friends,manager and staff,union leader and union member,manager and assistant,entrepreneur and investor,drug dealer and addict,victim and witness,criminal and police officer,criminal and prosecutor,customer and businessman,representative and citizen,officer and soldier,religious followers,reader and writer,reviewer and writer,sugar daddy and sugar baby,director and performer,psychologist and client,judge and contestant,man and god,university student and administrator,student and dorm resident assistant,athletic trainer and trainee,researcher and research subject,peers,classmates,bride and bridesmaid,guest and host,television host and guest,volunteer and organizer,bully and victim,a person and their social media follower,childhood friends,pen friends,friends with benefits,life partners,soul mates,church members,fans of the same sports team,fans of opposing sports teams,superior and subordinate,a monarch and their minister,cousins,parent and infant,step parent and step child,bride and groom,man wife and man mistress,brother and sister,close relatives,a person and their deceased spouse,foreman and laborer,owner and manager,chief and deputy,supervisor and subordinate,boss and secretary,intern and employee,lawyer and client,judge and lawyer,victim and criminal,criminal and hostage,defendant and plaintiff,police officer and offender,police officer and civilian,parole officer and parolee,consultant and client,chef and customer,customer and server,doctor and patient,doctor and nurse,patient and caretaker,driver and passenger,coach and athlete,team captain and team members,club member and club president,politician and supporter,leader and follower,babysitter and infant,religious leader and congregant,prostitute and customer,guide and tourist,athlete and referee,slave and master,performer and audience,dealer and buyer,co workers,sports rivals,romantic rivals,criminal and their accomplice,diplomats,principal and teacher,professor and teaching assistant,mentor and mentee,roommates,sorority sisters,fraternity brothers,groom and groomsman,predecessor and successor,landlord and tenant,landlord and housekeeper,celebrity and fans,celebrity and haters,native and tourist,friends,facebook friends,political allies,romantic lovers,ex lovers,strangers,neighbors,aunt and niece/nephew,uncle and niece/nephew,frenemies,half siblings,adoptive parents and adopted kids,mother and infant,alumni,confidants,a person and their significant other,companions,playmates,competitors in sports,a person and their crush,cohabitants,long distance lovers,brothers in arms
Concreteness,20,15,10,6,23,26,25,25,80,86,78,77,74,72,80,17,73,14,68,56,64,24,20,37,30,30,23,21,40,6,75,23,25,13,14,68,63,24,82,61,32,77,75,77,31,73,12,78,65,80,67,76,73,80,70,57,71,60,18,29,18,67,33,45,18,89,10,24,14,25,10,73,35,34,57,23,43,0,22,0,40,34,29,0,100,85,75,88,93,87,92,95,63,84,75,85,77,95,36,100,89,74,83,64,92,63,77,71,69,18,66,80,91,61,69,99,77,100,65,41,0,87,58,73,87,75,38,32,10,36,74,94,88,22,45,75,8,38,61,2,5,45,26,35,29,20,31,15,0,45,60,3,30,32,65,19,47,8,68
Uniqueness,72,71,81,74,19,55,63,16,22,15,75,61,0,18,22,12,43,100,32,54,87,29,21,45,12,24,78,56,32,57,86,60,44,96,19,17,19,23,52,28,91,21,66,6,17,56,10,19,56,89,55,55,62,2,53,58,32,36,16,12,84,32,23,34,62,5,63,22,76,96,95,4,9,9,15,36,64,67,67,99,85,65,69,98,30,35,8,40,25,20,11,22,87,64,88,12,20,2,65,67,71,22,26,12,19,21,19,18,34,62,58,14,78,14,21,59,18,3,15,78,100,90,18,25,19,66,75,18,20,82,74,13,13,14,4,19,94,11,15,100,90,5,10,66,74,73,73,90,91,9,63,94,76,67,16,99,84,88,0
Love Expression,96,88,98,78,89,39,75,9,29,6,53,59,7,21,6,16,28,75,54,39,15,100,55,60,40,72,73,57,59,52,50,65,48,63,69,14,37,53,27,45,38,1,14,14,18,10,51,56,42,53,41,58,20,78,19,28,55,28,65,36,90,83,57,35,5,54,56,60,77,94,94,54,60,13,7,33,58,100,65,100,41,97,75,89,12,10,7,7,2,14,11,17,10,17,24,10,0,17,35,70,0,7,5,65,4,19,12,9,22,19,55,58,12,18,0,0,54,13,67,47,100,76,15,11,10,17,59,86,90,78,9,12,9,70,33,11,79,15,40,100,55,50,55,79,78,70,58,94,100,57,66,100,62,54,14,87,35,94,27
Information Exchange,72,71,66,66,68,31,54,57,56,2,69,81,63,68,53,58,11,61,87,100,25,72,43,60,46,66,70,53,35,57,25,23,42,23,59,55,37,59,69,55,32,8,22,55,32,56,28,36,91,20,73,78,66,0,47,55,73,52,59,68,74,37,28,28,4,6,20,60,39,71,70,17,28,17,61,56,3,38,57,86,20,13,24,0,11,72,72,74,74,68,83,70,23,15,55,32,0,39,96,19,78,97,74,57,64,13,62,58,23,62,7,90,61,83,55,8,17,89,59,53,100,82,70,71,78,95,72,71,68,63,75,9,18,44,7,37,60,12,77,74,62,0,26,11,9,31,14,56,12,5,67,79,63,19,32,20,7,87,56
Money Exchange,28,45,25,19,17,77,34,82,68,31,55,59,82,85,81,77,84,48,67,57,59,7,23,57,31,35,35,31,36,5,28,32,12,24,22,86,68,67,83,77,32,68,45,70,79,64,37,58,45,100,16,54,32,48,87,48,67,57,22,31,34,14,43,26,41,47,16,11,17,18,5,21,31,15,62,65,3,13,44,100,5,6,13,3,90,78,77,63,86,68,93,78,66,77,71,100,66,73,73,9,100,70,72,65,69,21,19,54,83,22,1,52,100,15,64,33,64,98,73,62,0,87,90,90,81,76,62,79,58,68,10,71,61,11,43,20,25,6,86,7,15,4,15,17,12,27,24,70,5,78,31,5,27,7,56,3,17,5,6
Goods Exchange,17,10,7,7,6,7,7,5,17,5,13,7,90,84,66,6,61,47,33,4,13,6,4,6,11,6,2,7,5,6,10,9,10,18,3,55,31,53,13,100,11,9,12,76,10,10,13,87,6,71,10,3,5,52,45,11,24,4,10,6,12,7,5,3,51,56,6,56,53,3,5,12,6,15,8,7,4,4,5,62,5,6,16,4,6,5,5,10,12,6,5,16,10,3,4,3,4,3,7,100,3,10,9,10,3,12,7,12,17,5,4,10,2,4,4,0,6,100,3,7,0,8,6,12,3,6,5,7,30,4,14,57,13,5,6,7,4,7,8,5,5,4,37,6,5,3,17,4,3,6,7,2,3,3,10,14,3,9,5
Service Exchange,23,55,18,6,8,55,21,76,83,72,80,78,80,81,73,37,13,89,83,64,81,10,16,44,24,8,29,15,20,2,61,46,24,14,13,84,79,58,85,72,22,82,81,68,78,92,11,56,79,89,67,70,85,92,73,56,87,61,13,47,55,32,80,78,42,71,13,77,60,23,12,44,26,29,79,76,3,5,7,95,62,4,11,1,95,86,75,72,90,84,85,76,11,44,78,39,64,38,95,79,95,88,8,91,78,71,29,84,82,87,94,84,95,58,79,100,78,100,31,9,0,90,82,84,82,81,5,11,12,56,60,94,86,8,11,11,6,8,83,0,1,0,38,2,13,10,8,24,3,14,59,1,21,23,17,0,12,46,64
Attachment,100,84,89,61,83,14,59,61,36,43,26,62,3,57,13,39,65,89,46,54,61,100,59,68,65,77,100,65,81,21,56,63,56,90,62,41,25,60,46,28,39,18,32,12,20,39,75,43,22,57,57,56,39,68,25,43,69,7,71,46,90,59,41,40,53,16,65,73,74,95,91,74,44,7,34,13,57,100,68,100,45,74,68,77,16,58,11,21,31,39,38,10,58,40,5,0,0,10,12,22,59,54,32,55,3,57,66,48,36,29,59,39,30,21,7,0,38,24,68,42,100,73,35,43,44,40,74,78,75,73,35,0,15,9,7,20,96,24,29,100,62,6,65,61,35,60,56,97,100,32,67,97,73,55,28,67,11,80,59
Mating,69,78,94,85,1,86,16,4,0,27,42,16,23,26,15,3,61,16,0,20,26,65,44,17,19,78,58,14,9,77,91,57,23,2,9,17,22,28,10,12,6,1,15,24,8,0,13,7,65,80,36,27,32,100,3,24,23,27,23,9,29,20,17,21,10,9,35,17,99,95,71,33,27,22,21,12,36,69,59,99,58,36,4,61,19,12,17,15,8,10,2,13,4,4,13,28,3,9,22,12,43,32,8,23,8,13,14,17,13,9,9,14,39,7,11,3,5,8,10,5,100,15,16,6,26,11,6,20,12,53,14,17,21,3,8,8,4,9,7,100,59,39,27,10,7,11,10,72,56,3,53,97,26,10,29,62,17,86,19
Conflict,59,68,35,29,55,89,57,54,8,72,48,46,12,52,79,78,11,100,44,17,42,12,25,29,7,23,57,27,7,2,52,55,59,47,13,33,23,57,26,38,55,92,82,17,9,68,39,2,65,33,42,46,60,66,20,11,53,11,29,2,55,4,22,26,93,2,6,2,59,23,2,22,18,91,55,65,15,56,63,6,84,35,33,3,60,58,46,30,30,21,59,65,91,97,91,96,100,81,46,25,42,43,44,54,43,65,12,8,16,13,58,12,14,11,77,99,19,37,27,93,100,20,44,47,17,28,30,26,27,20,31,54,27,8,85,44,10,40,7,8,68,7,19,14,32,63,27,15,56,18,11,15,13,36,93,53,10,19,66
Negotiation,42,71,54,58,57,86,54,72,75,18,23,68,74,66,100,71,87,48,55,57,65,18,22,46,13,17,14,25,36,0,31,60,16,25,4,75,58,63,77,46,65,43,79,72,61,46,29,40,71,74,40,70,75,61,55,60,64,35,26,25,37,16,24,52,61,3,17,16,71,41,22,36,31,74,68,56,15,1,58,100,27,59,2,1,56,60,23,62,17,22,81,88,19,67,81,67,46,61,85,40,54,54,39,64,52,54,27,56,57,59,0,36,51,32,62,0,16,97,17,25,0,13,93,31,41,20,55,55,58,29,8,46,54,32,9,15,13,6,26,15,48,0,43,13,10,54,12,57,0,10,53,73,15,62,30,14,20,55,3
Coercion,56,25,16,16,32,63,37,60,40,92,30,38,11,21,65,81,68,100,37,13,76,8,20,36,34,17,59,30,28,5,51,47,34,10,43,58,56,28,22,55,61,100,92,62,73,90,52,30,37,64,57,37,4,66,47,30,34,23,23,37,8,15,14,47,94,41,17,42,58,11,3,53,27,60,71,69,6,24,15,20,66,29,17,0,66,20,29,41,16,25,56,71,89,80,74,86,13,68,14,5,64,65,7,18,15,9,7,9,8,13,14,59,56,34,9,100,9,58,17,66,99,66,77,12,15,7,18,8,15,20,12,71,53,24,63,35,1,19,7,6,69,8,13,16,10,62,11,8,12,21,17,2,9,4,82,61,16,5,19
Importance for society,88,75,70,69,56,3,72,76,64,14,36,54,18,71,27,56,65,45,69,41,6,60,6,0,21,60,60,45,33,66,6,31,38,0,12,16,72,43,59,42,54,58,58,59,80,0,1,68,41,48,10,62,24,0,58,20,54,44,12,32,8,63,46,60,56,0,12,44,16,66,19,38,0,13,69,70,4,4,6,21,16,11,18,9,73,57,60,55,60,75,66,80,7,41,70,66,0,64,75,61,68,79,78,68,59,63,41,28,71,16,29,62,56,59,38,42,92,76,68,55,0,55,81,74,62,60,13,1,7,1,10,72,62,77,67,14,57,35,81,23,9,9,57,28,33,3,27,23,2,57,54,12,31,3,32,13,77,15,47
Importance for individuals,84,76,95,85,77,59,73,56,56,17,55,60,4,62,2,17,15,100,55,40,53,100,10,59,32,2,83,40,51,98,69,83,16,90,22,11,3,15,57,57,22,2,19,10,21,34,10,44,7,81,19,63,17,51,44,1,62,29,75,18,78,65,13,10,73,56,91,80,82,99,94,6,54,17,41,11,26,88,72,96,8,44,70,92,29,17,16,18,33,61,81,24,57,66,35,7,73,62,67,12,11,73,17,62,9,28,37,25,16,59,32,30,64,53,17,4,25,80,26,16,100,81,11,38,29,74,76,29,79,83,61,6,12,11,17,10,90,19,18,100,59,7,62,33,25,26,87,80,83,83,64,99,30,64,10,83,58,88,20
Affiliation Coalition,85,75,61,74,70,25,44,78,61,17,62,58,61,82,8,8,9,16,70,62,87,84,68,80,54,79,75,69,77,79,85,73,55,62,80,70,73,80,67,75,63,2,7,70,54,69,79,45,72,46,65,75,41,52,72,79,78,73,81,83,88,73,80,91,16,55,80,71,81,75,76,74,90,7,47,82,69,91,57,100,46,88,85,81,87,85,69,87,77,71,82,18,14,7,14,8,87,30,42,78,73,62,85,79,81,69,80,70,81,71,42,89,34,86,39,60,42,80,78,8,0,88,13,77,77,81,87,81,91,95,76,76,84,78,8,24,92,94,89,100,18,50,85,86,47,50,52,79,69,94,73,100,89,91,4,57,85,91,92
Occupational,7,9,6,7,12,11,15,95,96,88,83,95,94,97,73,87,94,0,80,87,100,1,15,43,13,15,17,14,16,4,12,20,21,15,6,79,77,95,88,64,10,95,85,87,84,87,10,4,80,52,87,80,81,51,81,77,86,87,25,47,18,30,80,69,28,45,5,9,18,10,8,12,9,5,90,57,16,12,4,4,10,3,13,1,94,84,71,81,98,86,98,87,35,78,81,83,53,81,88,81,88,90,91,77,84,77,84,61,42,73,16,73,85,80,73,95,75,100,100,61,100,77,81,86,85,83,18,26,17,19,67,93,69,10,19,58,7,43,81,6,8,3,15,12,12,21,11,4,4,69,8,9,37,3,79,4,30,2,66
Activeness,11,10,8,62,1,46,14,75,55,52,66,70,9,65,68,57,69,100,17,71,67,95,26,13,1,9,14,23,19,16,56,26,16,2,13,65,16,79,61,74,54,86,80,72,10,19,14,59,78,94,57,78,75,50,65,3,76,53,14,43,74,56,77,47,38,0,35,33,91,10,77,11,40,31,57,60,15,90,33,90,24,15,14,7,86,68,31,61,86,76,90,80,77,79,68,64,0,58,75,70,77,71,81,83,86,69,78,58,26,23,54,59,88,74,63,81,89,90,67,24,100,83,25,62,72,63,28,58,81,60,18,56,83,13,59,27,58,1,27,100,15,0,28,15,26,22,31,11,86,14,61,85,87,64,64,39,31,93,82
Endurance,95,61,93,46,94,94,72,33,1,34,12,41,4,43,18,28,58,100,34,32,69,100,23,33,98,93,60,92,91,100,73,69,74,100,55,32,37,48,4,16,17,35,17,8,15,53,52,32,45,60,29,45,15,57,20,30,17,6,63,25,27,30,0,22,9,6,62,61,56,100,100,37,25,38,33,63,90,95,88,45,43,93,81,100,35,55,62,63,24,22,8,11,19,3,7,12,61,31,7,18,0,14,19,6,2,20,34,10,43,65,17,22,2,18,21,74,6,4,30,71,100,10,17,59,53,28,70,76,91,29,29,80,66,60,26,5,94,95,9,95,77,59,92,93,90,90,100,87,92,87,39,97,86,35,21,75,93,94,89
Synchronicity,89,75,80,66,69,10,24,39,39,56,61,83,67,60,68,57,37,68,70,37,60,80,37,71,37,35,56,69,46,0,94,21,66,80,71,72,39,68,36,79,73,15,30,63,27,28,40,40,29,28,74,85,73,100,26,31,88,44,63,71,37,82,90,40,63,0,76,5,100,80,56,59,23,29,55,41,76,100,93,100,9,88,14,9,12,76,16,71,80,16,75,84,65,87,80,18,77,18,31,26,83,89,80,92,85,28,84,22,20,65,69,72,100,77,74,84,91,89,81,66,100,87,82,20,37,81,87,16,19,100,8,9,14,10,9,23,88,6,20,100,14,100,71,71,17,85,71,89,95,19,64,98,86,93,82,40,94,24,14
Spatial Distance,19,75,87,74,91,17,23,68,84,80,86,85,51,59,76,5,7,50,76,76,79,99,58,70,26,23,84,10,34,0,81,90,0,17,21,57,67,80,24,91,67,90,87,66,10,73,12,5,10,82,77,89,35,0,16,57,89,20,27,84,35,87,87,57,81,0,66,2,93,97,62,70,43,22,85,14,30,92,80,100,0,35,32,0,75,80,84,82,84,74,83,92,63,89,97,80,0,16,74,55,86,91,92,84,99,83,85,70,8,86,99,90,100,80,69,93,90,83,84,41,100,89,14,80,86,88,99,71,91,88,78,12,40,3,4,71,85,2,16,95,5,17,82,25,22,25,88,88,95,8,69,91,75,81,90,36,100,0,90
