,parent and child,parent and teenager,wife and husband,fiance and fiancee,siblings,divorced spouses,a person and their in laws,employer and employee,interviewer and job applicant,guard and prisoner,nurse and patient,therapist and patient,salesperson and customer,business partners,opposing negotiators,political opponents,business rivals,enemies,teacher and student,professor and graduate student,master and servant,close friends,casual acquaintances,teammates in sports,second cousins,grandparent and grandchild,foster parent and foster child,godparent and godchild,step grandparent and step grandchild,ancestor and descendant,man and his mistress,step siblings,distant relatives,twins,a person and their family friends,manager and staff,union leader and union member,manager and assistant,entrepreneur and investor,drug dealer and addict,victim and witness,criminal and police officer,criminal and prosecutor,customer and businessman,representative and citizen,officer and soldier,religious followers,reader and writer,reviewer and writer,sugar daddy and sugar baby,director and performer,psychologist and client,judge and contestant,man and god,university student and administrator,student and dorm resident assistant,athletic trainer and trainee,researcher and research subject,peers,classmates,bride and bridesmaid,guest and host,television host and guest,volunteer and organizer,bully and victim,a person and their social media follower,childhood friends,pen friends,friends with benefits,life partners,soul mates,church members,fans of the same sports team,fans of opposing sports teams,superior and subordinate,a monarch and their minister,cousins,parent and infant,step parent and step child,bride and groom,man wife and man mistress,brother and sister,close relatives,a person and their deceased spouse,foreman and laborer,owner and manager,chief and deputy,supervisor and subordinate,boss and secretary,intern and employee,lawyer and client,judge and lawyer,victim and criminal,criminal and hostage,defendant and plaintiff,police officer and offender,police officer and civilian,parole officer and parolee,consultant and client,chef and customer,customer and server,doctor and patient,doctor and nurse,patient and caretaker,driver and passenger,coach and athlete,team captain and team members,club member and club president,politician and supporter,leader and follower,babysitter and infant,religious leader and congregant,prostitute and customer,guide and tourist,athlete and referee,slave and master,performer and audience,dealer and buyer,co workers,sports rivals,romantic rivals,criminal and their accomplice,diplomats,principal and teacher,professor and teaching assistant,mentor and mentee,roommates,sorority sisters,fraternity brothers,groom and groomsman,predecessor and successor,landlord and tenant,landlord and housekeeper,celebrity and fans,celebrity and haters,native and tourist,friends,facebook friends,political allies,romantic lovers,ex lovers,strangers,neighbors,aunt and niece/nephew,uncle and niece/nephew,frenemies,half siblings,adoptive parents and adopted kids,mother and infant,alumni,confidants,a person and their significant other,companions,playmates,competitors in sports,a person and their crush,cohabitants,long distance lovers,brothers in arms
Concreteness,17,0,11,11,16,50,16,100,100,11,100,100,100,100,100,44,100,15,24,26,100,16,0,21,12,22,14,21,24,14,23,18,18,23,28,100,0,100,100,100,24,40,19,100,28,14,21,0,62,100,14,100,100,27,24,16,100,100,16,24,0,36,14,17,28,27,14,16,0,19,19,15,12,17,100,24,0,0,0,0,0,0,0,0,55,100,55,80,90,28,100,46,50,47,61,62,32,55,85,100,100,83,18,85,100,50,12,45,74,0,0,0,100,82,81,62,69,85,28,39,12,74,9,87,67,9,0,0,0,0,9,92,92,85,50,100,0,0,0,0,0,50,31,0,0,31,0,0,0,0,0,0,0,0,48,18,22,0,0
Uniqueness,100,100,100,100,100,100,94,80,6,5,6,15,17,85,9,13,30,74,14,6,73,45,0,18,58,100,92,100,100,100,64,100,23,100,37,22,39,100,19,6,100,6,22,22,6,6,36,15,23,54,6,59,14,100,6,6,6,0,5,13,67,0,6,15,5,6,41,6,5,100,100,19,22,0,16,89,100,100,100,100,100,100,92,100,0,3,0,0,0,0,0,4,0,93,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,26,21,0,0,0,0,0,0,0,87,0,0,0,0,56,98,62,82,7,100,0,0,0,0,100,71,0,68,65,0,82,90,82,61,95,100,100,0,0,65,80,62,0,65,83,100,100
Love Expression,100,100,100,100,100,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,89,84,100,89,91,83,55,89,92,0,0,75,0,0,0,0,0,0,0,0,0,0,0,66,0,0,54,0,0,0,66,0,0,0,0,0,0,92,0,0,0,0,0,100,62,55,100,100,100,53,0,0,72,100,100,100,100,0,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,14,17,0,0,65,0,0,50,79,62,42,0,0,0,37,0,52,0,100,0,0,0,0,0,54,100,100,100,0,0,0,67,0,0,100,58,0,100,9,0,23,100,0,4,93,100,100,15,70,100,100,63,0,55,66,100,100
Information Exchange,100,100,100,100,91,5,90,100,90,0,90,100,91,77,75,57,74,13,100,95,90,100,0,98,45,100,89,71,91,0,84,100,36,86,62,100,79,91,90,0,76,0,5,85,78,84,76,75,100,91,90,94,74,71,97,73,86,64,76,92,85,77,64,93,36,61,93,86,42,100,100,77,78,34,88,77,75,100,100,100,0,100,100,0,100,100,100,100,100,100,100,100,100,0,100,85,100,100,100,100,100,100,100,100,0,100,100,100,94,100,100,100,40,100,100,0,0,100,100,100,0,100,100,100,100,100,93,100,76,74,0,100,88,0,0,100,87,100,100,100,73,0,0,87,75,74,100,100,100,0,100,100,77,84,69,0,100,100,100
Money Exchange,59,69,0,0,0,54,0,100,0,0,0,100,0,100,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,100,0,100,100,100,0,0,0,100,0,0,0,100,0,100,0,100,100,0,0,0,100,52,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,60,55,0,0,54,0,0,100,0,0,100,11,100,0,0,0,0,0,0,0,87,100,100,0,0,100,90,63,0,0,100,0,0,0,100,0,0,0,100,100,0,0,0,59,0,0,0,0,0,0,53,36,0,100,100,100,0,0,53,14,71,0,0,0,0,62,56,0,0,60,53,0,0,57,0,0,0,0,55,0,0
Goods Exchange,0,55,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,77,100,0,0,0,100,0,0,0,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,68,78,72,82,0,75,87,0,0,17,0,0,0,29,66,0,0,0,0,0,0,0,0,79,75,71,62,60,76,33,0,0,0,0,0,0,60,0,0,0,75,100,29,0,0,15,0,17,55,33,98,68,82,80,0,92,73,63,0,0,81,65,0,86,0,0,57,69,80,0,79,74,88,0,77,84,87,56,0,56,82,83,0
Service Exchange,0,0,0,0,0,0,0,100,100,100,100,100,100,97,100,100,0,0,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,0,100,100,100,100,100,0,100,100,91,100,100,59,53,100,95,100,100,0,0,0,53,57,100,0,6,0,0,0,0,0,0,0,0,100,89,0,100,100,0,0,0,0,0,99,80,100,91,100,100,100,0,0,0,67,100,100,100,100,90,100,100,100,100,100,100,100,64,0,100,100,90,100,99,57,100,100,100,90,0,0,81,85,100,85,84,0,0,0,0,69,68,100,90,0,0,0,0,0,0,0,0,0,0,0,0,0,67,100,0,0,0,0,0,0,0,0,0,0
Attachment,100,100,100,100,100,0,79,41,0,0,58,62,0,79,0,0,0,0,68,56,0,100,0,100,74,100,56,84,95,100,78,82,38,100,89,34,82,0,0,38,41,0,0,0,0,78,85,0,0,83,56,58,0,100,0,0,46,0,68,70,96,0,0,43,0,54,100,79,60,100,100,100,84,0,0,87,100,100,100,100,0,100,100,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,66,0,0,0,0,62,65,0,0,0,0,8,0,0,0,0,0,0,0,0,11,82,95,100,100,0,0,0,58,0,0,100,63,58,100,46,0,30,100,91,54,100,96,100,8,95,100,100,96,0,58,94,100,100
Mating,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,100,100,100,0,0,0,0,0,0,0,0,100,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,100,6,0,0,0,0,0,0,0,0,0,0,100,92,0,0,4,43,91,0
Conflict,0,12,0,0,0,84,16,0,0,100,0,0,0,0,67,100,54,0,0,0,100,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,100,54,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,75,6,0,0,0,61,33,100,53,54,0,0,0,0,36,31,2,0,55,100,100,25,100,100,59,0,57,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,15,98,100,0,45,36,0,0,49,7,0,0,0,55,0,0,82,61,0,54,0,5,78,0,36,0,0,100,67,53,0,0,0,0,0,0,0,5,48,7,0
Negotiation,26,41,0,0,26,63,0,0,64,0,0,0,100,0,100,62,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,73,57,0,0,0,72,0,0,0,0,62,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,77,0,78,0,0,56,76,0,47,52,0,76,100,36,0,64,58,0,50,66,0,0,56,0,0,0,62,66,54,53,0,0,0,70,0,45,0,0,82,44,0,0,0,100,76,57,0,80,63,67,60,0,59,70,0,0,0,68,0,100,0,0,0,50,0,0,0,66,0,0,0,61,67,66,0,0,0,79,76,0
Coercion,0,0,0,0,2,2,0,0,0,100,0,0,0,0,0,5,0,72,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,57,12,0,0,0,0,0,8,0,0,0,0,0,100,0,100,100,100,0,0,52,0,0,0,0,0,10,0,7,0,0,45,8,0,56,100,0,0,0,68,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,56,0,0,0,0,0,0,0,0,0,7,0,0,0
Importance for society,100,57,54,58,57,0,55,0,0,0,100,61,57,0,0,0,0,0,0,0,0,57,0,0,0,0,54,55,60,79,0,61,0,0,0,0,0,53,0,0,54,0,0,0,79,0,72,0,0,0,0,59,0,100,53,0,53,0,54,0,62,0,0,0,0,0,60,0,0,55,59,60,0,0,0,61,93,76,78,78,0,100,65,50,63,64,46,44,57,53,71,58,0,0,0,66,100,68,44,54,60,74,78,63,0,68,62,61,61,62,63,67,0,43,0,0,0,0,70,0,0,0,90,61,56,56,59,66,53,96,0,40,57,0,0,38,78,43,86,67,0,0,94,64,64,0,90,76,100,0,57,95,68,43,0,0,79,81,54
Importance for individuals,100,100,100,100,100,0,87,0,0,0,0,53,0,63,0,0,0,0,58,0,0,100,0,91,60,100,68,74,82,100,86,0,9,100,86,55,0,0,0,0,0,0,0,0,61,0,86,0,0,68,52,52,0,100,0,0,0,0,56,58,100,0,0,0,0,0,100,72,90,100,100,0,64,0,0,57,100,100,100,100,0,100,100,100,88,81,64,0,30,56,77,54,0,0,0,0,0,0,33,0,56,74,83,65,0,82,100,55,59,19,80,100,56,0,0,0,55,0,73,0,0,100,59,53,74,76,100,100,100,100,0,31,33,100,0,0,100,0,80,100,50,0,55,100,100,41,100,100,100,0,100,100,100,100,0,59,100,100,100
Affiliation Coalition,92,0,56,58,57,0,0,100,100,0,74,100,0,100,0,0,0,0,100,76,0,59,0,100,0,0,50,93,62,81,0,65,0,59,50,100,100,100,12,54,0,0,0,0,100,100,100,50,58,53,100,56,50,0,100,96,73,0,0,100,73,0,0,100,0,0,63,0,0,57,56,100,100,0,100,100,50,69,56,62,51,62,50,50,100,100,100,100,100,100,89,100,0,50,53,0,50,0,100,51,34,28,100,100,42,100,100,100,100,100,50,100,0,77,100,0,94,100,100,0,0,83,75,100,100,100,50,100,100,59,50,53,100,28,31,45,50,74,100,62,50,0,50,50,50,55,55,50,93,100,88,59,69,50,0,50,56,63,100
Occupational,0,0,0,0,0,0,0,100,100,5,6,100,0,100,100,100,100,0,4,100,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,3,0,0,0,0,0,96,0,0,100,0,100,100,0,0,0,0,4,5,0,0,0,3,0,100,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,73,64,83,58,100,100,100,36,100,0,100,0,0,0,100,100,100,100,0,0,0,0,100,100,100,32,0,90,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,100
Activeness,100,100,100,100,100,11,100,100,100,100,100,100,100,100,76,74,73,50,100,100,100,100,0,100,48,100,100,100,100,3,100,100,18,100,68,100,100,100,100,52,100,100,65,100,5,100,59,0,10,100,100,100,100,0,87,19,88,100,86,73,100,100,100,100,56,37,87,56,100,100,100,63,19,4,100,100,100,100,100,100,100,100,100,49,100,100,100,100,100,100,100,100,71,68,100,90,63,100,100,42,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,69,0,100,100,100,90,100,100,100,100,100,100,100,100,100,90,100,100,0,0,96,100,100,100,100,75,0,100,97,100,56,100,100,100,100,100,100,100,100,100,42,100,100,100
Endurance,100,100,100,100,100,9,100,59,0,74,7,65,0,100,18,0,100,73,23,36,100,100,6,100,100,100,23,89,100,100,61,100,100,100,100,57,100,83,19,100,0,0,16,0,42,64,100,41,37,45,83,72,40,100,33,0,25,0,100,100,100,23,0,61,19,40,100,100,0,100,100,100,100,64,65,100,100,100,100,100,80,100,100,100,100,85,72,84,84,47,0,64,0,0,0,0,0,83,0,0,0,19,70,74,0,81,63,59,92,61,58,63,40,0,0,100,55,23,72,85,0,0,55,84,63,63,100,100,100,100,0,73,44,69,37,0,100,72,78,100,51,0,55,100,100,0,100,100,100,9,100,100,100,62,80,21,89,100,100
Synchronicity,21,6,38,0,0,0,6,100,97,76,100,100,100,100,100,100,100,0,100,89,88,0,0,100,0,6,0,0,0,0,100,0,0,0,0,92,95,100,55,62,57,100,100,94,12,100,100,0,5,100,100,100,88,0,55,43,100,100,56,100,85,100,82,100,100,16,0,6,100,13,0,100,100,77,58,100,85,86,79,100,100,81,81,0,100,100,100,100,100,100,100,100,100,87,100,100,50,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,59,100,72,87,100,100,83,96,100,100,0,100,40,100,0,90,91,80,100,100,0,0,45,38,82,0,77,87,100,0,100,97,96,100,100,61,75,50,100
Spatial Distance,100,100,100,100,100,30,72,100,100,100,100,100,100,100,95,44,100,74,99,99,100,100,62,100,70,78,100,62,100,0,100,100,42,100,92,100,88,100,37,100,100,100,100,93,38,100,78,24,0,93,100,100,100,0,100,100,100,78,100,100,97,100,100,100,100,42,95,0,100,100,100,100,95,16,100,100,92,100,100,100,59,100,83,0,100,100,100,100,100,100,100,100,100,100,100,100,100,11,100,100,100,100,100,100,100,100,100,100,100,51,100,100,100,100,100,100,100,100,100,0,71,100,50,100,100,100,100,100,100,100,46,69,89,100,16,100,91,50,70,100,55,0,100,64,93,81,100,100,100,0,100,100,100,100,0,80,100,0,100
