,parent and child,parent and teenager,wife and husband,fiance and fiancee,siblings,divorced spouses,a person and their in laws,employer and employee,interviewer and job applicant,guard and prisoner,nurse and patient,therapist and patient,salesperson and customer,business partners,opposing negotiators,political opponents,business rivals,enemies,teacher and student,professor and graduate student,master and servant,close friends,casual acquaintances,teammates in sports,second cousins,grandparent and grandchild,foster parent and foster child,godparent and godchild,step grandparent and step grandchild,ancestor and descendant,man and his mistress,step siblings,distant relatives,twins,a person and their family friends,manager and staff,union leader and union member,manager and assistant,entrepreneur and investor,drug dealer and addict,victim and witness,criminal and police officer,criminal and prosecutor,customer and businessman,representative and citizen,officer and soldier,religious followers,reader and writer,reviewer and writer,sugar daddy and sugar baby,director and performer,psychologist and client,judge and contestant,man and god,university student and administrator,student and dorm resident assistant,athletic trainer and trainee,researcher and research subject,peers,classmates,bride and bridesmaid,guest and host,television host and guest,volunteer and organizer,bully and victim,a person and their social media follower,childhood friends,pen friends,friends with benefits,life partners,soul mates,church members,fans of the same sports team,fans of opposing sports teams,superior and subordinate,a monarch and their minister,cousins,parent and infant,step parent and step child,bride and groom,man wife and man mistress,brother and sister,close relatives,a person and their deceased spouse,foreman and laborer,owner and manager,chief and deputy,supervisor and subordinate,boss and secretary,intern and employee,lawyer and client,judge and lawyer,victim and criminal,criminal and hostage,defendant and plaintiff,police officer and offender,police officer and civilian,parole officer and parolee,consultant and client,chef and customer,customer and server,doctor and patient,doctor and nurse,patient and caretaker,driver and passenger,coach and athlete,team captain and team members,club member and club president,politician and supporter,leader and follower,babysitter and infant,religious leader and congregant,prostitute and customer,guide and tourist,athlete and referee,slave and master,performer and audience,dealer and buyer,co workers,sports rivals,romantic rivals,criminal and their accomplice,diplomats,principal and teacher,professor and teaching assistant,mentor and mentee,roommates,sorority sisters,fraternity brothers,groom and groomsman,predecessor and successor,landlord and tenant,landlord and housekeeper,celebrity and fans,celebrity and haters,native and tourist,friends,facebook friends,political allies,romantic lovers,ex lovers,strangers,neighbors,aunt and niece/nephew,uncle and niece/nephew,frenemies,half siblings,adoptive parents and adopted kids,mother and infant,alumni,confidants,a person and their significant other,companions,playmates,competitors in sports,a person and their crush,cohabitants,long distance lovers,brothers in arms
Concreteness,13,0,100,100,4,10,18,93,98,75,79,86,86,86,1,18,23,0,18,0,19,13,24,14,11,0,100,2,21,17,100,7,17,11,27,94,72,92,80,82,7,73,58,98,17,13,25,70,71,76,16,91,84,23,77,73,85,85,21,86,11,76,92,72,9,13,85,13,91,99,100,13,28,0,33,32,98,93,79,100,99,70,61,0,0,61,31,9,2,26,82,69,4,2,0,19,91,59,1,85,60,2,7,69,29,71,1,12,1,60,95,17,87,3,62,83,5,82,90,27,1,1,1,1,69,60,97,97,1,70,2,29,61,98,6,1,70,32,3,92,68,8,40,98,70,1,83,86,81,0,7,98,69,69,58,5,4,83,0
Uniqueness,99,89,99,100,100,70,65,84,5,69,100,86,17,86,62,0,25,31,66,68,61,100,41,70,60,93,91,73,99,19,85,95,21,100,96,61,4,100,43,38,57,58,56,8,18,63,38,100,71,76,83,100,63,31,12,40,38,38,76,71,100,68,58,57,63,31,100,59,100,100,88,22,39,17,39,15,100,100,100,100,100,100,100,100,0,77,82,100,92,68,88,61,88,100,26,0,30,84,0,0,0,80,66,100,100,69,84,63,0,72,100,0,0,0,0,83,0,0,100,35,100,75,11,81,67,96,100,30,19,100,0,15,74,0,0,0,100,0,65,100,100,0,9,100,100,100,100,100,100,0,62,100,72,100,74,100,78,100,51
Love Expression,72,100,100,100,100,25,67,37,32,0,61,39,12,8,12,7,0,0,62,58,24,68,52,61,93,100,75,100,95,16,86,92,73,100,65,26,21,21,12,11,28,0,0,14,32,0,13,0,27,60,38,17,16,24,16,38,25,15,57,65,72,11,0,22,18,24,84,54,93,100,100,21,64,22,32,0,100,96,98,99,99,99,99,99,0,1,0,0,1,0,0,0,0,0,0,0,0,1,3,0,1,0,1,99,0,57,59,0,1,0,85,0,2,1,1,0,0,0,65,1,82,0,1,0,0,0,98,98,95,85,1,1,0,74,0,1,100,58,0,96,31,0,64,98,99,1,94,97,96,1,0,99,65,97,0,100,100,99,75
Information Exchange,92,83,80,90,87,65,75,68,70,17,100,100,66,85,22,34,0,0,99,80,30,100,9,64,66,84,86,63,74,68,79,76,46,98,78,90,65,87,60,27,0,69,65,56,55,78,71,100,100,59,91,89,13,0,73,87,82,58,100,71,79,59,0,40,0,11,81,54,69,95,79,66,56,5,55,73,99,100,99,100,99,100,99,1,98,100,98,100,98,99,100,100,0,0,99,99,99,99,100,99,99,100,100,99,80,99,100,100,0,98,99,0,99,99,100,99,99,99,99,100,100,100,99,99,99,99,99,99,99,98,99,99,100,100,98,59,99,100,99,98,99,99,99,99,99,99,100,100,100,1,0,99,0,99,100,99,99,100,100
Money Exchange,0,0,0,0,0,0,0,100,83,66,100,82,100,100,100,0,100,0,0,20,91,0,0,0,0,0,0,0,0,0,0,0,2,0,0,93,69,100,100,74,0,22,0,98,0,0,0,71,63,0,69,100,75,0,61,0,68,69,0,0,0,77,85,0,0,62,0,0,0,0,0,0,0,0,0,0,0,2,0,15,0,1,2,0,97,98,58,81,99,92,96,57,0,60,69,86,1,95,90,100,97,98,95,77,88,69,0,1,96,1,98,57,96,99,99,89,95,99,94,1,0,68,1,63,93,62,61,0,0,56,0,100,99,98,59,99,1,14,57,0,1,1,0,1,0,1,1,2,0,99,0,0,11,1,1,0,0,0,1
Goods Exchange,23,22,28,9,33,28,18,16,58,16,28,57,100,100,19,33,19,38,33,24,0,13,20,10,11,38,2,13,25,75,21,24,21,9,39,21,43,10,100,96,15,15,5,100,17,0,17,36,65,32,18,29,75,16,18,18,32,52,34,36,62,72,67,69,9,74,19,28,25,22,33,35,1,0,9,0,58,64,62,59,64,64,63,1,79,0,2,1,1,0,98,1,2,0,1,1,0,1,98,100,100,81,3,82,68,64,0,1,1,1,79,66,100,99,81,0,98,100,60,2,1,2,0,1,1,1,62,1,1,2,2,100,0,99,2,1,57,1,2,64,0,1,3,63,62,0,63,66,2,2,2,55,57,63,1,58,2,64,2
Service Exchange,16,0,0,3,1,2,29,95,77,26,100,100,93,0,60,0,4,0,58,70,78,0,0,5,0,23,0,0,51,0,0,0,0,0,15,100,85,95,100,81,28,13,53,100,42,0,54,72,93,0,96,100,82,23,61,64,73,79,3,0,6,80,61,83,0,22,1,0,1,0,0,27,0,0,61,54,0,1,0,73,92,0,1,0,81,85,85,79,95,83,87,69,2,1,64,89,72,86,84,77,80,59,2,71,90,83,95,57,62,72,99,1,89,74,98,89,98,74,89,0,2,70,0,75,97,63,1,57,3,1,67,90,87,87,2,92,55,3,2,62,3,2,4,0,2,0,3,3,3,68,5,61,1,97,82,68,3,67,0
Attachment,100,94,100,88,100,16,59,13,0,26,40,30,0,67,0,0,19,0,62,34,27,100,58,78,67,100,100,100,93,27,100,100,65,100,75,2,20,25,0,25,15,0,0,0,0,0,0,0,0,70,21,23,0,6,23,53,13,0,54,53,95,0,0,9,11,12,99,40,99,100,100,0,67,0,30,0,100,99,99,100,98,99,100,82,0,1,1,0,3,1,0,2,0,0,0,0,0,1,1,0,0,2,1,66,0,99,88,2,0,0,37,1,0,1,0,1,89,0,63,1,2,43,2,1,0,63,100,98,99,100,0,1,0,86,0,1,99,0,0,99,98,0,1,86,87,68,99,100,99,1,0,97,88,98,0,99,100,98,99
Mating,0,0,100,100,0,57,0,58,0,11,0,0,3,0,0,1,4,0,0,11,63,80,28,53,0,0,0,0,0,0,90,0,0,0,12,28,0,57,0,61,26,0,0,14,0,0,0,8,36,85,39,0,4,0,0,8,9,0,62,66,0,7,5,0,9,6,70,0,85,100,100,0,58,0,71,0,0,0,1,0,100,1,0,98,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,2,0,1,0,0,1,1,1,0,2,0,1,0,95,0,0,0,1,1,0,1,58,1,1,0,1,1,0,1,0,0,0,1,1,1,0,0,1,1,0,100,91,0,1,0,0,0,1,0,99,0,0,98,0,1,0,90,0,99,0
Conflict,29,79,36,11,9,79,13,6,17,73,10,24,25,2,100,100,100,100,12,15,72,0,0,12,7,10,27,8,0,5,19,0,1,0,7,1,26,6,6,11,68,100,99,10,17,4,30,7,24,1,8,24,2,16,6,18,19,0,0,0,0,13,4,6,100,0,5,6,0,7,0,0,8,100,79,1,65,65,65,76,65,73,91,14,37,57,42,57,13,53,35,42,100,100,100,100,22,70,29,57,56,56,54,58,0,57,57,0,14,2,56,0,7,0,74,82,0,9,60,100,100,25,97,55,35,18,90,78,100,30,27,44,16,2,100,0,76,33,13,76,84,0,74,65,64,96,71,65,66,0,15,65,11,72,100,69,70,67,19
Negotiation,58,66,0,65,65,83,3,55,61,0,0,22,100,100,100,72,70,17,10,0,0,62,14,68,57,0,56,10,11,4,78,7,16,62,7,57,34,0,86,69,0,0,34,100,72,0,20,63,57,61,56,0,2,22,7,20,18,0,0,7,0,15,10,24,0,0,62,0,35,69,84,10,14,0,24,7,1,1,1,1,0,74,0,0,0,1,0,0,62,1,99,84,0,98,94,97,0,66,98,70,64,1,1,2,0,0,0,1,1,1,0,0,0,0,81,0,1,100,0,0,1,1,66,1,0,1,0,0,0,1,2,0,0,2,1,0,96,1,0,1,0,0,1,1,1,0,1,23,1,0,1,0,0,58,0,1,0,100,1
Coercion,0,0,0,0,0,0,0,0,68,99,71,64,68,6,97,99,100,100,36,0,69,0,27,0,0,0,0,0,0,27,0,0,0,0,0,61,64,31,30,76,31,100,100,58,68,29,27,4,34,1,0,68,21,40,28,20,26,33,0,0,0,47,38,0,83,60,0,33,0,14,0,17,0,100,35,26,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,100,100,99,98,0,1,1,0,0,0,0,2,1,1,1,0,0,1,1,0,0,1,1,100,0,0,0,99,100,0,0,0,1,1,1,0,0,0,0,1,1,0,99,0,1,0,0,1,1,0,1,0,0,98,1,0,0,1,0,0,1,1,100,1,1,0,1
Importance for society,58,66,33,34,17,28,17,61,77,100,100,83,76,62,35,8,36,1,65,63,35,60,26,39,27,21,24,26,16,32,36,33,29,21,25,68,38,88,66,9,94,100,87,100,65,100,36,60,65,31,69,82,67,77,58,66,83,70,39,41,25,37,23,66,26,19,22,0,38,11,14,38,0,12,32,57,1,1,1,1,0,1,0,1,98,1,98,0,1,98,98,99,1,1,99,99,97,99,98,98,99,98,98,98,1,0,98,99,97,1,1,1,1,100,1,1,0,98,1,0,0,0,1,99,99,98,1,1,1,1,2,1,2,62,1,1,0,0,0,99,0,1,1,1,1,2,1,1,1,0,1,99,0,2,0,0,2,99,1
Importance for individuals,100,100,100,100,100,24,79,67,39,16,79,70,34,100,5,14,11,0,100,71,12,100,30,100,66,100,100,83,100,75,58,100,59,100,73,55,13,60,33,0,28,78,66,61,65,73,2,67,38,0,62,74,0,11,64,76,60,72,100,100,97,24,0,67,0,23,100,62,0,100,100,25,100,14,20,28,88,99,97,98,96,100,94,55,14,60,64,73,59,65,90,67,25,10,31,24,62,65,0,26,26,67,71,99,12,65,69,12,12,55,74,5,32,2,19,59,69,1,82,71,62,13,0,63,69,58,98,98,89,90,37,0,22,26,29,6,83,38,71,98,27,1,67,98,78,69,13,100,99,6,96,98,98,93,85,89,98,99,80
Affiliation Coalition,67,61,71,75,94,60,90,84,67,40,65,68,71,99,0,0,0,0,56,80,40,100,76,93,100,76,95,93,73,64,74,100,78,100,100,57,74,65,82,36,60,39,39,58,65,80,95,60,63,72,83,59,29,59,72,69,95,61,80,100,100,39,67,64,0,60,99,100,99,91,94,89,100,0,69,69,100,99,99,99,99,99,99,0,98,98,99,99,100,98,99,99,1,0,0,99,98,100,100,98,99,99,99,99,100,99,100,100,99,100,100,99,100,100,99,0,97,99,98,1,2,99,99,99,99,99,98,99,99,98,100,98,100,100,0,1,99,99,98,99,0,99,100,99,99,0,99,100,99,98,98,100,99,100,0,97,100,98,100
Occupational,0,0,0,0,2,0,0,100,87,100,100,100,100,100,60,0,76,0,100,77,59,0,10,5,2,4,0,0,4,0,2,21,0,0,0,100,69,100,100,66,0,90,85,100,0,88,0,86,0,71,85,100,66,14,71,54,60,71,24,5,0,68,63,70,0,9,0,11,0,0,0,2,0,0,80,0,0,1,1,0,0,1,0,1,100,99,98,100,98,99,99,100,0,64,100,98,100,99,100,100,100,99,100,99,99,99,100,100,100,100,99,100,98,100,99,99,100,100,100,0,1,0,99,99,99,100,0,1,0,1,98,99,99,98,100,0,2,0,100,1,0,1,1,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0
Activeness,91,98,85,90,79,9,85,85,67,79,67,96,89,67,1,20,0,0,62,74,27,86,0,95,69,92,80,81,82,0,73,90,20,76,57,73,60,80,80,76,94,76,86,85,26,8,59,82,74,89,96,77,79,69,70,71,66,79,91,98,100,79,79,80,4,0,85,0,83,74,94,68,95,78,36,59,97,98,92,93,98,92,91,95,93,93,88,93,92,94,94,98,93,97,99,94,100,97,98,89,96,95,93,93,96,98,98,5,93,0,94,8,94,2,96,1,99,93,91,94,92,95,94,1,98,96,93,93,94,97,92,1,0,89,93,1,92,3,99,98,3,93,94,89,73,96,99,96,92,93,97,99,92,94,99,96,93,93,96
Endurance,100,100,100,100,100,85,100,58,34,68,15,79,0,88,60,68,62,68,100,68,64,100,83,90,100,100,83,100,93,69,85,100,82,100,89,100,66,75,17,62,35,18,13,0,79,10,62,91,66,72,76,73,0,82,66,78,10,0,87,100,28,0,0,70,65,74,100,71,100,100,100,67,22,25,62,62,98,99,100,1,99,99,100,99,98,100,98,99,100,99,58,2,1,56,0,98,0,60,99,2,0,99,100,99,1,99,99,99,99,99,100,99,1,0,1,99,0,0,99,99,98,0,99,99,100,99,98,99,98,100,99,98,98,99,99,1,99,99,99,99,99,2,100,99,99,99,99,98,99,99,99,98,99,99,99,99,100,100,99
Synchronicity,69,61,66,66,100,11,17,81,100,100,100,100,93,62,28,41,56,65,100,65,65,100,71,100,40,55,65,0,68,0,93,56,11,68,61,71,68,86,81,90,87,93,91,64,32,66,100,67,62,79,81,100,100,18,77,89,89,100,100,100,100,100,89,90,100,0,100,0,94,88,75,100,100,78,39,55,100,99,99,98,99,98,100,0,99,99,100,99,99,99,99,99,100,99,99,100,99,99,99,100,100,98,100,98,99,100,100,99,100,99,99,98,99,98,100,99,98,98,99,100,99,100,0,99,99,99,100,100,100,100,99,100,2,100,99,99,98,0,99,99,99,99,100,100,100,99,100,99,99,0,99,100,100,99,100,99,99,0,100
Spatial Distance,69,80,100,100,100,14,16,81,73,90,98,100,100,80,37,21,58,70,85,69,62,82,9,81,79,100,84,83,70,0,100,92,0,100,63,72,57,83,95,70,88,71,66,90,100,73,64,85,80,82,81,82,66,24,80,91,71,64,94,100,81,68,79,65,84,0,99,6,96,100,100,96,87,74,67,69,99,99,100,99,100,100,98,0,98,98,99,100,98,99,99,99,100,99,99,100,100,99,99,100,100,100,100,99,99,100,98,100,18,99,100,99,99,100,100,100,99,68,99,99,100,99,0,100,98,100,100,100,100,100,100,0,1,99,2,65,100,100,0,99,0,2,100,98,99,99,100,100,100,1,99,100,99,98,99,100,99,1,59
