,parent and child,parent and teenager,wife and husband,fiance and fiancee,siblings,divorced spouses,a person and their in laws,employer and employee,interviewer and job applicant,guard and prisoner,nurse and patient,therapist and patient,salesperson and customer,business partners,opposing negotiators,political opponents,business rivals,enemies,teacher and student,professor and graduate student,master and servant,close friends,casual acquaintances,teammates in sports,second cousins,grandparent and grandchild,foster parent and foster child,godparent and godchild,step grandparent and step grandchild,ancestor and descendant,man and his mistress,step siblings,distant relatives,twins,a person and their family friends,manager and staff,union leader and union member,manager and assistant,entrepreneur and investor,drug dealer and addict,victim and witness,criminal and police officer,criminal and prosecutor,customer and businessman,representative and citizen,officer and soldier,religious followers,reader and writer,reviewer and writer,sugar daddy and sugar baby,director and performer,psychologist and client,judge and contestant,man and god,university student and administrator,student and dorm resident assistant,athletic trainer and trainee,researcher and research subject,peers,classmates,bride and bridesmaid,guest and host,television host and guest,volunteer and organizer,bully and victim,a person and their social media follower,childhood friends,pen friends,friends with benefits,life partners,soul mates,church members,fans of the same sports team,fans of opposing sports teams,superior and subordinate,a monarch and their minister,cousins,parent and infant,step parent and step child,bride and groom,man wife and man mistress,brother and sister,close relatives,a person and their deceased spouse,foreman and laborer,owner and manager,chief and deputy,supervisor and subordinate,boss and secretary,intern and employee,lawyer and client,judge and lawyer,victim and criminal,criminal and hostage,defendant and plaintiff,police officer and offender,police officer and civilian,parole officer and parolee,consultant and client,chef and customer,customer and server,doctor and patient,doctor and nurse,patient and caretaker,driver and passenger,coach and athlete,team captain and team members,club member and club president,politician and supporter,leader and follower,babysitter and infant,religious leader and congregant,prostitute and customer,guide and tourist,athlete and referee,slave and master,performer and audience,dealer and buyer,co workers,sports rivals,romantic rivals,criminal and their accomplice,diplomats,principal and teacher,professor and teaching assistant,mentor and mentee,roommates,sorority sisters,fraternity brothers,groom and groomsman,predecessor and successor,landlord and tenant,landlord and housekeeper,celebrity and fans,celebrity and haters,native and tourist,friends,facebook friends,political allies,romantic lovers,ex lovers,strangers,neighbors,aunt and niece/nephew,uncle and niece/nephew,frenemies,half siblings,adoptive parents and adopted kids,mother and infant,alumni,confidants,a person and their significant other,companions,playmates,competitors in sports,a person and their crush,cohabitants,long distance lovers,brothers in arms
Concreteness,0,1,0,2,1,16,0,85,84,10,32,75,98,89,91,73,84,0,0,44,77,1,3,0,4,2,3,1,1,3,0,3,1,1,0,86,73,82,91,87,1,0,84,80,76,82,1,20,75,87,3,43,71,0,27,20,74,74,0,1,0,63,75,15,1,25,0,0,1,2,1,1,1,0,69,1,0,0,0,0,0,0,0,0,100,100,100,99,100,100,100,100,67,86,100,100,100,99,100,100,100,87,100,0,20,0,0,11,86,0,0,23,99,100,91,99,0,100,100,0,0,100,100,100,100,25,0,0,0,0,78,100,100,0,0,14,0,0,100,0,0,48,0,0,0,0,0,0,0,8,0,0,0,0,26,0,12,0,0
Uniqueness,99,98,98,99,100,100,100,35,1,0,30,58,0,74,0,66,16,0,27,89,82,100,2,84,92,99,84,100,99,100,99,100,68,100,99,39,77,99,84,18,81,19,19,0,0,67,1,1,62,98,24,68,21,0,64,19,20,15,1,0,93,0,1,68,20,1,92,91,78,99,100,2,12,0,9,23,91,100,100,100,90,100,99,100,19,71,0,5,63,12,3,0,19,13,0,0,0,9,0,0,0,19,68,10,0,77,77,17,0,0,0,5,0,0,0,14,0,0,16,0,95,90,3,14,9,16,30,89,91,86,70,0,0,0,14,0,100,0,0,100,80,0,19,90,100,19,92,100,99,0,93,100,89,93,26,100,21,100,70
Love Expression,99,74,99,100,90,17,54,1,0,0,19,9,1,0,1,0,1,0,33,0,0,99,0,64,14,90,63,78,68,1,100,89,22,99,70,1,0,24,0,3,0,0,0,8,0,0,18,1,1,61,0,0,1,56,1,13,0,0,0,0,62,26,0,0,0,10,88,58,76,99,100,1,16,3,1,0,86,100,98,100,0,98,100,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,20,12,11,19,6,25,0,0,0,0,0,0,0,0,0,0,0,0,0,7,18,78,68,69,27,0,0,67,0,0,80,27,7,100,0,0,8,90,73,0,100,100,100,0,84,99,95,67,0,75,10,97,63
Information Exchange,99,100,67,99,76,21,59,77,65,10,69,100,18,99,80,81,89,64,99,99,2,68,0,63,0,100,83,86,94,8,64,87,1,88,67,77,94,73,85,7,16,5,66,9,23,91,25,82,99,72,96,96,4,99,57,79,99,70,65,55,72,20,15,84,70,60,70,57,10,84,98,57,73,0,58,31,36,87,97,9,1,60,77,1,92,20,89,97,90,82,90,81,8,0,1,0,17,3,89,17,2,95,61,68,1,97,91,71,18,97,75,99,1,86,0,1,25,7,22,7,0,24,77,78,98,99,10,36,17,22,98,0,1,69,0,5,20,55,71,8,0,0,19,66,71,3,37,91,87,3,31,43,34,12,1,2,13,64,40
Money Exchange,0,0,0,0,0,15,0,100,90,1,61,94,100,100,99,0,99,1,1,24,77,0,0,0,0,0,0,0,0,0,0,1,1,0,0,100,69,100,100,100,0,0,81,100,60,1,0,0,0,99,0,97,27,0,44,0,95,75,0,0,0,26,0,1,0,38,0,0,1,0,1,0,0,0,84,1,1,0,0,0,0,0,0,0,89,75,6,83,92,1,100,1,0,76,0,0,0,0,99,83,99,70,0,18,0,0,0,22,94,33,0,73,100,91,0,0,78,100,0,0,0,76,20,77,1,0,24,12,6,0,78,100,90,18,0,0,0,0,19,0,22,48,0,0,0,15,0,0,0,65,0,0,0,0,23,0,19,0,0
Goods Exchange,0,1,0,0,0,10,1,74,0,1,0,0,99,73,70,0,1,0,0,0,100,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,7,86,72,100,0,0,0,94,0,0,1,0,0,75,0,0,25,0,0,0,0,0,14,0,1,23,0,21,87,0,0,89,0,0,0,0,1,1,85,0,0,0,0,0,0,0,0,0,78,20,0,0,26,71,0,0,80,100,0,0,0,0,24,100,100,21,0,0,0,0,0,78,22,0,0,78,21,77,0,100,0,100,0,0,0,22,0,18,70,0,27,0,0,0,75,78,100,25,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Service Exchange,65,22,1,0,1,2,26,90,4,73,84,64,87,5,4,3,0,1,34,59,100,3,1,2,3,0,21,1,1,16,62,0,0,1,3,72,6,88,79,24,30,82,81,77,91,28,1,17,59,96,30,61,10,45,1,19,34,68,3,1,14,7,26,74,99,0,2,1,3,0,2,2,4,0,86,71,0,0,0,0,0,0,0,0,64,0,0,69,82,87,100,9,92,100,0,0,0,19,100,93,22,74,0,80,74,79,0,22,81,24,0,62,100,68,0,99,0,97,0,0,0,0,12,0,11,76,0,0,0,0,65,86,76,77,0,0,0,0,61,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Attachment,100,99,99,100,99,16,60,0,0,1,0,63,0,57,0,0,0,0,1,22,0,99,1,62,0,89,71,70,87,20,98,81,20,100,82,0,25,0,1,16,1,1,0,0,1,11,59,0,0,86,1,13,0,76,1,0,6,0,1,0,76,0,2,23,0,0,99,67,78,99,100,8,17,1,6,1,86,100,92,100,12,100,100,94,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,4,18,64,0,61,68,19,20,64,19,31,0,0,0,0,11,0,21,23,24,6,0,5,0,32,27,77,69,93,25,0,0,63,25,0,90,22,22,100,26,0,21,85,83,54,97,94,100,32,87,100,100,73,0,87,23,96,71
Mating,100,100,100,100,0,65,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,38,0,0,100,100,100,99,80,100,0,18,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,19,0,0,0,0,20,1,0,0,0,0,0,0,0,16,100,100,100,0,0,0,0,0,0,97,94,100,18,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,22,0,0,0,0,0,0,83,92,0,1,100,0,0,0,60,0,100,1
Conflict,10,61,10,26,32,77,35,8,3,89,0,2,17,39,100,99,97,98,37,19,100,0,0,0,1,0,14,0,0,0,9,10,0,12,0,7,4,19,24,66,4,99,98,41,40,14,0,0,21,11,2,1,3,72,21,5,20,10,0,0,5,1,1,7,99,4,0,0,1,0,0,9,10,98,60,19,4,0,2,0,70,2,0,0,10,14,5,1,3,6,0,8,100,100,81,100,7,100,11,15,0,1,0,3,0,1,2,1,1,11,0,2,18,3,60,100,0,13,15,78,98,12,62,0,1,3,16,6,3,0,0,59,10,1,92,14,1,22,4,8,99,23,11,3,2,70,1,2,0,12,0,2,2,0,79,5,2,0,0
Negotiation,34,40,88,87,91,60,73,22,31,15,9,33,80,95,98,69,82,11,6,74,2,83,57,83,28,7,9,2,6,2,87,90,2,86,73,43,71,25,85,81,32,0,30,84,65,40,4,14,2,84,35,3,15,26,1,30,44,15,71,81,53,29,15,33,4,5,77,6,79,94,74,16,3,9,2,20,62,0,0,80,22,79,70,0,18,78,74,0,0,0,100,100,0,64,100,20,0,12,85,21,22,10,19,19,21,20,68,72,70,0,0,0,80,0,66,0,0,100,100,0,68,100,100,65,24,76,87,70,74,50,69,73,0,0,0,56,80,23,100,79,15,21,73,20,13,68,65,9,0,50,71,100,83,71,23,22,100,86,72
Coercion,62,75,1,2,23,74,12,3,19,78,2,0,9,26,73,65,26,88,33,5,96,0,0,17,1,1,21,0,0,0,26,22,0,14,0,29,1,17,14,69,0,82,18,15,3,39,3,0,0,22,18,0,0,1,1,2,15,0,1,0,10,0,1,0,99,1,0,0,0,1,1,0,3,78,38,0,0,1,0,0,67,11,0,0,6,3,0,4,5,1,0,13,99,99,11,81,26,61,0,0,0,0,0,0,2,0,0,10,20,28,0,22,13,1,27,100,0,11,1,63,67,63,24,0,0,2,0,0,0,0,14,12,10,23,69,0,0,0,3,0,69,2,1,0,0,77,1,0,0,0,1,0,0,0,71,0,9,0,0
Importance for society,1,10,0,0,2,10,0,62,8,76,78,40,37,60,5,56,14,0,75,12,0,0,0,0,0,0,30,0,0,0,0,2,1,1,0,13,65,73,31,0,64,87,21,65,81,68,0,1,10,0,12,24,0,17,27,85,5,26,0,1,0,0,2,34,0,0,0,0,0,0,0,0,0,0,0,28,0,9,1,10,0,0,15,7,67,73,100,19,66,85,84,92,85,100,97,83,100,88,66,21,63,95,100,26,21,7,14,21,97,22,58,55,19,0,12,76,58,62,65,1,0,62,100,78,71,5,0,14,5,1,22,56,17,58,59,75,1,0,95,0,0,0,28,1,2,0,0,12,22,21,0,18,1,0,0,1,0,0,100
Importance for individuals,100,96,100,100,99,67,60,14,0,20,2,57,0,80,21,62,23,73,32,42,99,98,0,66,25,93,64,40,70,17,95,95,18,100,78,16,36,13,58,84,32,19,66,5,34,63,41,17,16,82,13,59,7,53,1,3,13,5,7,18,79,19,6,38,70,13,99,65,80,100,100,73,59,59,24,14,68,100,93,99,67,97,92,94,0,2,0,0,1,74,3,6,4,4,9,13,19,23,2,0,3,2,14,91,0,77,79,73,61,67,5,79,1,1,1,81,2,0,62,15,10,12,39,16,9,70,65,76,68,96,20,11,0,89,3,1,93,0,64,94,15,0,19,68,77,28,78,100,99,58,83,99,60,76,1,58,68,82,71
Affiliation Coalition,98,80,99,100,99,14,89,83,84,1,86,57,71,98,0,0,1,1,79,100,0,98,63,98,73,92,100,80,96,95,95,98,64,99,85,74,99,80,67,77,70,0,0,79,55,95,96,93,73,72,95,55,76,53,78,80,79,76,95,87,97,82,74,94,0,72,97,80,94,100,100,97,97,1,71,98,91,100,92,96,1,89,100,100,87,87,86,79,57,97,98,47,0,0,0,0,59,0,75,53,61,62,93,75,3,96,100,100,100,99,86,96,1,55,0,0,53,35,100,0,0,98,88,97,92,99,62,100,100,100,97,0,0,100,0,48,94,79,99,83,0,23,68,94,96,0,94,100,99,100,89,100,87,88,2,60,86,83,99
Occupational,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,99,100,18,100,100,100,0,0,20,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,99,0,100,100,100,100,100,0,73,100,22,100,100,100,0,100,99,100,100,0,0,0,100,100,84,0,24,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,0,0,100,100,100,100,100,100,100,100,100,77,23,76,0,79,76,21,100,77,100,100,76,74,91,100,100,0,0,85,100,100,100,92,0,0,0,0,21,100,100,15,21,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,79
Activeness,78,84,73,66,61,27,75,80,85,81,90,68,82,90,87,78,42,21,84,70,93,93,5,84,17,49,88,65,61,6,91,43,7,81,61,63,71,69,95,90,76,78,97,90,38,80,12,75,93,90,96,84,36,13,31,30,93,79,9,15,83,69,67,89,80,35,72,94,86,85,80,13,7,2,77,66,10,77,86,100,97,20,17,18,100,75,99,99,99,100,100,100,21,29,100,100,21,20,100,100,91,100,82,99,100,100,100,100,100,100,84,100,100,100,99,22,99,99,18,69,100,100,82,99,100,100,100,88,86,99,89,97,91,25,79,33,99,84,98,100,74,0,20,14,14,100,12,82,91,20,100,100,80,100,87,19,94,99,22
Endurance,100,93,100,99,100,72,89,21,2,19,2,75,2,64,13,20,28,82,19,20,16,99,39,29,99,100,10,99,98,98,23,100,94,100,94,19,60,19,21,18,6,1,7,2,22,20,66,58,6,31,16,65,2,97,3,7,20,1,71,10,10,4,6,8,18,22,99,60,21,99,99,65,71,63,16,69,100,100,100,100,24,100,100,100,25,24,18,10,20,0,0,3,0,0,0,0,22,0,0,0,0,9,59,8,0,14,11,21,78,59,25,63,0,0,0,16,0,0,28,75,0,0,26,0,0,13,0,73,72,79,76,0,14,76,69,0,91,59,67,76,75,48,23,100,100,81,100,100,100,65,85,100,85,75,22,24,10,78,26
Synchronicity,100,100,99,99,99,100,99,100,100,100,98,100,100,98,100,100,100,100,100,100,99,100,80,99,99,100,99,97,100,7,99,97,82,100,100,100,99,95,99,99,94,100,100,99,99,94,55,13,99,100,99,100,97,100,100,100,99,100,86,85,100,100,100,100,100,99,100,99,100,100,99,57,18,10,98,100,100,100,100,100,74,100,100,23,99,100,84,100,100,100,100,68,100,100,100,100,55,100,97,99,100,100,100,100,100,100,100,100,87,88,100,100,100,100,100,100,19,100,100,73,79,100,100,100,100,100,100,75,73,100,0,100,100,100,91,74,79,79,79,100,9,51,100,100,100,100,86,100,100,53,100,100,87,100,98,100,100,86,75
Spatial Distance,99,97,98,99,98,26,40,80,87,87,95,90,85,78,83,59,10,12,93,91,90,98,59,89,27,99,96,98,98,1,100,98,4,99,81,85,58,86,66,92,97,95,89,58,16,87,34,2,1,98,89,95,84,0,24,84,90,86,89,88,98,83,82,75,83,2,91,0,100,100,100,77,57,24,91,63,79,100,97,100,0,88,79,0,78,90,79,91,100,93,92,82,100,100,91,99,0,61,91,100,100,100,100,100,100,95,97,85,0,25,100,90,100,88,93,92,100,99,100,11,1,91,23,81,71,90,100,79,87,100,22,69,96,1,0,90,84,9,23,100,11,0,88,78,88,87,96,99,100,22,98,98,89,100,93,81,100,0,66
