,parent and child,parent and teenager,wife and husband,fiance and fiancee,siblings,divorced spouses,a person and their in laws,employer and employee,interviewer and job applicant,guard and prisoner,nurse and patient,therapist and patient,salesperson and customer,business partners,opposing negotiators,political opponents,business rivals,enemies,teacher and student,professor and graduate student,master and servant,close friends,casual acquaintances,teammates in sports,second cousins,grandparent and grandchild,foster parent and foster child,godparent and godchild,step grandparent and step grandchild,ancestor and descendant,man and his mistress,step siblings,distant relatives,twins,a person and their family friends,manager and staff,union leader and union member,manager and assistant,entrepreneur and investor,drug dealer and addict,victim and witness,criminal and police officer,criminal and prosecutor,customer and businessman,representative and citizen,officer and soldier,religious followers,reader and writer,reviewer and writer,sugar daddy and sugar baby,director and performer,psychologist and client,judge and contestant,man and god,university student and administrator,student and dorm resident assistant,athletic trainer and trainee,researcher and research subject,peers,classmates,bride and bridesmaid,guest and host,television host and guest,volunteer and organizer,bully and victim,a person and their social media follower,childhood friends,pen friends,friends with benefits,life partners,soul mates,church members,fans of the same sports team,fans of opposing sports teams,superior and subordinate,a monarch and their minister,cousins,parent and infant,step parent and step child,bride and groom,man wife and man mistress,brother and sister,close relatives,a person and their deceased spouse,foreman and laborer,owner and manager,chief and deputy,supervisor and subordinate,boss and secretary,intern and employee,lawyer and client,judge and lawyer,victim and criminal,criminal and hostage,defendant and plaintiff,police officer and offender,police officer and civilian,parole officer and parolee,consultant and client,chef and customer,customer and server,doctor and patient,doctor and nurse,patient and caretaker,driver and passenger,coach and athlete,team captain and team members,club member and club president,politician and supporter,leader and follower,babysitter and infant,religious leader and congregant,prostitute and customer,guide and tourist,athlete and referee,slave and master,performer and audience,dealer and buyer,co workers,sports rivals,romantic rivals,criminal and their accomplice,diplomats,principal and teacher,professor and teaching assistant,mentor and mentee,roommates,sorority sisters,fraternity brothers,groom and groomsman,predecessor and successor,landlord and tenant,landlord and housekeeper,celebrity and fans,celebrity and haters,native and tourist,friends,facebook friends,political allies,romantic lovers,ex lovers,strangers,neighbors,aunt and niece/nephew,uncle and niece/nephew,frenemies,half siblings,adoptive parents and adopted kids,mother and infant,alumni,confidants,a person and their significant other,companions,playmates,competitors in sports,a person and their crush,cohabitants,long distance lovers,brothers in arms
Concreteness,51,51,52,35,0,65,14,87,51,89,100,17,72,68,33,3,49,14,20,35,91,0,16,0,0,36,51,51,0,0,37,49,19,49,0,84,52,67,70,87,0,66,33,89,35,69,12,21,15,67,51,33,0,0,86,70,70,34,49,21,16,34,0,66,13,12,0,37,66,49,0,19,0,0,69,89,0,75,0,0,19,0,0,0,100,100,100,90,100,100,100,70,100,83,100,88,100,100,100,100,80,77,67,100,100,25,18,26,24,0,69,8,100,81,23,100,80,100,23,21,0,79,37,100,21,44,37,0,0,0,0,100,100,0,0,26,0,0,36,19,0,0,0,0,0,0,0,35,32,0,0,0,0,0,35,0,77,0,0
Uniqueness,98,86,96,98,100,92,63,33,19,0,18,94,0,58,34,16,36,67,0,100,11,87,0,37,39,91,68,83,65,0,87,68,33,100,68,36,0,85,36,0,66,0,0,0,0,20,15,0,0,100,35,92,0,50,0,26,69,36,0,24,85,0,67,0,66,19,66,87,85,99,100,0,18,0,0,22,33,100,81,100,84,100,100,100,29,72,100,30,75,19,75,15,100,76,100,48,15,25,34,15,27,100,31,77,17,83,69,74,67,26,100,30,24,24,21,0,0,0,25,30,81,72,82,26,67,71,25,24,24,78,68,16,29,0,15,0,86,35,81,100,68,0,26,100,87,80,88,90,100,0,80,100,100,68,33,79,70,100,21
Love Expression,100,100,100,100,85,60,76,0,0,0,0,0,24,0,0,0,0,0,0,0,0,63,0,58,40,100,65,67,58,32,76,42,0,100,62,0,0,0,0,0,0,0,0,0,0,0,32,43,0,79,34,0,0,72,0,23,0,0,48,0,78,0,0,0,0,0,66,54,85,100,100,81,40,0,0,0,66,96,90,97,78,83,95,95,25,28,17,0,23,2,5,16,11,2,5,9,13,16,4,42,62,68,38,85,30,47,53,61,58,57,66,82,46,60,13,4,64,2,35,24,73,15,28,32,37,45,49,81,84,93,46,4,12,71,22,39,82,57,37,100,95,24,58,94,88,23,73,97,100,57,69,96,77,66,25,96,55,96,71
Information Exchange,85,73,93,96,80,78,82,93,59,33,69,91,30,95,34,1,1,2,96,100,56,100,56,80,45,67,72,86,38,36,54,55,59,98,74,91,73,69,66,12,46,29,41,87,67,80,59,74,75,32,74,87,71,40,87,52,83,76,58,90,83,85,68,67,0,56,69,85,75,96,90,63,57,48,93,24,23,79,51,24,51,51,50,0,79,80,80,81,99,100,100,100,0,22,26,51,26,79,100,24,83,100,100,100,50,79,80,79,83,77,80,81,24,100,25,0,77,25,78,0,0,79,100,100,100,100,51,25,51,24,79,25,79,50,23,50,78,50,100,79,25,0,50,24,49,0,51,80,79,51,100,50,51,51,0,25,51,100,50
Money Exchange,29,13,9,3,2,60,8,100,100,61,89,67,99,100,70,39,99,47,9,63,100,9,31,35,4,4,20,0,2,0,27,11,43,1,3,100,68,100,99,99,28,61,37,100,27,78,40,27,67,94,69,64,84,3,78,44,78,63,28,17,0,44,85,29,44,44,18,23,2,3,2,20,2,9,93,91,0,0,0,0,22,0,0,0,100,100,75,87,100,100,100,70,64,86,86,22,20,23,99,100,100,73,68,36,51,67,34,69,72,21,67,23,100,86,17,100,38,100,100,34,0,86,77,36,85,21,66,20,33,0,22,100,100,37,21,69,0,0,66,0,0,0,35,0,0,0,0,19,0,71,0,0,0,0,33,0,36,0,21
Goods Exchange,0,0,0,0,0,34,0,100,100,0,77,50,100,70,79,0,0,0,74,77,79,0,50,0,0,0,0,0,0,0,21,0,0,0,0,100,40,100,100,100,0,0,0,99,84,78,0,0,95,100,55,86,74,62,74,27,77,72,0,15,18,27,21,76,0,61,0,0,30,0,0,27,0,0,100,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,78,81,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,100,25,0,0,0,100,0,0,0,51,0,0,23,0,0,0,0,0,0,100,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Service Exchange,13,13,15,12,0,32,12,88,69,65,91,91,88,83,13,0,14,0,89,91,100,16,0,68,0,14,55,13,0,0,35,0,0,0,15,84,89,88,85,99,36,34,69,100,80,98,68,68,68,82,75,90,39,50,87,89,81,64,16,16,66,65,69,66,0,12,13,0,49,14,12,65,36,0,66,88,0,73,0,0,28,0,0,0,100,100,100,100,100,100,100,30,0,100,0,0,100,100,100,100,100,100,100,100,50,67,70,26,100,76,75,0,100,78,21,100,77,100,68,0,0,100,78,72,100,68,25,24,26,24,73,29,100,74,0,0,0,0,78,0,0,0,26,0,0,0,0,73,69,0,27,0,0,0,0,0,24,0,100
Attachment,100,80,92,98,84,46,57,20,9,0,42,67,0,41,9,11,8,1,54,19,3,71,35,60,54,74,55,68,59,32,94,67,55,91,58,38,10,0,5,27,16,0,0,28,17,8,65,59,29,61,44,64,0,93,5,53,30,10,26,44,75,65,36,52,1,56,68,47,74,95,96,62,41,0,33,34,65,100,83,99,86,92,89,99,20,25,24,11,32,17,27,16,27,7,23,12,13,10,57,56,59,65,56,75,2,70,66,54,64,69,100,60,37,12,23,3,69,21,0,12,36,22,19,19,60,64,39,82,87,95,60,17,8,69,58,18,94,72,67,99,19,0,40,91,86,19,80,99,99,15,74,99,70,61,64,96,24,98,78
Mating,0,0,0,100,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,85,7,0,0,68,0,0,0,0,0,0,70,0,0,0,0,0,0,0,100,100,0,56,0,0,0,0,0,100,79,99,65,0,0,84,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,22,0,0,0,0,0,81,29,100,0,0,91,0,0,0,83,0,84,0
Conflict,14,24,17,17,33,69,37,40,31,84,24,0,39,25,100,100,100,100,37,27,72,17,0,16,11,18,37,16,27,0,37,31,24,19,11,39,13,24,24,68,67,100,100,39,24,24,16,15,34,24,28,12,38,17,38,25,39,0,0,38,17,0,36,20,100,17,34,13,16,0,15,14,0,85,25,68,19,13,33,0,29,31,10,0,19,15,18,14,14,15,14,32,100,100,100,100,31,69,12,14,15,0,13,0,17,15,14,0,29,15,1,14,12,3,70,100,18,35,34,100,100,34,19,17,15,14,34,31,40,0,17,74,31,14,100,70,18,19,0,16,70,28,33,15,12,100,49,14,8,0,0,9,14,17,100,0,35,12,15
Negotiation,26,12,6,23,18,85,6,100,84,62,21,33,80,35,100,91,86,68,13,66,75,17,40,25,13,10,14,0,8,8,5,33,13,8,7,72,82,65,75,84,36,24,100,94,80,62,13,1,76,85,27,39,8,32,62,25,34,8,22,25,12,29,63,62,33,29,0,8,59,3,4,35,8,6,65,23,0,0,0,20,26,0,0,0,83,70,24,100,82,82,81,100,0,100,100,0,77,100,82,23,27,24,79,0,20,24,79,25,79,23,0,23,100,22,83,0,25,100,77,77,0,73,100,26,80,53,82,0,0,0,51,100,79,27,27,0,0,0,82,0,24,0,0,0,0,26,23,23,0,0,0,24,0,24,49,0,77,25,19
Coercion,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,15,90,100,18,0,0,20,0,0,0,21,0,0,0,38,14,0,12,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,33,0,0,0,21,34,36,35,34,17,0,17,99,100,35,87,18,86,0,18,33,14,34,17,0,17,16,0,19,69,0,16,19,19,0,100,17,34,0,0,17,38,35,19,16,34,0,0,0,0,32,20,17,21,0,33,0,0,34,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,33,0,17,0,35
Importance for society,0,0,0,0,0,0,0,79,84,100,97,83,0,0,0,91,0,0,100,78,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,82,88,0,0,17,48,100,82,44,100,76,0,68,100,0,73,67,0,24,62,57,0,100,0,0,0,18,0,90,0,28,0,0,0,0,0,0,0,0,70,29,0,0,0,0,0,0,0,0,0,0,27,0,0,0,100,100,0,0,80,26,100,75,0,28,26,100,100,100,0,0,0,0,77,24,29,25,0,0,0,0,23,0,0,0,0,0,80,100,0,77,0,0,0,0,0,0,0,0,0,0,0,0,28,26,0,28,0,26,27,0,0,77,0,0,0,0,0,0,0,0,0,0,78
Importance for individuals,100,100,100,100,86,67,84,61,34,0,85,88,69,76,59,65,69,48,71,86,34,87,17,68,39,84,86,83,51,35,66,67,69,100,90,34,72,36,77,16,60,0,17,37,36,17,69,68,59,75,66,73,63,68,34,34,69,57,44,34,99,61,56,68,34,14,81,80,69,100,100,63,35,33,16,16,76,100,65,100,91,100,79,100,47,34,68,31,31,30,73,14,91,100,89,51,23,33,77,51,65,100,71,84,31,93,82,74,29,90,86,87,31,64,51,50,86,11,50,29,66,51,65,67,67,88,49,77,13,69,75,24,15,63,51,31,89,14,64,91,51,0,51,89,83,54,65,80,100,61,89,100,76,82,65,80,33,100,60
Affiliation Coalition,88,86,100,100,100,0,84,88,87,0,51,100,51,100,0,0,0,0,100,88,49,100,52,100,63,86,68,88,68,100,87,63,64,100,100,85,100,61,64,100,0,0,0,0,88,100,89,85,67,100,88,100,0,88,33,69,88,34,100,88,100,88,100,100,0,90,100,100,87,100,100,100,100,0,36,35,94,82,99,100,99,82,97,99,99,84,99,97,100,99,75,52,5,51,24,2,52,74,100,55,73,54,90,72,49,98,96,99,97,83,94,88,90,52,47,52,86,52,99,0,53,69,92,97,92,95,51,97,98,100,85,52,52,78,28,52,94,78,100,99,46,25,98,97,99,47,78,89,99,100,78,100,98,94,1,97,79,97,98
Occupational,0,0,0,0,0,0,0,100,100,100,100,81,100,100,100,100,100,49,64,100,100,0,0,37,0,0,4,0,0,0,0,0,0,0,0,100,100,100,100,100,13,100,100,100,100,100,0,76,100,0,41,83,100,0,100,74,100,100,49,50,0,0,100,65,0,29,0,0,0,0,0,0,0,0,100,100,1,0,0,1,3,0,1,0,98,100,100,98,100,100,99,99,64,64,100,84,100,100,98,99,100,100,98,79,49,99,100,82,98,77,78,79,100,99,99,99,99,99,100,100,0,67,99,99,99,100,36,0,0,0,97,99,99,100,99,21,2,30,100,2,0,2,0,0,0,1,0,0,0,24,18,0,0,0,100,0,25,0,100
Activeness,98,66,83,94,92,63,66,69,67,18,36,95,64,90,64,80,35,63,100,96,68,93,68,65,23,80,66,68,67,0,92,37,35,99,87,38,35,67,69,69,67,37,38,34,65,80,17,12,68,85,82,89,38,3,22,38,83,63,23,37,96,91,93,38,76,49,66,72,90,96,98,27,19,17,65,32,25,100,87,100,100,100,83,100,100,80,100,100,100,80,100,91,100,100,100,100,25,100,100,100,100,100,100,100,73,100,100,90,80,70,100,68,90,66,100,79,80,100,19,100,80,100,67,79,100,100,20,33,30,100,72,73,72,34,22,21,100,25,84,100,73,0,22,86,83,78,68,100,100,0,100,100,100,100,70,80,21,100,33
Endurance,100,100,87,90,100,86,67,36,0,34,14,36,0,67,13,12,49,33,33,67,33,88,49,37,100,100,39,83,86,100,65,67,85,100,86,14,35,16,33,13,16,14,14,0,15,34,64,16,34,65,34,34,17,100,16,14,35,13,65,34,84,34,12,16,37,36,65,66,36,100,91,66,64,67,14,82,100,100,50,80,50,100,79,100,50,50,50,50,51,0,50,50,0,0,0,0,50,24,24,24,24,50,50,51,0,50,50,50,51,50,51,50,0,0,24,50,50,50,50,79,51,51,50,50,50,76,50,25,24,0,50,51,50,50,49,22,49,51,50,50,78,51,50,100,100,50,80,79,100,100,50,77,50,51,23,51,51,77,78
Synchronicity,99,99,100,99,99,87,77,60,100,100,99,100,99,98,99,100,100,94,100,100,100,99,63,100,79,45,100,84,74,12,100,100,26,100,100,100,67,100,100,98,16,100,40,27,38,100,11,0,0,99,100,100,100,0,89,85,100,93,100,100,100,100,100,68,84,34,100,100,100,100,93,45,12,19,100,16,71,97,97,100,97,97,83,6,93,91,92,94,97,93,94,13,97,97,95,92,92,97,92,96,98,95,98,98,92,91,98,99,35,95,100,42,97,59,90,95,56,35,11,94,87,75,96,97,95,94,98,6,2,96,47,94,91,30,21,18,92,65,97,97,97,97,97,68,69,98,70,91,100,6,97,98,94,92,97,98,97,88,28
Spatial Distance,0,0,0,0,0,0,0,0,68,100,100,68,100,49,12,18,0,15,86,16,87,0,66,100,0,0,34,0,0,0,88,0,0,0,0,66,67,89,17,100,67,100,66,0,0,85,0,0,0,86,88,66,35,0,86,84,86,65,32,84,35,87,87,67,49,0,0,0,100,0,0,81,52,50,87,32,40,97,88,100,81,89,70,63,100,48,91,50,74,43,75,91,75,90,91,74,82,62,44,55,71,100,96,88,97,82,94,72,51,56,99,61,100,78,85,65,33,48,50,37,82,89,2,63,77,70,93,100,93,100,67,47,28,29,7,77,77,16,51,100,45,36,67,51,34,63,53,97,100,15,59,100,73,81,76,63,91,0,83
