,parent and child,parent and teenager,wife and husband,fiance and fiancee,siblings,divorced spouses,a person and their in laws,employer and employee,interviewer and job applicant,guard and prisoner,nurse and patient,therapist and patient,salesperson and customer,business partners,opposing negotiators,political opponents,business rivals,enemies,teacher and student,professor and graduate student,master and servant,close friends,casual acquaintances,teammates in sports,second cousins,grandparent and grandchild,foster parent and foster child,godparent and godchild,step grandparent and step grandchild,ancestor and descendant,man and his mistress,step siblings,distant relatives,twins,a person and their family friends,manager and staff,union leader and union member,manager and assistant,entrepreneur and investor,drug dealer and addict,victim and witness,criminal and police officer,criminal and prosecutor,customer and businessman,representative and citizen,officer and soldier,religious followers,reader and writer,reviewer and writer,sugar daddy and sugar baby,director and performer,psychologist and client,judge and contestant,man and god,university student and administrator,student and dorm resident assistant,athletic trainer and trainee,researcher and research subject,peers,classmates,bride and bridesmaid,guest and host,television host and guest,volunteer and organizer,bully and victim,a person and their social media follower,childhood friends,pen friends,friends with benefits,life partners,soul mates,church members,fans of the same sports team,fans of opposing sports teams,superior and subordinate,a monarch and their minister,cousins,parent and infant,step parent and step child,bride and groom,man wife and man mistress,brother and sister,close relatives,a person and their deceased spouse,foreman and laborer,owner and manager,chief and deputy,supervisor and subordinate,boss and secretary,intern and employee,lawyer and client,judge and lawyer,victim and criminal,criminal and hostage,defendant and plaintiff,police officer and offender,police officer and civilian,parole officer and parolee,consultant and client,chef and customer,customer and server,doctor and patient,doctor and nurse,patient and caretaker,driver and passenger,coach and athlete,team captain and team members,club member and club president,politician and supporter,leader and follower,babysitter and infant,religious leader and congregant,prostitute and customer,guide and tourist,athlete and referee,slave and master,performer and audience,dealer and buyer,co workers,sports rivals,romantic rivals,criminal and their accomplice,diplomats,principal and teacher,professor and teaching assistant,mentor and mentee,roommates,sorority sisters,fraternity brothers,groom and groomsman,predecessor and successor,landlord and tenant,landlord and housekeeper,celebrity and fans,celebrity and haters,native and tourist,friends,facebook friends,political allies,romantic lovers,ex lovers,strangers,neighbors,aunt and niece/nephew,uncle and niece/nephew,frenemies,half siblings,adoptive parents and adopted kids,mother and infant,alumni,confidants,a person and their significant other,companions,playmates,competitors in sports,a person and their crush,cohabitants,long distance lovers,brothers in arms
Negotiation,63,65,53,49,48,92,59,63,57,0,11,59,73,89,100,95,96,86,56,60,3,44,17,45,25,52,74,48,20,0,70,54,49,51,42,61,51,62,73,68,8,70,93,85,65,6,51,8,73,65,15,51,70,52,51,57,18,38,51,52,7,63,32,66,7,23,49,79,73,51,49,51,6,26,73,85,5,6,5,16,36,5,6,5,7,27,4,35,6,20,81,69,11,65,90,47,6,53,81,33,36,8,4,33,7,6,43,38,86,54,3,15,79,55,47,5,40,94,24,82,6,48,79,5,27,31,30,4,6,12,13,76,5,6,10,12,5,9,30,5,8,3,7,2,5,68,1,10,9,5,21,49,5,8,40,33,39,6,5
Coercion,57,63,2,14,19,60,20,54,58,98,36,25,68,42,93,83,90,95,49,32,93,18,15,8,23,6,36,15,15,5,25,23,3,4,27,78,24,64,36,64,13,98,76,60,58,70,7,56,30,32,29,5,23,6,25,37,56,22,26,36,15,29,40,43,96,10,9,6,24,5,2,3,11,67,62,52,3,1,3,3,2,3,3,2,3,4,2,3,3,2,4,2,95,3,3,96,3,92,3,1,3,1,3,2,3,3,1,4,3,8,3,9,2,1,3,100,3,3,1,18,4,32,59,5,4,37,3,2,2,1,1,31,2,2,21,3,3,2,1,2,3,3,3,4,3,2,3,2,3,2,4,4,2,3,2,3,3,3,2
Importance for society,99,71,88,85,66,15,54,64,55,51,86,68,68,72,60,75,73,38,80,75,13,56,53,70,39,60,88,6,54,54,39,60,24,61,85,68,86,62,63,7,68,64,64,44,77,68,51,64,44,15,55,72,41,52,65,59,29,69,77,69,30,44,43,70,34,35,63,24,10,73,95,69,57,62,57,42,5,96,96,93,10,95,97,8,84,78,61,86,24,77,72,79,14,1,76,81,6,54,85,29,98,92,93,91,79,6,52,66,88,61,99,18,4,30,71,3,86,12,85,36,21,2,55,83,70,78,89,8,4,51,92,6,19,18,5,10,95,0,97,91,5,97,84,90,74,12,61,88,94,14,56,96,97,91,16,20,88,51,70
Importance for individuals,100,82,99,97,90,92,60,70,83,98,97,90,78,54,91,99,83,96,85,90,69,100,16,73,47,87,89,56,80,86,80,89,39,99,65,72,79,61,86,44,61,75,97,61,88,83,47,91,84,78,92,56,44,99,38,61,73,67,52,72,97,54,43,82,65,81,93,86,78,100,99,87,52,71,88,91,76,99,96,99,69,95,97,70,72,98,92,94,77,59,80,69,88,98,61,63,58,74,73,27,35,76,61,75,94,93,92,87,25,95,97,88,41,72,61,98,24,73,58,67,39,97,60,76,92,86,83,85,90,98,48,79,97,8,15,32,99,66,96,98,41,2,69,86,92,46,87,96,98,61,97,98,91,86,16,62,75,97,99
Affiliation Coalition,99,100,99,99,97,28,80,88,96,8,99,98,72,90,1,1,1,0,98,100,2,100,54,100,80,98,99,99,99,98,68,99,79,99,87,89,99,98,68,57,99,1,1,59,95,98,99,99,99,71,100,99,88,99,86,98,99,100,75,99,99,76,74,99,1,72,99,93,99,99,100,99,97,1,71,96,97,97,98,97,97,96,97,96,98,98,96,99,97,98,97,98,2,1,1,0,1,1,96,98,98,96,99,96,98,98,96,99,3,98,95,98,98,96,97,2,97,97,97,1,2,97,7,97,97,97,99,98,97,97,98,98,97,98,98,2,99,49,95,98,2,98,97,97,96,99,99,97,97,98,98,98,99,98,3,96,97,100,97
Occupational,3,2,3,6,4,63,35,99,94,98,97,88,93,96,92,93,93,5,93,64,93,4,23,3,3,4,6,2,4,7,24,15,19,2,9,95,96,97,97,91,94,94,88,94,81,95,59,82,96,51,93,91,75,2,91,77,80,95,49,76,4,92,87,88,77,63,7,33,29,7,3,42,61,73,94,85,4,2,4,1,2,2,4,3,96,94,96,93,97,94,96,97,92,97,96,96,94,96,98,98,96,96,98,97,96,64,66,2,96,93,98,96,97,97,93,98,96,97,99,72,2,96,99,97,96,95,3,4,3,3,96,96,96,95,95,2,4,1,94,3,3,1,2,3,3,16,2,4,3,1,2,2,3,3,68,3,1,2,3
Activeness,15,22,98,97,95,93,34,86,78,6,18,79,20,95,89,95,89,97,75,96,12,91,55,88,67,86,83,60,83,8,97,80,51,84,76,68,76,25,67,65,10,92,14,33,55,44,46,10,93,77,87,75,34,51,13,44,13,10,67,54,26,91,71,90,11,16,82,98,76,98,98,76,68,80,21,83,2,2,98,97,97,2,97,3,97,98,98,97,97,96,97,97,99,96,95,97,41,97,97,97,97,98,99,98,97,96,99,97,96,97,98,96,97,99,99,97,97,98,97,97,96,98,97,98,98,99,98,98,97,97,2,97,97,96,97,98,97,4,65,98,4,97,4,97,97,96,2,98,3,2,98,98,97,99,98,1,98,95,96
Endurance,100,74,99,89,100,75,76,25,11,3,26,70,19,54,58,79,63,83,58,72,41,94,42,64,99,97,83,100,86,98,42,85,72,100,84,22,56,26,35,49,38,17,3,11,11,36,56,65,26,44,26,64,22,91,32,3,48,5,71,29,83,8,23,56,29,43,86,74,35,100,100,63,82,78,49,79,95,96,93,95,51,98,98,94,8,14,52,51,47,5,8,6,7,7,13,6,38,31,4,3,3,46,55,27,1,34,36,40,27,49,55,84,5,4,7,52,7,9,47,51,36,94,26,50,29,52,44,93,95,94,12,14,11,49,52,7,90,96,77,96,1,1,81,96,96,22,95,97,99,82,91,97,93,70,14,53,33,96,90
Synchronicity,99,100,100,99,100,100,100,98,100,98,100,100,99,100,100,98,100,100,100,100,99,98,100,99,98,87,99,100,88,0,100,100,67,99,100,99,100,100,99,99,79,100,100,100,67,99,83,29,89,98,100,100,100,99,98,99,97,100,100,100,100,100,100,99,100,77,99,99,99,99,100,99,100,100,100,98,94,92,94,96,94,94,94,4,83,82,91,94,88,94,95,90,98,92,97,91,67,79,94,72,95,95,85,94,98,91,90,94,77,84,97,84,96,96,95,95,73,93,92,93,86,91,57,84,90,90,98,96,95,95,1,79,76,69,75,90,94,65,94,96,4,58,96,94,95,93,92,94,94,39,94,97,91,96,94,71,97,88,95
Spatial Distance,98,88,98,98,92,44,59,73,89,93,78,84,68,74,74,33,38,50,64,71,83,84,51,77,21,62,92,89,65,2,75,89,6,99,59,75,57,72,36,54,43,100,57,66,28,76,53,33,7,88,60,89,60,100,37,72,88,75,94,51,90,58,89,65,95,6,94,2,83,99,99,62,36,16,60,52,84,97,97,97,97,98,97,3,89,96,79,96,96,97,87,96,99,100,98,97,76,80,92,97,96,96,98,93,99,97,96,97,77,91,96,90,97,96,96,95,100,95,92,96,98,91,69,96,98,97,97,96,96,98,3,82,87,49,5,97,94,4,79,96,0,5,93,88,86,77,96,96,95,49,73,98,92,96,96,76,100,2,93
