,Dim1,Dim2,cl_k3,cl_k6
ancestor and descendant,9.1417,10.242916,0,2
peers,7.872103,10.878239,0,4
groom and groomsman,8.626197,13.057117,0,5
opposing negotiators,5.242247,8.06473,2,3
adoptive parents and adopted kids,9.320054,13.007783,0,5
driver and passenger,8.443471,10.729474,0,2
a person and their significant other,8.912756,13.934977,0,5
romantic rivals,9.018858,9.085494,0,2
strangers,4.4387584,11.037962,1,0
predecessor and successor,9.094927,10.342623,0,2
a person and their crush,10.027416,12.185564,0,1
brothers in arms,5.094941,12.04579,1,0
playmates,8.971745,13.623646,0,5
volunteer and organizer,5.2495117,10.634486,1,0
a monarch and their minister,5.981452,8.041441,2,3
roommates,9.799577,12.28991,0,1
criminal and prosecutor,5.403462,7.7218595,2,3
friends,9.961869,12.154053,0,1
television host and guest,9.624731,9.643983,0,2
university student and administrator,9.007116,10.469071,0,2
life partners,9.199212,14.224016,0,5
political allies,5.9796724,10.8058195,1,0
criminal and their accomplice,9.207089,11.5302725,0,1
consultant and client,5.2679105,11.197246,1,0
diplomats,5.654683,10.940594,1,0
bully and victim,5.432652,7.5576296,2,3
close relatives,9.7711735,12.467578,0,1
godparent and godchild,9.1140785,12.315455,0,1
guard and prisoner,5.3635454,7.364282,2,3
fans of opposing sports teams,5.3564034,8.997252,2,3
pen friends,9.154855,10.962889,0,2
mentor and mentee,7.5233026,11.858963,0,4
casual acquaintances,9.316648,11.575031,0,1
judge and lawyer,4.6017795,11.00507,1,0
student and dorm resident assistant,7.061392,11.687835,1,4
superior and subordinate,4.813204,10.604198,1,0
step parent and step child,9.451398,12.792342,0,1
boss and secretary,5.1343,10.947693,1,0
dealer and buyer,4.588507,10.999002,1,0
salesperson and customer,5.0800266,9.577968,2,3
sports rivals,5.57722,8.244267,2,3
professor and teaching assistant,8.010413,11.269045,0,4
cohabitants,5.7540417,12.569687,1,0
celebrity and fans,9.720317,9.626609,0,2
athlete and referee,7.6525297,11.070949,0,4
soul mates,9.192997,14.254663,0,5
enemies,5.403897,7.970191,2,3
long distance lovers,9.069736,11.896661,0,1
team captain and team members,8.279046,11.599619,0,4
alumni,9.852949,9.714745,0,2
politician and supporter,7.2990623,10.835835,1,4
patient and caretaker,5.2127776,11.773638,1,0
babysitter and infant,5.3894,12.478356,1,0
co workers,6.8544383,11.642874,1,4
competitors in sports,5.8237414,8.057129,2,3
manager and staff,4.83386,10.332475,1,0
interviewer and job applicant,5.616024,9.143928,2,3
reviewer and writer,9.489621,9.53385,0,2
performer and audience,9.5454855,9.719904,0,2
frenemies,8.013783,10.577817,0,4
religious leader and congregant,5.143629,11.851954,1,0
a person and their deceased spouse,9.395513,10.963909,0,2
distant relatives,9.13981,10.653898,0,2
divorced spouses,8.67626,10.73785,0,2
defendant and plaintiff,5.3755193,7.669765,2,3
a person and their in laws,5.335718,12.40939,1,0
lawyer and client,4.5408397,11.565415,1,0
customer and businessman,4.757587,10.5583935,1,0
fiance and fiancee,9.186869,14.212788,0,5
facebook friends,8.936409,10.86037,0,2
drug dealer and addict,5.0904064,9.670987,2,3
police officer and civilian,8.273996,10.604975,0,4
cousins,9.196473,12.549159,0,1
mother and infant,9.470927,13.226719,0,5
landlord and tenant,5.1595936,11.512669,1,0
director and performer,6.174095,10.947717,1,0
native and tourist,5.2412815,10.466333,1,0
owner and manager,4.8788595,11.37919,1,0
customer and server,5.1337943,9.369101,2,3
companions,8.777196,12.27539,0,1
doctor and patient,5.0231524,11.784691,1,0
aunt and niece/nephew,8.571602,13.387389,0,5
parent and child,9.282897,13.103495,0,5
leader and follower,7.746794,10.956533,0,4
supervisor and subordinate,4.74233,10.6889925,1,0
bride and groom,9.278444,14.118981,0,5
sorority sisters,9.930639,12.166046,0,1
classmates,6.910774,11.66792,1,4
club member and club president,7.934464,11.326305,0,4
political opponents,5.37192,8.180482,2,3
friends with benefits,9.464161,13.81695,0,5
foster parent and foster child,5.221963,12.276277,1,0
business rivals,5.2330375,8.47782,2,3
manager and assistant,5.284043,10.678702,1,0
victim and witness,5.8957458,7.9709964,2,3
business partners,7.034018,11.970131,1,4
