,Dim1,Dim2,cl_k3,cl_k6
salesperson and customer,8.742434,9.748547,1,0
sports rivals,8.172582,1.3836315,2,1
professor and teaching assistant,10.69266,7.852824,1,2
cohabitants,7.1075926,10.5848255,0,0
celebrity and fans,10.161573,7.935381,1,2
athlete and referee,11.793565,5.8626223,1,2
soul mates,-2.0975387,3.661695,0,3
enemies,8.135873,-0.21296002,2,1
long distance lovers,-2.2070696,4.209954,0,3
team captain and team members,9.983225,5.8110013,1,2
alumni,8.06669,-1.2551807,2,1
politician and supporter,9.850451,5.692387,1,2
patient and caretaker,10.122737,5.938254,1,2
babysitter and infant,10.139055,8.16744,1,2
co workers,8.04617,10.105983,1,0
competitors in sports,8.091658,1.4788826,2,1
manager and staff,11.874111,6.1820045,1,2
interviewer and job applicant,11.005543,7.2772894,1,2
reviewer and writer,11.363676,6.330721,1,2
performer and audience,10.242812,8.056278,1,2
frenemies,8.1105585,10.193191,1,0
religious leader and congregant,5.7171617,11.300751,0,4
a person and their deceased spouse,2.7081447,8.452748,0,5
distant relatives,7.047498,10.386971,0,0
divorced spouses,8.132304,0.25352886,2,1
defendant and plaintiff,7.905705,-2.2407973,2,1
a person and their in laws,4.9289804,11.712829,0,4
lawyer and client,11.102127,6.177512,1,2
customer and businessman,8.688838,9.800963,1,0
fiance and fiancee,-2.2465074,3.9081607,0,3
facebook friends,8.010607,-0.9371133,2,1
drug dealer and addict,8.196329,10.021336,1,0
police officer and civilian,7.916668,-1.9352062,2,1
cousins,6.996217,10.347462,0,0
mother and infant,-2.0064185,3.5366437,0,3
landlord and tenant,11.619448,5.9850435,1,2
director and performer,11.885053,6.898678,1,2
native and tourist,11.641542,7.31323,1,2
owner and manager,11.572866,7.2891326,1,2
customer and server,8.580396,9.889064,1,0
companions,-2.2610033,3.9439557,0,3
doctor and patient,11.572914,6.125808,1,2
aunt and niece/nephew,4.053815,12.10183,0,4
parent and child,-2.0651393,3.6027,0,3
leader and follower,11.498589,6.127951,1,2
supervisor and subordinate,11.474957,6.7611833,1,2
bride and groom,-2.2352848,3.8660753,0,3
sorority sisters,5.4486146,11.104823,0,4
classmates,8.039169,-1.0773631,2,1
club member and club president,10.592515,7.5475154,1,2
political opponents,8.115703,1.4494001,2,1
friends with benefits,7.8556247,10.231333,1,0
foster parent and foster child,6.9666023,10.4419155,0,0
business rivals,8.20113,1.3458483,2,1
manager and assistant,11.844145,5.9669437,1,2
victim and witness,8.037138,-1.3189639,2,1
business partners,5.482041,11.125331,0,4
