,Dim1,Dim2,cl_k3,cl_k6
groom and groomsman,4.3431396,10.594688,1,0
opposing negotiators,7.765435,4.5948577,2,3
adoptive parents and adopted kids,6.1339912,10.136164,1,0
driver and passenger,4.8102913,5.7421546,2,1
a person and their significant other,7.0925136,8.630073,1,4
romantic rivals,7.402475,4.2756753,2,3
strangers,4.9760137,6.171004,2,1
predecessor and successor,5.0442886,6.3754244,2,1
a person and their crush,6.858601,8.652481,1,4
brothers in arms,4.2610164,10.536416,1,0
playmates,4.3926306,9.2519455,1,0
volunteer and organizer,4.280728,3.5492055,2,1
a monarch and their minister,2.7509208,4.6232,0,2
roommates,4.1959305,9.938318,1,0
criminal and prosecutor,5.821657,4.7293506,2,1
friends,5.2826266,9.08933,1,0
television host and guest,4.029807,4.517765,2,1
university student and administrator,4.8373504,6.0794683,2,1
life partners,7.0448027,8.690062,1,4
political allies,2.9115996,8.371462,0,5
criminal and their accomplice,1.7688538,7.9034004,0,5
consultant and client,2.2962923,4.7556925,0,2
diplomats,1.8752066,7.9260287,0,5
bully and victim,6.705878,4.6217923,2,3
close relatives,5.9179864,9.606118,1,0
godparent and godchild,5.757089,9.809883,1,0
guard and prisoner,6.6219816,4.809478,2,3
fans of opposing sports teams,7.6232953,4.715534,2,3
pen friends,4.21935,9.3943405,1,0
mentor and mentee,3.925028,3.6631317,2,1
casual acquaintances,4.95114,7.041447,1,4
judge and lawyer,1.9741999,4.7932963,0,2
student and dorm resident assistant,4.561654,5.3966165,2,1
superior and subordinate,1.5988071,4.303627,0,2
step parent and step child,6.1261806,10.034146,1,0
boss and secretary,1.5874313,4.2899466,0,2
dealer and buyer,2.4275157,5.025457,0,2
salesperson and customer,2.4980395,5.2225223,0,2
sports rivals,7.707904,4.5212774,2,3
professor and teaching assistant,3.6004248,3.7835848,2,1
cohabitants,2.6388226,8.5519,0,5
celebrity and fans,4.6321044,3.8007162,2,1
athlete and referee,4.630091,3.9099777,2,1
soul mates,7.202947,8.516436,1,4
enemies,6.889032,4.755567,2,3
long distance lovers,7.117154,8.530346,1,4
team captain and team members,4.5672565,3.7714698,2,1
alumni,2.4390907,8.45519,0,5
politician and supporter,1.8410218,8.125084,0,5
patient and caretaker,1.3900375,7.985012,0,5
babysitter and infant,2.4950871,7.796146,0,5
co workers,1.5927286,8.073063,0,5
competitors in sports,7.348987,4.204766,2,3
manager and staff,1.862812,4.897021,0,2
interviewer and job applicant,2.2767434,4.876161,0,2
reviewer and writer,2.6882527,4.1048794,0,2
performer and audience,2.476311,4.3774166,0,2
frenemies,7.509963,4.2531886,2,3
religious leader and congregant,4.502967,3.6924186,2,1
a person and their deceased spouse,5.7286835,9.334692,1,0
distant relatives,5.0349865,6.3666444,2,1
divorced spouses,7.630894,4.476862,2,3
defendant and plaintiff,6.497661,4.849417,2,3
a person and their in laws,6.0938673,8.517172,1,4
lawyer and client,1.8622798,4.5048237,0,2
customer and businessman,1.7024778,4.239326,0,2
fiance and fiancee,7.1562743,8.615842,1,4
facebook friends,2.3446736,8.364053,0,5
drug dealer and addict,6.6894855,4.9716883,2,3
police officer and civilian,4.731212,5.289763,2,1
cousins,5.8037505,9.269103,1,0
mother and infant,6.0382576,10.043868,1,0
landlord and tenant,1.6684322,7.9213552,0,5
director and performer,2.7010727,4.3388395,0,2
native and tourist,5.2127075,5.7106805,2,1
owner and manager,2.143291,4.972434,0,2
customer and server,2.4420335,4.2832956,0,2
companions,5.5195765,8.971103,1,0
doctor and patient,1.3838388,7.9685936,0,5
aunt and niece/nephew,5.5223646,9.604928,1,0
parent and child,6.054503,10.065432,1,0
leader and follower,4.661276,3.7599697,2,1
supervisor and subordinate,1.5029917,4.3611445,0,2
bride and groom,6.9608316,8.657687,1,4
sorority sisters,4.345634,10.611554,1,0
classmates,3.445052,8.440852,1,5
club member and club president,4.362959,3.570511,2,1
political opponents,7.7298813,4.526345,2,3
friends with benefits,5.909914,8.649435,1,4
foster parent and foster child,5.5808673,8.642179,1,4
business rivals,7.7282286,4.546884,2,3
manager and assistant,1.9989731,4.5866923,0,2
victim and witness,1.5045415,8.12976,0,5
business partners,2.2869296,8.399565,0,5
