,Valence Evaluation,Equality,Activity Intensity,Socioemotional,Formality and Regulation,Intimacy,Visibility,Communal Sharing,Expected Reciprocity,Strategic,Concreteness,Uniqueness,Love Expression,Information Exchange,Money Exchange,Goods Exchange,Service Exchange,Attachment,Mating,Conflict,Negotiation,Coercion,Importance for society,Importance for individuals,Affiliation_Coalition,Occupational,Activeness,Endurance,Synchronicity,Spatial Distance
Man Wife and Man Mistress,-0.2098622620245619,-0.045397938924892196,-0.4209459638672071,0.5046864354724224,-1.2381621606397997,0.8824236353751027,-2.3160124014575567,-0.08394862822104643,-0.7514117639642688,-1.082475815143827,0.25304163677627695,1.1305574921140922,-0.3240659695849376,-1.7007355358223408,-1.090677409754691,-0.8171467445567187,-0.8813242135132936,-0.4295291424365872,2.3613240847052053,1.1159901278808912,-0.1737899545856503,0.570886394907577,-2.003219061464814,-0.47105583100989057,-0.8734297491297414,-1.34849975593253,-1.3557254741346434,-0.5761775725139544,-0.7381424299581756,-0.6224858687323903
Brother and Sister,0.036862779058990054,1.0352144888476595,1.1378148920871658,1.4008465108316335,-1.0302614221407729,0.26904533205774994,-0.14483363728088888,1.4251865127573575,1.3806748166847331,-1.3812153436174752,-1.0608773360684904,1.3322266236264624,1.3839859783600925,0.7276385010691933,-0.900316609465606,-0.7646270746776241,-0.7184817198361546,1.3902450745217823,-0.5430297093424454,-0.14756447911963091,-0.5749044413309045,-0.40503850056583446,0.5139137302040604,1.3837202044202772,0.9390926633856296,-1.3129142753561902,-0.24318769113972907,1.6402954959062,-0.07377906914993237,0.7730592537528949
Between step-siblings,-0.44767954353583084,1.3317935506571565,0.8648749004869613,0.9779382458777727,-1.3480462718972133,-0.37302434741729057,-0.7828769079345677,1.1996838206877307,1.097007464294688,-1.034134040573263,-0.972087302024171,1.521774526851069,0.82379054276283,0.5339982213499895,-0.9869262626777016,-0.899519700472351,-1.586470081482672,0.7055628899838562,-0.20919184906223026,-0.20978497113102024,0.030500164721154317,-0.7417533689143667,-0.6165081564418801,1.0749028019520857,0.3827232859903936,-1.0932063487208927,0.72781699928167,1.3653822845552013,0.01720934698046858,0.17731863604223763
Between distant relatives,0.2637121621218635,1.0671537724271438,-0.6690027382579926,1.0732949539445225,-0.8587728080878869,-0.7601900529647365,-0.8434172542096021,1.0257664530153519,-0.252013841725326,-1.389177518252627,-0.9440026778493434,-0.04599216668738959,0.3148988519612462,-2.136179981153714,-0.8326528178936564,-1.2645188416177322,-0.8625423610743053,-0.0749163637875702,-0.02515987295715432,-0.4356223125056926,-0.5927903067695303,-1.1167600596972713,-0.554301120779765,-1.20550178176401,-0.12303403487574346,-1.0829773239398397,-2.3817621137148817,0.5794456272968295,-2.4827689872561507,-2.678049136153704
Between close relatives,0.6680328106561045,0.5476080928675328,1.2176667573983007,1.3909314366772128,-1.1579467594218875,1.2289454369734851,-0.7558044677337157,1.542315343835858,0.857550985937977,-1.368497981352997,-0.9522551864628526,1.5204043010446255,1.4326986249337674,0.22542306592648484,-0.6864990280982454,-0.2761941448020458,-1.3372249337364108,1.2014485883664259,0.25681411931591175,-0.3042679404816485,0.6346517774526497,-0.07283320634697006,-0.2097978297153044,1.414601944667096,1.0512204818985347,-1.0990592238156855,1.010822967830432,1.58220861549243,-0.1725172464035316,0.18647218160650886
Between twins,0.5081073327076769,1.3959405151571291,1.660573925585906,1.2088403129206304,-1.1002576010117453,0.8256787988688173,-0.9973772661339576,1.4951915853750397,1.0382123468410311,-1.3192873186774063,-1.5062735980497677,1.518234776851091,1.5859435769208605,-0.40047228981106975,-1.127328630189497,-0.28494742311522825,-1.2373208108854328,1.7647847343879346,-0.10968704973386117,-0.2175625326324439,-0.6822196339626595,-0.674344630621936,-0.5023255054568139,1.2247821812833148,0.9683850663639175,-1.3430250666130932,0.59148180347081,1.7199626414891718,1.589928998453004,0.4937019116183845
Between a person and their family friends,0.7334238258755772,1.331073115689198,1.3154514568682913,0.7922068939065906,-1.4271628320025511,1.073590684582944,0.1753864047321749,1.4396519647254153,0.6818783016673535,-1.3152325075206162,-0.5367413777726662,0.9953794462092411,1.5812549229953292,0.36245479613100184,-0.4975559453468584,-0.24008687176016838,-0.8401329279928152,1.3598190838461568,0.3502034046549628,-0.45405801384240063,1.2096364901110381,-0.7160738495648693,0.018876688513966965,0.6395560470837325,0.7593798126809996,-1.2910155180784426,0.6548272561867887,1.4578823100454146,-0.5197013609361395,0.22498675394614182
Between a person and their deceased spouse,0.029187423992952856,1.0703477007850921,0.520052017245664,1.4122335707848899,-1.3154280409765913,1.2107870892914738,-2.0349953155174374,1.2314523218216034,-2.313643849085166,-1.816554614178316,-1.5661899999591538,1.3675362886386462,1.5819458825211972,-2.5761145293658627,-1.1166474173770675,-1.5104063869607653,-1.5361534987986223,1.0686294970280215,1.2793762219633562,-1.0967319847051389,-2.2568145734702556,-1.162646954350032,-1.1567271503497198,1.4010573217518243,0.43115587597039223,-1.3394826205828692,-2.6689459098516073,1.5463956516283017,-2.9596634789254344,-2.508170099357962
Manager and Staff,0.36394062915379777,-1.062615728077558,0.30974301287086753,-1.0621838148300065,1.0875716821604475,-0.8217372945816591,1.2367653509645655,-0.8491948020023825,0.7068216848295109,1.1083465518527014,1.393293495705656,-0.13759429930329706,-0.8035555142463076,1.0492744378227323,0.8176992793993235,-0.6855386306243995,1.118084472270326,-0.5047244449928352,-0.707012432289257,0.463819485861847,0.37030499218385676,0.3961625031384856,0.4831649016114272,0.32107160413229535,0.67035905648272,1.2900516465215441,0.4303951771071004,-0.5174792512537241,0.4369016780420032,0.32242925542877454
Foreman and Laborer,0.21643197491507507,-1.0776919633336086,-0.0749938738305599,-1.1811056863845162,1.0153073825314693,-0.8677384420427544,1.1309160025484135,-1.290794673138047,0.028286645125108395,1.40362254809742,1.9227473855608503,-0.1296738141522975,-0.8364274788751179,0.8414133197982182,1.397416868905284,1.3326584091608806,1.3884316946410211,-0.5018833949107305,-0.7000965723711629,0.6367908141148528,-0.5640451658860243,0.542148912708713,0.549055248595641,-0.5846008153517308,0.005100435990090681,1.2609100586369815,-0.3153828762204396,-0.4457368586023314,-0.0852352377668344,0.128975741949602
Owner and Manager,-0.28038523033720847,-0.9876068045196786,-0.15419505575421763,-1.0772276948495523,1.2459944063278023,-0.5893104442519143,0.9693133017278869,-1.0468550773295116,-0.43500622117389165,1.2316628379100194,1.5961716631665699,-0.07279217143105286,-0.5744478819849022,0.8588141744273634,1.8128322730906425,0.2555675127237855,1.2442582738336727,-0.24707059271918305,-0.5943095299203144,0.18671816423567666,0.4986125026486586,0.9317214057670592,0.15333119366436282,-0.16875444107413684,0.5377075739263897,1.1702483802455543,0.3716358205153554,-0.09696080910035552,0.11118573016599947,-0.05027744031826519
Union leader and union member,0.603635076680472,-0.9625876990490825,-0.8847042812065017,-1.277741124252927,1.145773633089791,-0.8108422859724523,1.1620859522843117,-0.7932765309267177,0.6584736337002642,1.013066867377133,1.3879344497727262,-0.595048674128081,-0.859966048912351,0.3205477378991441,1.3325885124087302,-0.44688307190910276,0.9162063897689712,-0.770685919575539,-0.6896374015073784,-0.3647261963358525,1.05003804796659,-0.1135446394620269,1.2411903716993822,-0.13085758946260836,0.6394160128843871,1.2601897047791608,-0.3860254766757585,0.12697940091588755,0.2775151901100944,-0.3670481031035474
Manager and Assistant,0.07140187685615716,-1.0983296542618908,0.016928168318266358,-1.0263793803834873,0.9838943582783009,-0.38282409061075706,1.195360442422086,-0.6523995607029432,0.46228744632907504,1.2634430785999273,0.644354066945542,0.5479150812927202,-0.7258855092434024,0.996860954485247,1.1399158659076039,-0.03000819224379059,1.1099877577315016,-0.45879005336363043,-0.6463065507859856,0.12502053350169373,-0.3106620721721584,0.9965204368085246,0.4944037233378315,0.21779906387370204,0.6636323078743867,1.2358577522483303,0.7399566654928769,0.32493337495754965,0.36514325923283225,0.47225125856162775
Chief and Deputy,0.5796046409742356,-1.044596506592876,0.7977677537918695,-0.8648940740022483,1.1464523290710864,-0.792683938290441,1.158758503270534,-0.059233370287050884,0.058636351503008124,0.26872417800007226,0.06991219155986797,0.25774122040746106,-0.5017412762366398,1.106855447686449,0.09724100342370796,-0.6855386306243995,0.48696056788477754,0.15827264817275014,-0.5858568122426436,-0.00929671909432116,-0.659862302164377,0.034644977076780326,1.7106553244912541,0.7686588778377959,1.0462497687163772,1.031837531850016,-0.0102999973309847,0.5684396920605364,0.3374863686501309,0.39901065668707664
Supervisor and Subordinate,0.08641146009640736,-1.2803835706649511,-0.14006504163643113,-1.0636452203176192,1.2107498430885828,-0.7143163325049185,0.6996179389278482,-0.7389029634719275,-0.16922556522997487,1.463846590736343,0.5178933425615723,-0.4039636586206064,-0.9595328085314161,1.0312164879838153,0.5726843308253999,0.07568764338788712,0.600280299620747,-0.7633579697085925,-0.7074573121670291,0.12096606535057569,0.35042013473544714,0.7088263094621226,0.9524187640468279,0.2262268292432039,0.4553721709603918,1.231763433312854,0.777791958517805,-0.13390202690735803,0.6366836394993552,0.16450367225225784
Boss and Secretary,0.6747871231142168,-1.17611120368487,0.13476932704487282,-1.1593672797562724,1.308072465416991,-0.7647480187796544,0.9081759967714484,-0.978059429950884,0.42537346633686435,0.8135960096794023,0.9750327202736583,1.2373648370265673,-0.6631296797786026,1.0639610921604419,1.6610962204905455,0.00989984638144228,1.5979497539379848,-0.46566000636389276,-0.5602425162497022,-0.1803121064940464,-0.4868871561460878,0.12868838757256165,0.1754856291720985,0.19977097447459247,0.6447435977821868,1.3158490461934362,0.2660600659887249,0.7345292601718699,0.9894415028726213,0.4697569965782836
Entrepreneur and Investor,0.8639078719413704,-0.539637878417681,-0.35893177026951073,-0.9387863889696818,1.3767866629899606,-0.7820025573010226,-0.514409492519635,-1.4402459366912308,1.0632367150134558,1.724032764091689,2.464911287794012,-0.2933179247503395,-1.065860374855794,0.701182903080991,2.0337658298716534,1.4201911922927046,1.1667893243423313,-0.7400417655864902,-0.6638590841453592,-0.22015505313291847,1.5498937873839438,-0.936933374214053,0.7324023010734533,0.1166658794396743,-0.25888744976964023,1.1883344074615514,0.07353957244016317,0.01852910341206299,-0.3066477273819746,-1.0114577108282508
Intern and Employee,0.2627740631693475,-0.5110225926767855,-0.28690286217777655,-1.1230978526546038,1.202064266447566,-0.6655755045163618,0.8000594995853259,-0.8548175231823665,0.9253503906100609,1.1367697248640978,0.9974896746592687,0.06489462542660357,-0.7691893694070966,0.5502390190038587,0.16258489357033346,-0.4224989394652374,0.67660361508302,-0.8183175937106909,-0.3988724514941707,-0.2538578196390877,0.5897528501324727,-0.22550108052843346,0.29156049107165466,-0.5792843277905741,0.2663749959702601,1.0986863698557716,0.23533523340202733,-0.7698005072265196,-0.11167254995968771,0.4926672547956642
Lawyer and Client,0.8579978485405216,-0.6172231826593432,-0.17558545876327797,-1.295854860691499,1.343626080081612,-0.38282409061075706,-1.0789651783623742,-1.3298577887042518,0.20706318647342853,1.5313370793451357,0.9931513993802302,-0.07039931386465437,-0.8941075784258155,1.1430281333700651,1.9117905682646188,1.010537767235768,1.592192090265932,-0.14964216835182687,-0.22164848563985023,-0.37340182049430326,1.0840095781016423,0.4004372036155665,0.9190234080597979,0.19648885715367428,-0.405228826708015,1.1835440543070441,0.1454020608154331,-0.6846418617991626,0.3566717792345274,0.40615727514902156
Judge and Lawyer,-0.517378649920107,-1.0647934065034321,-0.19230232834178757,-0.9201695874454937,1.3111492205321986,-0.9037703005803925,0.5345381020841138,-1.2875816896066277,-0.4297057522519332,1.3436177537455518,0.9457918942507278,-0.9169011643777266,-0.9478728665323981,1.0084615242380104,-0.21413453788227718,-1.0744931269642812,0.6516237513391655,-1.0150571173124057,-0.6209935994517846,0.6520840663600765,1.6543496749965987,0.2296840581849144,1.215871016833399,-0.7636525214292478,-0.06714096324690273,1.1506959183904226,0.12943261895426175,-0.7825388581944515,0.19621198161957504,0.30032858258241896
Victim and Criminal,-2.271852044158849,-0.7995199123293821,-1.1111909013024364,-0.2521084854775129,-0.497543250764831,-0.6183638005431323,0.18046880417254815,-1.3819115907213775,-2.0527309707226395,-0.5297050006915291,0.5569878770953682,0.6393222403291432,-1.3159383689680648,-1.585425872479873,0.12105051805203312,0.33361757768299544,-1.2197069055729026,-0.6145089880362427,-0.39127856609391043,2.3297328880005006,-2.0789140904467804,2.3382415501376945,0.15674648189679247,-1.8096804907322797,-2.009200891155146,-1.021281786609262,-0.7387727035647361,-1.137938850199752,-0.33840123822230284,-0.04862940972846088
Drug dealer and Addict,-0.46519072398278966,-0.88965966820926,-0.6069885446602962,-0.9428357000082761,-0.008009535113053023,-0.6759517031917968,-2.080043856011655,-1.3543128860284157,0.599921471277408,0.804299514569678,2.293299129159743,-0.8080375396664344,-1.0737570551514253,-2.0233027630707174,2.039127379832402,3.396431341743201,1.0847600998000064,0.012448896639869086,-0.5864203267544884,0.8558644079211877,1.0437308930364828,0.8350317521187991,-1.9466358801977381,-0.40827855601320023,-0.29422306020921435,0.5864987690817847,0.8803435482088907,-0.515644928714342,0.2596161727487564,0.17286423686390193
Victim and Witness,-0.27890402146481535,0.34395713709167813,-1.1679297854258486,-0.6407144722024107,0.5055987903687582,-0.8725806680912908,-0.26737639326813567,0.09729659662825382,-1.0477483991822467,-0.13712555687502162,-0.34347121409150494,0.32011504097158217,-0.7790082679325855,-0.7447880634828876,-0.6696899177708978,-1.0985416073826033,-0.643760611377861,-1.0047492594432994,-0.5864203267544884,0.11213844405834197,-1.3649167299459222,-0.0836895885109852,0.8895569174830068,0.015659111486189307,-0.9649135302030724,-0.8091125082222929,-0.9755299159783024,-1.2298634229119736,0.7104806497519687,0.1449043158675825
Criminal and Police officer,-2.144075149334948,-1.1127023318726585,-0.7552833554373962,-1.2019916064783187,0.5932396936504292,-0.8671331637866874,0.8150756797500656,-1.031572809506991,-1.6702047824517097,0.3164142864918662,-0.404599578618527,-1.1396875983692678,-1.2527155723511676,-0.9469595147121607,-0.7112639758135789,-1.5151809024043192,0.10917702168341188,-1.496152956403238,-0.5219918342335763,2.3464402423368917,-2.13864010539362,2.6662320136340587,1.341012655826191,-1.274604950967528,-2.0582792490015445,0.8104830821111284,-0.8325161289462769,-1.4566523914174088,-0.5811708888131135,0.24481991589854854
Criminal and Prosecutor,-2.1191764396369286,-1.0088996602393348,-0.7886190484385295,-1.0519539764167152,1.2434606079976316,-0.7055238694167867,0.42015014141742424,-0.9366250269438916,-0.8370846493967401,0.8567455195738685,-0.18758252239805798,-0.453380598584451,-1.2425106316614287,-0.1013035692278144,-0.19191232422917384,-1.3397174598537083,0.44209877177336543,-1.07056817566904,-0.4376856435399456,2.2417024141177198,0.326909024023446,2.33076980476599,1.1743996597253221,-0.5930924274285777,-1.777975634492302,0.9021738374422993,-0.8560500432680025,-1.5107166346834102,-0.47562621448129067,-0.9528750192169141
Criminal and Hostage,-2.5048054665422956,-1.342265932600202,-0.6450359001526026,-0.8229629780884286,-0.11225485645067841,-1.0045313279139063,-0.3982316775608631,-1.3253960342456408,-1.8803305147150626,0.3624061136874721,-0.21144303643276927,0.5497925541525095,-1.2637709247650513,-1.562079725852437,0.5619594389420172,-0.30245397974159305,-0.5175868098145143,-1.2731283952353023,-0.5469743109253585,2.4900963783043646,1.6440075079062368,3.1789925137182005,-0.7458333095289084,-1.013497456610584,-2.2658128970658393,-0.40000983134008417,-0.4294978461867241,-1.7718223550021681,0.9152911367698114,1.3103121993563427
Defendant and Plaintiff,-2.3742220923521185,0.00783420037424843,-0.5913501827965294,-1.202611596685185,1.2357687202096126,-0.8393768323298986,0.8150756797500656,-0.8600077273485055,-1.1988416533204045,1.262588552281761,1.099294534540704,0.336386472423092,-1.1229214829535523,-0.604731552611649,0.4604022390463002,-0.23242775323613382,-0.2788271545484889,-1.3886763583546902,-0.7144405781272101,2.4154831567179507,1.79241760565293,1.6821427257820984,0.9090086530925228,-0.16448437328692234,-1.730632777786853,0.5465248470668486,0.14061122825708164,-1.444423574488194,0.22162642161448942,0.20621512301964315
Police officer and Offender,-2.141886251779078,-1.0727782273983033,-1.079698476031954,-1.0375118515979513,1.0148091225937836,-0.99968910186537,0.4894895615898962,-0.9412457056011169,-1.595808915082793,0.757197272680411,0.496418879930332,-1.1090590215193668,-1.1702446175136691,-0.21003332116786919,-0.9536018453285163,-1.238674181934146,-0.2675332758071544,-1.3143634308578356,-0.5006252423261308,2.332522500702765,-1.7374502070133324,2.244228929801412,1.292265622032487,-1.774135695690357,-2.0401746856042595,0.8820039294233214,-0.724932520618388,-1.5985066677962987,0.005229939893082596,0.38138885773981657
Police officer and Civilian,-0.5571244213293223,-0.9987371609185897,-1.071645618428543,-0.9517015599664619,0.970508475634216,-0.8935636476349483,1.493807023196278,-0.5504166016489829,-1.2099813750932016,0.46012260672968053,-0.5666995787273593,-1.939676855615489,-0.7842450138128462,-0.21037167111899138,-0.5933936508952427,-0.9431939522665452,1.2985512429912343,-0.9608055077902053,-0.5430297093424454,1.134375181686454,-1.4056390128642222,1.6524744749290203,1.664084334044945,-0.5503917495564329,-1.0360213782191614,1.0236049163320657,-1.4542036989451983,-1.0588940302461114,-0.3054813753734669,-0.17241481847377754
Parole officer and Parolee,-0.3313943608802463,-1.17611120368487,-0.07366647972010754,-1.0587738686922425,1.36447964252913,-1.0028019614680004,-0.453676035092208,-1.1368186162092553,-1.600765197711118,1.119553993179424,0.3240929452351949,0.05380594621520407,-1.1373980641129267,0.6639246025809392,-0.46438135496472555,-1.082746217945282,0.8102621068033841,-0.6778652212608839,-0.6978553214717804,0.9042581239300459,-1.1975029001706894,1.726612137338545,1.638951616102636,0.06930183806307112,-0.3046469333411274,1.1132855413742704,-0.3107251223442646,-0.931577564519255,-0.5284733000001284,-0.36317130733514996
Consultant and Client,0.804465027880662,-0.63760548862783,-0.8595391011958422,-1.227322634930278,1.2359396510493466,-0.813436335641311,-0.533377299043516,-1.0251505871802027,-0.028384533875078777,1.3698091176769722,1.1111111700626557,-0.494741118297451,-0.7702530834140247,1.3693401180685398,1.9117905682646188,0.7978331042254357,1.596270435366969,-0.9379355988917287,-0.26997562199191294,-0.48148111958075374,1.5820905865099912,-0.824637671205021,0.21010444763336972,-0.3462291334802397,-0.5561770654790111,1.165751314018874,-0.22236479145800594,-0.6689727127415244,-0.3492118000124672,-0.7276096893411026
Chef and Customer,0.2584588079877756,-0.27429613791119617,-1.7475104530005383,-0.6093788619048557,0.849635953251061,-1.0124955154937358,0.9006679066890787,-1.3810635181452107,-0.6356668303623187,1.0472479201037943,2.2292887117012383,-1.862683215062981,-0.992569310861967,-1.2545196202822988,1.808580731520205,3.1393350530017297,1.701195132057297,-1.0674678891868705,-0.6196676829533264,-0.6723808030417844,-0.1513926989805853,-1.062121031042853,0.22492385225093722,-1.7443427347471117,-0.9623405488603849,0.9669027769521834,-1.4355726834404985,-1.520242239449325,-0.7117606583371568,-0.18074652867778915
Customer and Server,0.2943567279040408,-0.5409891557998899,-1.2678917280915003,-0.8908340214073794,1.2068814082946082,-0.8323021514148293,0.9329526940432681,-1.5215043367583854,0.4119165304868611,1.2937312892104968,2.137180109729007,-1.7695586093288038,-0.7520544288430084,0.29546150580879355,2.0337658298716534,2.925118460100938,1.6861794069125682,-1.1114355883885492,-0.6112149652756558,-0.1419080707549593,-0.30161267596809155,-0.3688292729952662,0.29367899693011684,-0.8859317353358449,-1.083515717808855,1.0347189472812983,0.04655672239887442,-1.543782712038063,-0.53447515304391,0.8972180724793433
Customer and Businessman,-0.3141567926277714,-0.23094996733903903,-0.7349820337481249,-1.3552385976107588,1.135593193370354,-0.8960468404803515,1.2355287243627633,-1.3490402976691633,0.6667341047474725,1.7827814484656384,2.3575389746378113,-1.277197146518302,-1.1791283828462542,0.6791503503814411,2.083025070136032,2.8023853278166375,1.8017170698317317,-0.9831964657169862,-0.6362209217387649,-0.3232458683282596,1.7396725534920843,0.12772416941983675,0.8813717812116758,-0.8717906017548098,-1.2359342316328155,0.7967963588125361,0.2584165724483353,-0.9210302099178073,0.44798202212283084,-0.03308621926383388
Doctor and Patient,0.7916742525976658,-0.98813912591267,-0.4413177762567885,-0.9255853842525303,1.1347485939269637,-0.7693374912707122,-1.6917683403233983,-1.2354324953658973,-0.871916302312467,0.7287609346977262,1.2146203523751413,-0.6486377760025692,-0.5270861361560738,1.082937182050751,1.687485099203606,0.5845448893275574,0.99712446416001,-0.30536110302443903,-0.46879947955490103,-0.7542142762306769,-0.3532474660736484,-0.5974796748383991,1.4856531083364657,0.42038147394311337,-0.7925237802430142,1.0666203324133556,0.03441443988029401,-0.290547348524441,1.047663674497336,0.34787072765888166
Doctor and Nurse,0.6662117950423974,-0.6298868284294545,0.3096011039610329,-1.1133330068964622,1.1596781994758252,-0.6753530763451372,0.42765823149979343,0.0011817046627157013,0.3941385601896092,0.61386815158523,0.7827450483468673,-0.3931160376529332,-0.3810701304690254,1.0397830625704714,0.1395690294296191,-0.7296139614248944,0.8290317632342953,-0.4873385247202761,-0.3905051148031432,-0.22511465756860893,0.009460318546699218,-0.39226137386510895,1.6567770239824238,0.20701152420073907,0.7651101154515266,1.1976218268427388,0.3735969800421659,0.15755144323892425,0.6909101718949219,0.46555613429054665
Patient and Caretaker,0.5447666082955491,-0.9381769608847623,0.5844628946538993,-0.21719916189215674,0.9322225379224226,0.006283359718056832,-0.36819931723138477,-0.526206361369366,-1.2891389274551968,-0.00552850387737541,1.0179415438318786,-0.26461345080511184,0.4787033704686622,0.6747518010168521,0.8618650472009913,-0.05091240295224589,1.451489184280139,0.9187396133859347,-0.3734118412771869,-0.47743184946572675,-0.34346613341189985,-0.9242837503533032,1.4821607835273645,1.0719004105392005,-0.13898651920040567,0.8100485829587922,1.3559744730136472,-0.29679613959266604,0.9431348982348283,1.0901963507284522
Driver and Passenger,0.38027095697193164,-0.2716345309462391,-1.5681375909696724,-0.6057756394677855,0.2189011546335063,-0.5667133893587447,0.4815398191497403,-0.41787922430703023,-0.5347055175631101,0.26941533899270687,1.3506252823729958,-1.5198222688285934,-0.855041789847909,-0.5882408965323362,0.2475319507609469,0.3230075433639861,0.4885919059251925,-0.6482044717994339,-0.5769068758780512,0.13588442893225397,0.9103103079765261,-1.2630874690562703,0.2380200702850666,-0.9463994784764699,-0.5875429332755819,-0.06742245518429148,0.1538858268041799,-1.2512082670066027,1.4729138495994127,1.3553095382750053
Coach and athlete,0.7074329666617615,-0.7141871799377297,0.5353308765378502,-0.6875159829432177,0.5097277690947944,-0.34099503970040956,0.9389986823727555,-0.1388425168954996,0.11018486794183494,0.7690141509087707,-0.15676269176988913,-0.37519388127156006,-0.013134182944458849,1.2675409153830584,0.25574182413834323,-0.307228495185147,1.00203156388051,0.8177881361979314,-0.7225090813649866,0.013171791909791558,-0.0029826012338922893,0.03301651975217779,0.3628433984228629,0.44811785175738594,0.7259027807058135,1.2259728965326802,0.8909753777088549,0.1473607624645787,0.5221148003778943,0.5685519423363294
Team Captain and Team Members,0.5920467955023375,-0.6735371826547497,0.8031602923655822,-0.9433603071063936,0.7388727691035881,-0.6934183042954458,1.1274122271766407,0.47791156881178465,0.7575992862667603,0.7088554981098469,-0.4645090943766764,-0.8405804025694542,0.12678512104375658,1.013839970214292,-0.5834245189369754,-0.9589498532302736,0.05232550425992717,0.05056789051296026,-0.7323705853222691,-0.488624953848728,0.024641871389048005,-0.12168692608503835,-0.590315720373621,0.6585711926986718,1.0922607291973756,0.6423319101569946,0.602879601191332,-0.09517743996484494,1.1526919056634863,0.1464119586664036
Club Member and Club President,0.16849511844152573,-1.01381339617464,0.29335799181997113,-0.14277708743546366,0.849635953251061,-0.4612940930937345,1.173962385687333,-0.47939275516497465,-0.2447572473678829,0.572920080727663,0.4876281642333332,-0.27844118742324453,-0.17082101759784446,0.10804639197352496,0.7572771245682289,-0.5160339705832437,0.27019652576463593,-0.3763506173604828,-0.5302097541979782,-0.7356091291096243,0.12551882486385407,-0.13145767003265196,-0.41231054630446684,-0.21972837528401018,0.764129932082884,0.4301301917880635,0.03161978755458924,-0.4129228665089388,-0.5921339805756255,0.012016372028631053
Politician and Supporter,0.42393946321153475,-0.35884130032747813,-1.7197773974785873,-1.1378846190883607,0.8773267492879294,-0.8653173290184862,1.377629208237506,-1.1195179356554583,-1.4163501815821995,1.0297016463707747,-0.8357931536743809,-1.5677584224381207,-0.2826083980328737,-0.19301630892024932,0.9832929839161996,-0.5094432669121417,0.5081679624101724,-0.9831964657169862,-0.6290595914840716,-0.16534176255145652,0.3512366216110017,0.1714353923433714,0.9997834192702627,-0.45511586205420934,0.457538892091076,0.847632759635879,-1.2473013688666925,-0.6403788613923312,-0.6165517758648577,-1.7411568254576943
Leader and Follower,-0.20777637141249763,-1.3346803527500746,0.13388633827256927,-0.5353471365455118,0.7081052179515123,-0.06304851324962277,0.5177553124882287,0.03148616471773256,-0.46150856578368404,0.7347049192343845,-0.10009397093744986,-0.7917661082149247,-0.044227361608506724,0.8923108195884676,0.3130643328983799,-0.775131008653443,0.22569158484956459,0.239238807541809,-0.3905051148031432,-0.3702483452656559,0.22468115589999477,-0.012484493729356326,0.6213362981301633,-0.3080934951832417,0.15896472028279918,0.43807385864371723,0.07353957244016317,-0.4833824322863844,-0.31656171945429457,0.054711802549869085
Representative and Citizen,-0.10820143168911031,-0.7214461080239761,-1.5977882055421613,-0.8141102333076958,0.7895659724303415,-0.7220681417492859,1.264059466675768,-0.6442580639717447,-0.3853890496863857,0.8999845512730947,-0.7681883639093655,-1.3387733478936235,-0.85101352378617,-0.580370356130846,-0.34445856170204014,-0.48043730544296864,1.1125787063839252,-0.952663341271376,-0.6534785536640092,0.43039475778616326,0.4601819499378823,0.37906370123016164,1.5014413267442768,-0.6840366596274249,-0.16488786471679268,0.8153711975749114,-1.9572411175720854,-0.5440769280747659,-0.3605137509749121,-1.2843410574148815
Officer and Soldier,0.2943567279040408,-1.0514853716786472,-0.08352712168346792,-0.8237007068201563,1.2478042622779246,-0.8058900093319038,1.008283864536377,-0.10742812325834224,-1.1400850816168266,0.38800934984891905,0.4184745340836085,-0.7532570537796845,-0.8961804570034185,0.30764210404919506,-0.513054175702148,-0.6630890462447082,1.0171454310196486,-0.6804364317405142,-0.6844718518154684,0.28609349550520385,-1.9317967635863826,0.7760001741019665,1.1277443829787361,0.14716385537056068,0.21424706227425488,1.0882130511577186,-0.41634654112458325,-0.16214477076768719,-0.14912540889956144,0.345043897411092
Babysitter and Infant,0.7076205864522647,-1.1395603657917706,0.4896226924368566,0.18001084964106273,-0.29184019449095266,0.559578894969931,-0.5941928287107099,-0.6677779434174292,-0.9415796081439208,-1.204278129502993,0.8543265904510011,0.5397793655669652,0.6966014169957643,-0.1732146946684736,0.5395688751854811,0.08729725462431827,1.2026028082457736,0.3793442126683704,-0.5081511269251096,-0.9123580267596249,-0.5685698639880578,-0.6835047030728237,1.3015421098066624,0.6137354809329201,-0.06379828663076187,0.976679007879749,0.6771844747924277,-0.684402602337504,0.9517683329978068,0.9912240352293689
Religious leader and Congregant,0.601317420444845,-1.085553940830097,0.27145598899750706,0.1255542662079038,0.9490388108193059,-0.10526077604286986,1.2291468477927492,0.20917433087614018,-0.014754756647185742,-0.3018983375191333,-0.7284208405181801,-0.8684390655091604,0.2815107005862805,0.4020417404123068,0.22759368684441228,-0.5169092984145619,0.39315863056091566,0.6228458801221118,-0.4383184673233007,-0.5240782256500894,-0.7713586061973693,0.3082258076099625,0.18059819121234505,0.4557429728059836,0.770991215663384,0.573572419299781,-0.8207491717854142,0.6318548427077494,0.6028430215382113,0.00017060718075059705
