,Ocean,Sky,Strawberry,Tomato,Stop Sign,Ant,Penny,Elephant,Airplane,Rabbit,MTurkCode
678,0,0,100,100,100,0,0,100,100,0,1553339818
679,0,0,100,100,100,0,0,100,100,2,2988349474
680,0,0,100,100,100,0,0,100,100,0,4844394456
681,0,0,100,100,100,9,20,87,87,26,9575928323
683,0,0,100,100,100,0,0,100,100,0,1543389931
684,0,0,100,100,100,0,0,100,100,0,1168850664
685,9,2,100,100,100,0,0,100,100,5,9621273083
686,0,0,100,100,100,0,0,92,100,0,7276411103
687,0,0,99,99,99,1,0,100,100,14,949782906
688,7,1,97,95,98,7,6,96,96,18,6226534848
689,0,0,100,100,100,0,0,100,100,0,706902490
690,0,0,100,100,100,0,0,100,100,0,3708440214
692,0,0,100,100,100,0,0,100,100,0,5636090016
693,0,0,100,100,100,0,0,99,100,51,7918480103
695,0,0,100,100,100,7,8,95,80,12,132527761
696,0,0,100,100,100,0,0,100,100,0,1464584632
697,0,0,100,100,100,0,0,100,100,0,5687198853
698,0,0,100,100,100,0,0,100,100,17,34422026
699,0,0,100,100,100,0,0,100,100,0,8923833589
700,0,0,100,100,100,0,0,100,100,0,3804867379
701,3,3,100,100,100,0,1,99,99,1,2373185208
704,0,0,100,100,100,0,0,100,100,0,7431980851
705,0,0,100,100,100,0,0,100,100,0,198648981
707,0,0,100,100,100,0,18,76,100,32,1164726139
708,0,0,100,100,100,0,0,100,100,0,3457494135
709,0,0,100,100,100,0,0,100,100,0,7643851325
710,0,0,100,100,100,0,0,90,100,6,8969681784
712,0,0,100,100,100,0,0,100,100,0,4727240800
713,0,0,100,100,100,0,3,67,100,30,9399024806
714,0,0,100,100,100,0,0,100,100,0,7366713965
715,0,0,100,100,100,0,0,99,100,2,9337683953
717,0,0,100,100,100,0,0,100,100,0,8047176175
718,0,0,99,100,100,0,0,100,100,0,3598544327
719,0,0,100,100,100,0,0,100,100,0,2153059653
720,0,0,100,100,100,0,4,93,99,12,4580604899
723,0,0,100,100,100,0,1,98,100,4,5210006763
725,0,0,100,100,100,0,0,100,100,0,2799211065
726,3,12,100,100,100,6,15,76,91,24,5357165029
727,0,0,100,100,100,0,0,100,100,0,8755248831
728,0,0,100,100,100,5,0,82,95,24,1412860872
729,0,0,100,100,100,0,0,100,100,0,1411863639
731,0,0,100,100,100,0,5,100,92,15,7227008217
733,0,0,100,100,100,0,0,100,100,0,9922086861
734,3,2,98,97,96,2,2,95,95,12,1256439499
735,0,0,100,100,100,0,3,79,100,13,3690012944
736,0,0,100,100,100,0,0,100,100,0,3066957201
737,0,0,100,100,100,0,0,100,100,0,2718501584
739,0,0,100,100,100,0,0,100,100,0,5513240192
740,0,0,100,100,100,5,9,92,99,19,2256209417
741,0,0,100,100,100,0,4,84,100,27,9279890772
742,0,0,100,100,100,0,0,100,100,0,8935565087
744,0,0,100,100,100,0,2,96,100,6,9387808186
745,0,0,100,100,100,0,0,100,100,0,9020042754
746,3,4,100,100,100,0,0,100,100,2,7987369052
747,0,0,100,100,100,0,0,100,100,0,2291943174
748,0,0,100,100,100,0,0,100,100,0,8221225803
751,0,0,100,100,100,0,0,100,100,0,7558110100
752,0,0,100,100,100,1,6,91,95,10,1567027787
753,0,0,100,100,100,0,0,100,100,0,2687140177
754,0,12,100,100,100,0,0,100,100,0,7905876399
755,0,0,100,100,100,0,0,100,100,0,8662611087
756,0,0,100,99,100,0,0,100,100,0,2980414740
757,0,0,100,100,100,0,4,91,100,14,2287473035
758,0,0,100,100,100,0,2,85,100,16,5264118406
759,0,0,100,100,100,0,0,100,100,0,530849504
760,0,0,100,100,100,0,0,100,100,0,248715588
761,0,0,100,100,100,0,0,100,100,0,2438483177
763,0,0,100,100,100,0,0,100,100,4,1107041887
765,0,0,100,100,100,0,0,100,100,0,3976075737
766,0,0,100,100,100,0,0,100,100,0,16751894
768,0,0,100,100,100,0,0,100,100,4,2048491868
769,0,0,100,100,100,0,0,100,100,0,4917345321
770,1,1,98,99,99,0,0,97,96,10,8496034424
772,0,0,100,100,100,0,3,95,100,8,4192971847
773,0,0,100,100,100,0,8,90,96,8,9326222985
774,0,0,100,100,100,0,0,100,100,0,9830891559
775,0,0,100,100,100,0,0,100,100,0,7911898242
776,2,1,96,95,98,3,2,98,95,0,6891193496
777,0,0,100,100,100,0,1,96,100,3,5034826700
778,0,0,100,100,100,8,1,88,98,7,6858422891
779,0,0,100,100,100,0,0,98,100,4,897898664
780,0,0,100,100,100,0,0,98,100,6,5255129653
782,1,0,100,100,100,3,2,89,84,27,3596827583
783,0,0,100,100,100,0,0,100,100,0,7041332107
785,0,0,100,100,100,0,0,100,100,0,2026306022
786,3,6,95,93,100,0,0,100,100,0,1642015478
787,0,0,100,100,100,0,0,100,100,0,8184857661
788,0,0,100,100,100,0,3,94,96,17,6897408906
789,0,0,100,100,100,0,0,100,100,0,5132430219
790,0,0,100,100,100,0,0,100,100,0,4147406057
792,0,0,100,100,100,0,0,100,100,0,6436830013
793,0,0,100,99,100,2,2,99,99,4,6743315863
794,0,0,100,100,100,0,2,100,100,10,9657560922
796,0,0,100,100,100,1,0,100,100,0,5199825270
797,0,0,100,100,100,0,0,100,100,0,4205400459
798,0,8,100,100,100,0,0,100,100,0,4119643867
799,0,0,100,100,100,0,0,100,100,0,6643172740
801,0,0,100,100,100,2,0,95,98,6,1146865827
802,0,0,100,100,100,0,0,100,100,0,3251342806
803,0,0,100,100,100,2,1,98,99,2,4102311450
804,2,0,100,100,100,0,1,61,95,18,5354489851
805,0,0,100,100,100,0,0,100,100,0,7602625703
806,0,0,100,100,100,0,0,100,100,0,4249478555
807,0,0,100,100,100,0,0,100,100,0,1598963192
808,0,0,100,100,100,0,0,100,100,0,3358265273
809,0,0,100,100,100,0,0,100,100,24,1535737849
810,0,0,100,100,100,0,0,100,100,0,1866457974
811,0,0,100,100,100,0,0,100,100,0,7007169593
812,0,0,100,100,100,0,0,100,100,0,7916646478
814,0,0,100,100,100,0,0,100,100,0,3551154993
816,0,0,100,100,100,0,0,100,100,0,8825173382
817,0,0,100,100,100,0,0,100,100,0,7203955920
819,0,0,100,100,100,0,3,81,100,10,2307550734
820,0,0,100,100,100,0,0,100,100,0,9099732548
821,0,0,100,100,100,0,0,100,100,0,1230699182
822,0,0,100,100,100,0,0,75,100,18,2743850010
823,0,0,100,100,100,0,0,100,100,0,4104577978
824,0,0,100,100,100,0,1,100,100,0,5484276786
825,0,0,98,100,100,0,0,100,100,5,4217610605
826,1,1,99,99,99,1,2,73,93,4,9716031127
827,0,0,100,100,100,0,1,100,100,5,1288809580
828,0,0,100,100,100,0,0,100,100,0,322061968
829,0,0,98,100,100,0,0,100,100,0,2892481144
831,12,0,100,100,100,0,0,100,100,0,5739508201
832,0,0,100,100,100,0,0,100,100,0,2144538899
833,0,0,100,100,100,0,0,100,100,0,9953464469
834,0,0,100,100,100,0,0,100,100,0,7200092487
835,0,0,100,100,100,0,0,100,100,0,4250093745
837,0,0,100,100,100,0,0,100,100,0,9552450641
838,5,0,100,100,100,0,0,100,100,0,9804824260
839,0,0,100,100,100,0,0,100,100,0,4202175093
840,0,0,100,100,100,0,0,100,100,0,8150626071
841,0,0,100,100,100,0,4,95,100,9,4898501988
843,0,0,100,100,100,2,2,85,100,10,9687746670
844,10,0,93,88,100,0,8,75,100,17,870567588
845,0,6,91,92,100,5,8,99,98,25,6230643130
847,6,5,93,97,100,0,0,100,100,0,7823731852
848,0,0,100,100,100,0,0,100,100,0,9744396060
849,0,0,100,100,100,0,0,100,100,5,4666480044
850,3,4,99,99,100,5,7,65,95,17,678586862
852,0,0,100,100,100,0,0,100,100,0,2554370253
853,0,0,100,100,100,0,0,100,100,0,7045648740
854,0,0,100,100,100,0,0,100,100,0,8193868827
856,0,0,100,100,100,0,3,84,100,13,987252704
857,0,0,100,100,100,0,0,100,100,0,3123471210
858,0,0,100,100,100,0,0,100,100,0,935619170
861,0,0,100,100,100,0,0,100,100,0,8151721139
862,0,0,100,100,100,0,0,100,100,0,8472770834
863,0,0,100,100,100,0,0,100,100,0,9937844295
864,0,0,100,100,100,0,0,100,100,0,231393771
865,8,19,82,83,100,0,4,93,100,17,6294433190
866,0,0,100,100,100,0,0,100,100,0,9307647375
868,0,0,100,100,100,0,0,100,100,9,6156021673
869,6,5,95,100,96,0,0,100,100,0,9486152175
870,0,0,100,100,100,0,0,100,100,0,7917629503
872,0,0,100,100,100,0,0,100,100,0,7268663886
873,0,0,100,100,100,0,5,91,100,9,7722723111
875,0,0,100,100,100,0,0,100,100,0,3762445589
876,0,0,100,100,100,0,0,100,100,0,2750209891
877,0,0,100,100,100,0,0,100,100,4,348521559
879,0,0,100,100,100,0,0,83,100,13,5056362920
880,0,16,100,96,100,0,5,100,100,23,4938890179
881,0,0,100,100,100,0,0,100,100,0,7206397852
882,0,0,100,100,100,0,0,100,100,0,1423195535
883,0,0,100,100,100,0,0,100,100,0,4751064116
884,0,12,100,100,100,0,0,100,100,0,2755225766
885,0,0,100,100,100,0,0,100,100,0,9650290687
886,0,0,100,100,100,0,0,100,100,0,8735474599
888,0,0,100,100,100,0,0,100,100,6,1839545494
889,0,0,100,100,100,0,0,100,100,0,4471234036
890,0,33,99,100,100,1,2,98,99,16,1429788032
891,2,2,100,100,100,0,0,100,100,0,3370496481
892,0,0,100,100,100,0,0,100,100,4,326944720
893,0,0,100,100,100,0,0,100,100,0,5889677177
895,0,0,100,100,100,3,9,79,93,34,9230644814
897,0,0,100,100,100,0,0,100,100,0,9160270169
898,0,0,100,100,100,0,0,100,100,0,7092364206
899,3,3,100,98,100,0,0,100,98,1,8469752380
901,17,2,80,84,95,0,0,100,100,10,5524875670
902,0,0,100,100,100,0,0,100,100,0,6780966650
903,0,0,100,100,100,0,0,100,100,0,5743704331
904,0,0,100,100,100,0,0,100,100,5,4467078768
905,0,0,100,100,100,0,0,100,100,0,3490740107
906,5,0,98,98,100,2,1,98,96,4,6367090903
907,0,0,100,100,100,0,0,100,100,0,7418832131
909,10,0,100,100,100,0,1,99,99,7,3057563276
912,27,0,100,100,100,0,0,100,100,0,999279157
914,0,0,100,100,100,0,0,100,100,0,9999285317
915,0,0,100,100,100,0,0,100,100,0,181776899
916,0,0,100,100,100,0,0,100,100,0,4728066958
919,0,0,100,100,100,0,1,100,100,1,4861233225
920,10,14,90,93,100,0,0,100,100,0,8894045883
921,0,0,100,100,100,0,0,100,100,0,5286380480
922,0,0,100,100,100,0,0,100,100,0,1892802980
924,0,0,100,100,100,0,1,96,100,2,7917416971
925,0,0,100,100,100,0,0,100,100,0,7188265966
927,0,0,100,100,100,0,4,100,100,51,6730827558
928,40,34,88,100,94,1,2,72,95,10,5835287282
929,0,0,100,100,100,0,0,100,100,0,3136744862
930,0,0,100,100,100,0,5,77,98,14,6085646855
932,0,0,100,100,100,0,0,100,100,0,3672490906
933,0,0,100,100,100,0,0,100,100,0,4787280904
936,0,0,100,100,100,0,0,100,98,0,9245702764
937,0,0,100,100,100,0,0,100,100,0,5499733579
939,0,0,100,100,100,0,0,100,100,0,1945110131
941,17,14,87,88,100,0,1,100,100,0,1261403691
942,0,0,100,100,100,0,0,100,100,24,1392853213
944,0,0,100,100,100,0,0,100,100,5,7235476761
945,0,0,100,100,100,0,0,100,100,0,8050179593
946,0,0,100,100,100,0,0,100,100,0,9518561302
949,0,0,100,100,100,0,0,100,100,0,9081924697
950,0,0,100,100,100,0,0,100,100,0,1913679167
952,0,0,100,100,100,0,8,84,100,10,5243977075
953,0,0,100,100,99,0,1,100,100,5,8088916158
954,1,2,97,99,98,1,0,99,98,1,2385917180
956,0,0,100,100,100,0,0,100,100,0,648446069
957,0,0,100,100,100,0,0,100,100,0,4990556542
958,0,0,100,100,100,0,0,100,100,0,6857006237
959,0,10,100,100,100,0,0,89,100,0,1163740358
961,0,0,100,100,100,0,0,100,100,0,1663226415
962,0,0,100,100,100,1,2,69,96,11,2581831282
963,0,0,100,100,100,0,11,82,100,21,9677502457
965,0,0,100,100,100,0,0,100,100,0,4815290714
967,4,15,100,98,100,0,0,98,98,2,5132507542
968,0,0,100,100,100,0,0,100,100,0,3128994116
970,3,1,97,100,100,0,0,100,100,0,6621824577
971,0,0,100,100,100,0,0,100,100,0,8370388229
973,0,0,100,100,100,0,0,100,100,0,9397657043
974,,,,,,,,,,,
975,0,0,100,100,100,0,0,100,100,0,8429110459
977,0,0,100,100,100,0,2,100,100,1,9681219416
978,0,0,100,100,100,0,0,100,100,0,3495452874
982,0,0,100,100,100,0,0,100,100,0,2759214607
983,0,0,100,100,100,2,1,98,100,0,6242168513
986,0,0,100,100,100,1,7,100,100,21,1427175779
988,0,0,100,100,100,0,0,100,100,0,9616808639
989,3,6,89,89,100,0,0,100,100,0,1056942064
990,0,0,100,100,100,0,21,99,78,34,1676197787
991,0,0,100,100,100,0,0,100,100,0,9292613277
994,0,0,100,100,100,0,0,100,100,0,5409717252
995,0,0,100,100,100,0,0,100,100,0,3513615201
996,0,5,98,98,100,0,1,93,100,7,437020915
997,2,0,100,99,100,0,0,100,100,0,947547666
999,0,0,77,78,78,0,1,100,100,0,2580821961
1000,0,0,100,100,100,0,0,100,100,0,3464595605
1001,0,0,100,100,100,0,0,100,100,0,1700818897
1002,0,0,100,100,100,0,1,95,100,10,482551469
1003,0,0,100,100,100,0,0,100,100,0,7755405078
1004,0,0,100,100,100,0,0,100,100,0,471409857
1007,1,1,99,100,100,1,1,88,90,5,5854262160
1008,0,0,100,100,100,0,0,100,100,0,7690539034
1009,0,0,100,100,100,0,0,100,100,0,4064750536
1010,10,9,92,89,100,0,0,100,100,0,8134776363
1011,0,0,100,100,100,0,0,100,100,0,7323132883
1012,0,0,100,100,99,0,0,100,100,0,2532388903
1013,0,0,100,100,100,0,0,100,100,0,6666347691
1014,0,0,100,100,100,0,0,100,100,0,6799518326
1015,0,0,100,100,100,0,0,65,76,10,3375177499
1018,0,0,100,100,100,0,0,100,100,0,762278633
1021,0,0,100,100,100,1,0,100,100,0,4712757081
1022,0,0,100,100,100,0,0,100,100,0,6458411924
1025,0,10,100,100,100,0,7,84,92,13,4071266842
1027,0,0,100,100,100,0,0,100,100,0,1171028455
1028,15,21,100,100,100,0,0,100,100,0,1153180599
1030,4,0,98,97,100,2,1,100,98,1,6894111023
1032,0,0,100,100,100,0,0,100,100,0,3306963201
1035,0,0,100,100,100,0,0,100,100,0,9668225408
1036,1,1,99,99,99,0,0,100,100,0,9024784900
1037,0,0,100,100,100,0,2,70,100,5,2022587163
1038,0,0,100,100,100,0,0,100,100,0,3959000846
1040,0,0,100,100,100,0,0,100,100,0,2209493918
1041,0,0,100,100,100,0,0,100,100,0,2193988440
1043,0,0,100,100,100,0,0,100,100,0,5623335703
1045,0,0,100,100,100,0,0,100,100,20,9229598483
1048,7,18,84,100,100,1,7,87,93,23,1057908777
1050,0,0,100,100,100,0,1,60,94,2,3144771512
1051,4,6,98,100,100,0,0,100,100,0,136705245
1052,12,8,90,89,89,15,12,69,80,16,2131506716
1053,0,0,100,100,100,0,0,100,100,0,6587101146
1054,0,0,100,100,100,0,0,81,100,24,9263671357
1055,0,0,100,100,100,0,0,100,100,0,579024683
1056,0,0,100,100,100,0,0,100,100,0,7036185725
1057,21,0,100,100,100,6,7,89,89,6,3975814064
1058,0,0,100,97,100,0,0,100,100,11,2770678312
1060,0,0,100,98,100,0,0,100,100,0,4564204639
1061,0,0,100,100,100,0,0,100,100,0,6235545091
1062,1,2,98,98,99,2,3,97,97,1,9072897578
1063,0,0,100,100,100,0,0,100,100,0,3333095023
1064,0,0,100,100,100,0,0,100,100,0,2427959018
