,Dim1,Dim2,cl_k3,cl_k6
casual acquaintances,8.244414,15.302134,2,2
diplomats,9.390162,15.035148,2,5
facebook friends,8.140175,15.54687,2,2
club member and club president,-13.937348,1.3804009,1,1
victim and criminal,3.365262,4.835422,0,3
man and his mistress,1.5970428,18.404133,2,4
sugar daddy and sugar baby,13.065601,9.286905,0,0
companions,9.370016,15.2682085,2,5
criminal and hostage,3.350885,4.7279844,0,3
fans of opposing sports teams,3.1224935,4.4624333,0,3
reviewer and writer,12.837586,9.290401,0,0
close relatives,1.6074222,18.625126,2,4
lawyer and client,12.926394,9.448621,0,0
athlete and referee,13.259914,9.510306,0,0
consultant and client,13.034696,9.296876,0,0
researcher and research subject,13.262444,9.154675,0,0
coach and athlete,13.011032,9.667952,0,0
criminal and their accomplice,13.157844,9.3767605,0,0
babysitter and infant,-14.372455,1.6906884,1,1
religious followers,9.377404,15.168663,2,5
mother and infant,1.5051327,18.43093,2,4
childhood friends,1.7290081,18.124983,2,4
man and god,-13.833359,1.3975726,1,1
divorced spouses,3.1825972,4.673379,0,3
half siblings,1.7200661,18.13809,2,4
parole officer and parolee,-14.270054,1.4664248,1,1
landlord and housekeeper,-14.413994,1.2680346,1,1
a person and their social media follower,-14.108021,1.596557,1,1
parent and teenager,1.6513464,18.28626,2,4
entrepreneur and investor,13.195859,9.124985,0,0
professor and graduate student,13.077833,9.243616,0,0
sorority sisters,9.307279,15.02266,2,5
doctor and nurse,-14.305423,1.4842451,1,1
intern and employee,12.995814,9.044581,0,0
cousins,1.9494095,18.40368,2,4
brother and sister,1.9877119,18.340794,2,4
political allies,13.136812,9.536865,0,0
supervisor and subordinate,-14.2174425,1.5115618,1,1
religious leader and congregant,-14.169156,1.4986032,1,1
fans of the same sports team,9.182022,15.197014,2,5
principal and teacher,-14.306906,1.4147204,1,1
celebrity and haters,3.1600173,4.5301685,0,3
a person and their in laws,1.8151084,18.556149,2,4
police officer and offender,3.0046294,4.6538167,0,3
customer and server,13.133975,9.3934965,0,0
foreman and laborer,-14.382308,1.6433227,1,1
