,parent and child,parent and teenager,wife and husband,fiance and fiancee,siblings,divorced spouses,a person and their in laws,employer and employee,interviewer and job applicant,guard and prisoner,nurse and patient,therapist and patient,salesperson and customer,business partners,opposing negotiators,political opponents,business rivals,enemies,teacher and student,professor and graduate student,master and servant,close friends,casual acquaintances,teammates in sports,second cousins,grandparent and grandchild,foster parent and foster child,godparent and godchild,step grandparent and step grandchild,ancestor and descendant,man and his mistress,step siblings,distant relatives,twins,a person and their family friends,manager and staff,union leader and union member,manager and assistant,entrepreneur and investor,drug dealer and addict,victim and witness,criminal and police officer,criminal and prosecutor,customer and businessman,representative and citizen,officer and soldier,religious followers,reader and writer,reviewer and writer,sugar daddy and sugar baby,director and performer,psychologist and client,judge and contestant,man and god,university student and administrator,student and dorm resident assistant,athletic trainer and trainee,researcher and research subject,peers,classmates,bride and bridesmaid,guest and host,television host and guest,volunteer and organizer,bully and victim,a person and their social media follower,childhood friends,pen friends,friends with benefits,life partners,soul mates,church members,fans of the same sports team,fans of opposing sports teams,superior and subordinate,a monarch and their minister,cousins,parent and infant,step parent and step child,bride and groom,man wife and man mistress,brother and sister,close relatives,a person and their deceased spouse,foreman and laborer,owner and manager,chief and deputy,supervisor and subordinate,boss and secretary,intern and employee,lawyer and client,judge and lawyer,victim and criminal,criminal and hostage,defendant and plaintiff,police officer and offender,police officer and civilian,parole officer and parolee,consultant and client,chef and customer,customer and server,doctor and patient,doctor and nurse,patient and caretaker,driver and passenger,coach and athlete,team captain and team members,club member and club president,politician and supporter,leader and follower,babysitter and infant,religious leader and congregant,prostitute and customer,guide and tourist,athlete and referee,slave and master,performer and audience,dealer and buyer,co workers,sports rivals,romantic rivals,criminal and their accomplice,diplomats,principal and teacher,professor and teaching assistant,mentor and mentee,roommates,sorority sisters,fraternity brothers,groom and groomsman,predecessor and successor,landlord and tenant,landlord and housekeeper,celebrity and fans,celebrity and haters,native and tourist,friends,facebook friends,political allies,romantic lovers,ex lovers,strangers,neighbors,aunt and niece/nephew,uncle and niece/nephew,frenemies,half siblings,adoptive parents and adopted kids,mother and infant,alumni,confidants,a person and their significant other,companions,playmates,competitors in sports,a person and their crush,cohabitants,long distance lovers,brothers in arms
Concreteness,8,33,3,1,12,90,46,96,64,45,85,76,93,100,70,46,50,2,71,45,83,10,9,43,45,71,40,43,43,30,33,11,49,14,0,83,89,100,92,94,86,52,76,89,44,68,22,35,77,93,44,63,42,7,67,81,97,85,17,45,39,46,57,67,55,38,42,58,34,6,1,45,78,55,84,45,38,51,63,52,59,0,22,0,100,100,99,78,100,78,100,100,100,100,48,100,51,100,100,100,100,100,78,91,100,99,0,57,100,57,100,45,100,71,100,49,100,100,79,100,0,66,80,80,66,10,31,53,0,29,100,100,100,100,40,80,34,41,81,49,44,50,40,20,39,49,35,52,50,74,19,26,41,41,100,40,100,12,49
Uniqueness,99,99,100,99,100,20,4,3,24,5,57,5,1,0,23,5,30,96,60,74,6,80,12,17,9,7,96,33,51,48,53,49,13,66,93,15,6,10,60,8,99,5,12,24,4,9,24,98,5,71,65,94,2,100,2,10,53,53,71,30,98,24,16,13,3,3,98,54,33,98,98,72,25,37,19,17,25,92,80,94,77,79,72,96,21,100,61,28,39,17,13,16,11,76,75,0,0,42,33,0,0,0,41,67,0,31,0,10,4,18,8,0,0,4,0,59,0,19,13,58,68,70,31,18,84,100,0,30,38,76,81,58,30,0,0,0,0,0,59,25,26,0,0,34,67,71,61,91,97,7,82,92,78,69,54,57,0,79,14
Love Expression,99,71,100,100,78,4,66,6,1,3,60,60,27,53,6,19,0,1,54,77,10,75,51,69,61,59,88,73,39,65,59,66,27,60,83,27,6,18,3,52,0,0,0,8,61,16,53,74,5,66,64,59,3,77,52,31,53,3,57,60,76,55,45,52,1,11,77,60,72,100,99,57,74,23,3,17,54,83,59,100,0,59,67,84,4,46,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,23,57,46,0,0,55,53,0,46,55,40,0,37,0,0,32,0,52,23,19,23,6,53,46,65,56,40,69,83,0,0,0,53,0,11,83,22,50,99,52,0,0,65,4,0,53,73,100,33,79,100,80,83,2,52,45,91,25
Information Exchange,85,95,93,98,60,15,69,53,72,17,74,98,66,77,56,0,25,25,98,97,1,87,0,74,52,59,72,69,53,97,18,22,61,57,78,57,89,77,53,52,1,75,59,56,58,55,73,78,75,53,96,98,19,63,60,55,91,81,57,40,55,40,55,99,5,53,59,53,57,98,98,74,54,52,67,47,56,100,64,100,23,59,64,0,77,80,79,83,83,73,99,87,0,0,34,64,63,34,74,8,0,100,100,79,0,100,79,60,41,66,74,80,70,100,62,27,73,64,80,0,0,80,90,66,100,100,59,64,73,82,80,17,21,37,0,59,91,63,64,59,0,0,44,73,57,22,0,100,100,32,100,100,83,86,28,37,55,75,88
Money Exchange,19,59,19,13,18,61,15,85,64,65,84,87,89,95,95,29,77,36,1,41,41,45,43,15,9,35,32,30,17,4,53,18,21,18,39,85,61,79,99,99,34,34,34,91,64,82,37,76,88,99,69,96,46,17,94,54,76,98,13,9,43,43,65,9,1,39,9,7,66,18,19,83,38,58,76,59,24,0,17,0,0,5,66,63,69,66,0,77,95,0,98,0,62,59,70,19,0,0,92,96,100,100,53,81,69,0,0,22,59,57,61,60,95,74,39,76,77,100,73,20,0,75,28,51,56,0,52,23,19,21,15,94,87,77,11,76,25,0,65,9,22,1,0,21,0,32,40,0,0,14,4,38,20,5,19,0,62,21,0
Goods Exchange,66,2,4,0,0,56,0,0,1,3,0,3,84,66,1,2,0,0,0,19,0,1,0,2,15,0,0,0,2,54,0,3,57,1,4,0,3,0,93,84,0,0,0,69,0,0,0,1,59,91,4,0,0,5,5,0,0,1,0,9,2,0,0,0,0,0,1,56,1,2,77,0,4,0,0,1,10,8,63,64,0,0,0,0,53,58,0,28,0,0,100,0,0,55,0,1,0,33,41,100,100,60,29,60,76,0,64,84,0,75,0,21,54,54,0,55,44,100,58,25,0,86,65,31,64,0,56,21,0,0,0,100,28,43,0,80,55,0,97,0,0,0,18,0,0,0,25,13,0,0,0,59,0,55,0,0,59,0,55
Service Exchange,0,10,0,22,15,51,98,64,87,81,84,95,95,99,96,99,80,0,55,98,95,2,9,44,34,37,28,35,18,2,17,60,0,31,5,100,98,90,96,94,5,62,94,96,76,96,88,92,98,24,31,75,57,90,94,56,96,100,28,32,1,93,83,88,2,61,5,6,29,1,18,69,28,19,2,63,0,0,0,0,0,0,0,0,100,100,100,100,100,78,100,100,0,0,99,100,100,100,100,100,100,100,100,100,100,63,77,85,100,100,100,100,100,84,78,100,100,100,100,63,0,78,82,100,44,62,0,76,72,0,71,99,83,100,100,79,0,0,77,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,22,0,75,0,76
Attachment,80,66,99,98,66,19,60,54,52,22,73,67,17,77,38,10,19,2,62,71,35,99,52,79,57,64,59,36,35,54,53,68,40,71,93,62,92,42,77,81,24,19,44,16,52,37,56,65,73,31,87,59,48,80,40,1,92,42,80,66,79,46,44,43,1,56,80,62,70,99,97,66,54,52,40,38,39,100,81,100,0,82,90,87,23,65,42,33,28,19,55,21,21,0,18,9,0,43,34,40,2,62,71,52,0,74,63,41,1,29,55,64,0,57,11,1,37,2,42,0,26,67,25,44,62,58,60,59,85,67,31,17,0,0,0,17,96,42,20,98,23,0,25,11,57,0,68,87,100,57,100,100,89,68,55,38,33,92,89
Mating,0,0,100,99,1,46,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,22,0,2,0,0,1,3,6,97,0,2,0,0,0,0,5,1,1,1,1,0,0,0,1,2,1,0,98,0,0,0,0,1,0,2,0,0,11,1,0,0,1,1,23,0,0,87,100,82,0,1,2,0,0,0,81,0,100,40,0,69,74,0,0,0,0,0,0,0,0,40,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,56,0,0,0,1,0,0,0,45,0,0,0,0,0,35,0,0,28,0,0,0,58,0,0,37,36,0,100,78,0,0,0,0,0,0,0,0,0,0,100,20,0,0,65,0,78,38
Conflict,48,74,60,64,4,96,58,0,56,80,10,21,12,10,100,63,99,74,21,33,54,59,0,65,12,48,58,56,21,19,86,60,2,5,30,10,59,33,5,64,99,80,13,12,53,54,16,68,2,16,42,28,44,61,52,33,54,3,0,0,3,55,7,2,99,61,20,0,63,20,23,17,1,99,14,8,18,60,55,37,55,6,53,6,53,21,56,49,5,72,42,73,96,100,89,95,100,64,28,20,19,53,8,6,52,16,14,21,69,30,0,31,56,15,37,100,17,39,62,78,84,67,20,19,6,5,40,13,15,34,19,55,52,11,99,59,9,6,20,40,54,0,37,8,4,55,8,2,50,8,6,14,3,39,77,28,39,53,27
Negotiation,66,89,14,97,22,99,72,58,82,15,0,85,73,100,100,0,97,0,8,73,1,93,2,81,7,58,77,3,37,65,55,4,4,24,55,65,92,2,88,72,0,4,83,71,85,6,52,62,65,75,3,67,63,55,5,54,59,5,100,18,37,34,43,20,14,53,18,28,74,100,100,58,9,58,0,8,26,19,56,81,0,67,60,8,13,74,63,0,58,69,65,96,0,61,86,71,0,21,85,1,79,69,14,63,0,0,33,65,6,18,63,17,79,76,12,0,36,100,82,65,24,20,99,59,19,22,77,61,31,26,37,55,56,23,0,79,62,0,100,65,0,0,57,66,19,1,61,53,18,0,54,60,76,67,86,10,82,66,62
Coercion,32,37,0,32,20,26,27,36,19,93,14,24,26,58,55,60,99,73,29,24,100,17,33,17,15,18,0,19,24,0,48,17,19,30,11,35,33,27,29,71,84,89,82,38,35,53,32,19,30,57,37,31,40,36,11,27,19,32,32,24,24,41,0,32,95,26,30,20,67,18,34,42,27,35,73,55,24,34,27,0,51,0,27,34,18,0,43,44,20,0,19,27,100,100,76,100,74,74,19,0,0,0,0,0,0,0,0,17,70,41,0,57,44,0,78,100,0,0,16,100,77,100,61,36,22,0,15,0,0,0,0,0,0,0,79,0,0,0,76,20,50,0,0,0,0,64,38,19,0,0,0,26,0,0,76,18,52,25,36
Importance for society,80,55,87,96,91,63,56,94,100,59,79,83,74,80,56,81,78,20,98,85,34,88,78,85,57,81,62,57,55,52,52,79,61,61,83,89,89,92,66,58,45,80,79,78,79,63,45,96,85,52,65,84,12,42,86,59,60,95,85,84,67,77,34,84,26,31,85,46,80,93,100,54,78,66,99,62,29,74,58,78,0,65,53,0,66,61,62,73,64,80,59,90,0,0,54,0,54,0,53,82,100,100,100,79,100,100,100,52,54,22,74,0,59,71,57,0,100,54,100,31,0,0,73,89,100,100,84,60,74,61,53,70,0,100,0,100,100,0,85,88,0,45,74,47,55,0,75,100,41,70,100,100,100,100,100,0,84,23,53
Importance for individuals,96,77,100,100,99,53,58,57,92,53,95,62,57,99,52,54,54,54,74,86,61,99,53,95,53,99,97,77,53,94,64,53,52,87,96,57,81,65,91,98,88,86,94,53,69,67,73,77,83,63,98,66,55,93,71,87,61,58,81,78,96,48,53,70,53,55,96,51,77,100,100,61,53,56,60,64,20,100,58,100,0,91,73,69,24,79,63,20,43,21,57,26,77,14,65,19,28,56,0,0,0,80,83,36,0,72,60,56,33,59,91,54,0,27,16,77,27,0,56,22,35,81,69,40,61,100,72,69,55,59,19,0,7,0,0,39,89,16,65,100,19,0,19,62,62,41,64,99,99,7,100,100,93,79,27,75,41,85,63
Affiliation Coalition,81,65,93,100,95,0,53,82,66,4,65,55,33,74,0,1,1,1,56,61,1,77,24,87,64,95,98,67,59,71,23,53,53,71,94,53,98,74,62,25,1,26,2,34,57,65,53,53,62,57,79,92,36,71,53,36,60,60,100,69,73,46,12,37,3,21,96,54,93,96,98,3,93,7,2,68,100,100,0,100,0,100,100,100,100,82,100,76,100,72,72,0,0,0,0,0,11,0,31,100,100,62,100,100,23,100,100,100,75,100,100,100,60,0,19,0,100,100,100,0,0,100,0,100,100,79,100,100,100,100,74,27,59,100,0,21,100,50,21,100,0,30,64,100,0,65,100,100,100,100,100,100,100,100,0,38,100,100,100
Occupational,25,16,20,1,6,4,12,97,66,94,87,86,68,89,97,39,91,24,82,87,81,17,4,21,27,29,19,9,34,7,6,26,16,20,27,60,93,84,80,25,15,69,89,66,82,83,92,87,98,25,88,89,84,28,71,72,99,68,4,6,9,66,13,21,12,18,28,10,28,98,8,61,54,9,20,67,0,0,0,0,0,0,0,0,100,100,100,100,100,74,100,100,35,25,67,100,100,82,100,100,100,100,100,100,100,61,59,72,99,74,0,100,100,100,100,79,78,100,100,63,0,57,99,100,69,87,56,57,38,24,99,100,100,62,0,0,0,0,80,0,0,0,0,4,1,0,1,0,0,76,23,0,0,36,64,30,13,0,56
Activeness,76,70,89,100,91,8,22,35,43,30,84,93,20,83,8,56,37,20,82,60,8,86,2,82,8,34,78,72,75,3,92,98,5,21,70,53,16,24,98,72,3,92,95,95,25,100,45,72,74,55,58,73,43,57,15,18,91,78,79,29,60,43,43,58,63,2,79,44,68,96,99,16,63,56,20,9,12,100,71,100,0,57,68,9,58,72,61,29,62,33,65,62,68,67,60,37,0,56,54,26,19,52,61,57,31,83,56,61,21,62,71,62,35,62,37,96,19,22,60,36,52,69,75,41,80,79,90,40,34,71,38,0,40,30,15,30,70,0,78,100,8,0,0,27,72,55,64,96,100,0,89,100,76,75,55,43,5,68,93
Endurance,100,100,91,98,90,24,73,17,25,3,53,75,2,90,39,44,65,55,40,57,80,91,29,59,73,91,78,67,94,56,37,57,77,30,72,31,69,33,20,38,0,21,33,0,34,32,58,21,38,0,54,76,20,97,36,30,45,33,76,79,65,23,43,43,24,0,58,17,18,98,100,71,70,71,8,16,64,100,67,100,17,96,64,100,40,62,79,55,58,35,65,66,27,17,30,35,36,70,2,0,0,56,88,59,0,55,58,7,23,59,61,71,0,0,0,100,23,36,55,32,15,84,43,34,75,100,59,58,56,69,55,39,21,39,22,0,100,38,58,60,19,0,58,100,76,16,71,100,100,38,86,100,81,71,13,0,42,62,55
Synchronicity,90,72,78,85,69,48,53,88,94,88,94,81,86,87,87,63,56,80,93,64,55,79,100,81,60,64,77,54,82,50,100,71,55,80,78,81,90,86,97,98,85,77,87,96,54,98,99,92,80,97,98,98,100,55,88,68,57,84,78,100,84,96,100,99,91,49,62,39,100,91,91,90,96,71,61,48,73,96,100,100,0,72,78,0,58,56,77,100,100,75,100,100,93,100,55,100,100,53,57,100,100,100,97,100,100,77,90,91,45,42,99,43,100,79,100,86,35,100,81,79,30,96,88,61,100,89,90,60,64,100,18,26,31,0,0,19,100,28,66,74,0,0,60,72,73,57,100,100,92,0,84,100,55,100,23,11,57,35,61
Spatial Distance,95,93,96,94,99,17,27,77,62,59,87,97,61,89,75,4,27,26,63,95,14,99,16,94,21,30,84,20,24,12,98,90,2,91,65,25,56,93,69,67,61,35,58,82,24,63,73,40,5,98,74,97,57,0,60,72,95,70,69,92,76,46,22,61,60,13,70,24,86,99,99,97,55,14,66,53,29,99,62,100,0,63,18,0,56,61,59,61,62,61,73,54,59,56,43,95,17,32,19,25,56,39,79,78,53,80,93,0,0,6,90,58,59,66,61,67,54,0,77,45,13,58,64,75,79,81,94,69,68,66,0,18,57,0,0,59,90,0,0,91,0,0,97,61,36,41,86,88,98,0,87,92,93,72,52,54,74,0,66
