,parent and child,parent and teenager,wife and husband,fiance and fiancee,siblings,divorced spouses,a person and their in laws,employer and employee,interviewer and job applicant,guard and prisoner,nurse and patient,therapist and patient,salesperson and customer,business partners,opposing negotiators,political opponents,business rivals,enemies,teacher and student,professor and graduate student,master and servant,close friends,casual acquaintances,teammates in sports,second cousins,grandparent and grandchild,foster parent and foster child,godparent and godchild,step grandparent and step grandchild,ancestor and descendant,man and his mistress,step siblings,distant relatives,twins,a person and their family friends,manager and staff,union leader and union member,manager and assistant,entrepreneur and investor,drug dealer and addict,victim and witness,criminal and police officer,criminal and prosecutor,customer and businessman,representative and citizen,officer and soldier,religious followers,reader and writer,reviewer and writer,sugar daddy and sugar baby,director and performer,psychologist and client,judge and contestant,man and god,university student and administrator,student and dorm resident assistant,athletic trainer and trainee,researcher and research subject,peers,classmates,bride and bridesmaid,guest and host,television host and guest,volunteer and organizer,bully and victim,a person and their social media follower,childhood friends,pen friends,friends with benefits,life partners,soul mates,church members,fans of the same sports team,fans of opposing sports teams,superior and subordinate,a monarch and their minister,cousins,parent and infant,step parent and step child,bride and groom,man wife and man mistress,brother and sister,close relatives,a person and their deceased spouse,foreman and laborer,owner and manager,chief and deputy,supervisor and subordinate,boss and secretary,intern and employee,lawyer and client,judge and lawyer,victim and criminal,criminal and hostage,defendant and plaintiff,police officer and offender,police officer and civilian,parole officer and parolee,consultant and client,chef and customer,customer and server,doctor and patient,doctor and nurse,patient and caretaker,driver and passenger,coach and athlete,team captain and team members,club member and club president,politician and supporter,leader and follower,babysitter and infant,religious leader and congregant,prostitute and customer,guide and tourist,athlete and referee,slave and master,performer and audience,dealer and buyer,co workers,sports rivals,romantic rivals,criminal and their accomplice,diplomats,principal and teacher,professor and teaching assistant,mentor and mentee,roommates,sorority sisters,fraternity brothers,groom and groomsman,predecessor and successor,landlord and tenant,landlord and housekeeper,celebrity and fans,celebrity and haters,native and tourist,friends,facebook friends,political allies,romantic lovers,ex lovers,strangers,neighbors,aunt and niece/nephew,uncle and niece/nephew,frenemies,half siblings,adoptive parents and adopted kids,mother and infant,alumni,confidants,a person and their significant other,companions,playmates,competitors in sports,a person and their crush,cohabitants,long distance lovers,brothers in arms
Concreteness,0,0,0,0,4,15,0,100,78,83,69,84,100,77,72,25,14,0,85,95,97,5,16,16,0,0,8,0,4,6,0,0,5,3,0,85,92,81,100,87,62,91,93,100,3,75,0,74,99,97,80,64,96,0,80,82,76,94,0,34,58,31,90,69,8,28,6,20,68,0,5,9,1,20,89,25,9,5,3,4,4,7,8,5,4,8,28,4,32,5,7,38,7,7,4,5,7,7,38,90,8,9,9,7,4,8,4,5,5,4,7,3,68,5,8,7,9,4,9,5,2,5,4,6,3,9,4,3,5,6,8,67,67,4,9,4,7,4,3,6,4,7,4,3,5,9,9,4,7,9,6,3,4,5,12,6,3,6,4
Uniqueness,93,85,100,100,95,61,58,82,27,22,28,58,78,24,58,27,28,25,23,27,65,64,16,22,38,100,95,85,99,75,66,71,77,100,2,100,26,87,56,21,32,0,61,26,27,86,33,63,29,57,92,39,24,100,18,80,72,36,8,24,100,18,33,37,66,13,86,38,80,100,98,63,26,21,74,70,71,96,97,94,75,96,91,96,44,63,60,34,91,19,42,30,39,43,59,21,14,57,40,8,2,26,79,73,61,58,64,59,34,71,65,41,9,24,64,60,22,21,72,21,66,90,66,83,71,61,86,62,65,92,63,32,56,13,9,35,59,42,44,88,70,9,58,89,94,62,74,87,94,25,61,97,32,72,30,71,66,93,41
Love Expression,100,100,100,100,100,26,70,37,40,10,56,54,33,57,4,24,11,0,76,51,0,100,65,62,70,100,59,92,77,91,64,94,59,100,60,45,53,34,35,36,44,6,8,52,57,54,62,51,56,63,52,53,36,100,43,51,59,42,85,51,95,57,41,45,3,55,74,56,64,95,100,63,60,11,29,21,94,95,94,94,67,85,89,82,5,6,5,15,4,2,6,7,9,6,3,33,5,3,5,16,6,8,4,38,6,4,34,6,5,5,8,6,6,18,5,3,21,4,4,3,73,5,19,9,3,6,5,75,60,87,10,15,8,5,6,5,68,31,3,100,83,8,6,7,91,17,83,93,92,5,6,95,5,8,4,89,5,92,58
Information Exchange,64,65,84,67,89,27,66,66,31,32,63,97,62,58,29,53,28,25,98,85,25,84,67,70,60,70,78,63,73,60,22,65,56,85,76,62,65,63,58,15,26,23,61,33,72,68,73,70,85,5,61,100,59,64,61,56,77,82,82,68,71,36,24,30,15,59,76,65,29,61,77,72,34,27,34,24,30,14,59,58,27,66,62,14,67,59,55,56,65,76,94,69,28,28,22,29,25,16,72,6,36,94,93,62,7,63,93,54,67,55,23,33,16,91,27,42,40,77,22,40,20,22,63,30,28,94,14,13,22,95,72,39,24,33,13,14,64,7,56,86,27,6,30,60,8,14,74,65,16,39,88,82,72,22,29,29,34,13,25
Money Exchange,0,0,0,0,0,0,0,100,65,82,77,80,100,84,64,56,68,8,0,0,78,0,0,36,0,0,0,0,0,0,0,0,0,0,2,100,73,84,100,100,0,64,71,100,77,69,0,63,62,100,61,61,0,0,64,59,69,74,0,7,0,91,95,0,0,35,0,2,0,0,0,26,0,0,69,29,4,5,4,4,4,3,3,4,65,39,3,55,43,69,77,5,6,63,3,3,5,3,62,63,69,40,2,61,5,4,2,4,57,2,4,4,99,81,4,4,4,98,5,3,2,3,4,5,56,5,4,3,4,5,5,73,66,2,4,7,4,4,3,2,6,4,4,4,4,5,3,5,4,4,4,4,5,5,5,5,1,3,3
Goods Exchange,27,29,36,30,23,26,29,61,40,29,27,65,82,76,25,22,29,23,31,34,21,28,34,24,26,23,32,23,20,27,81,26,25,29,20,31,30,60,79,99,24,29,24,25,21,27,31,20,25,83,32,38,20,68,26,24,33,65,24,23,24,26,27,21,23,65,25,32,25,20,24,23,25,28,30,28,4,5,5,8,9,5,7,8,5,21,6,14,5,7,5,2,39,4,4,5,5,4,59,58,55,4,5,7,4,5,4,22,6,5,5,5,19,4,5,5,6,96,5,7,9,5,3,6,3,1,2,6,6,23,5,4,4,7,4,7,5,4,27,7,3,6,33,6,6,7,5,9,2,4,4,4,7,5,6,8,6,6,7
Service Exchange,61,0,20,18,18,28,23,100,56,58,100,74,72,67,22,27,66,30,77,76,92,19,21,29,21,24,69,31,9,28,88,30,18,2,23,98,63,94,73,70,27,72,61,95,100,29,25,57,59,94,70,83,86,61,76,79,70,94,29,24,25,61,59,63,30,30,5,16,36,11,1,33,30,29,64,76,2,1,0,2,2,1,1,1,99,99,36,68,96,94,100,33,2,24,12,39,93,59,98,98,100,100,100,98,38,65,42,1,74,61,96,41,99,92,76,99,91,99,29,1,1,35,1,98,63,65,3,1,1,2,24,96,37,67,6,22,3,2,33,2,1,0,2,3,5,2,0,2,2,3,2,0,2,1,25,2,1,2,4
Attachment,100,100,100,100,100,13,57,20,0,9,56,0,16,31,18,15,1,0,21,16,4,94,58,26,55,100,100,91,85,78,72,88,57,100,67,27,55,30,24,58,34,23,14,21,17,30,20,32,18,60,39,22,28,100,2,32,26,17,73,52,64,55,15,29,20,21,68,58,81,100,100,52,54,0,32,27,71,97,94,96,65,94,95,93,20,12,15,22,29,30,42,9,9,23,18,32,18,33,23,33,21,61,40,56,4,56,59,31,33,25,41,39,33,33,26,42,15,12,41,25,30,9,43,26,34,58,64,75,76,95,58,22,16,37,57,20,93,43,45,95,59,0,41,95,95,36,93,95,98,12,57,98,82,75,44,64,55,92,75
Mating,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,100,100,100,0,0,0,0,0,5,89,67,88,5,6,7,76,4,3,6,7,6,5,8,7,6,6,5,88,4,4,6,7,6,8,8,4,4,4,4,5,4,6,7,4,62,6,5,6,4,4,4,4,69,3,6,4,5,6,6,4,8,6,3,3,3,5,4,6,25,5,5,80,66,4,6,5,8,4,6,82,94,5,6,94,4,5,8,64,6,68,5
Conflict,11,7,37,9,19,97,21,45,54,79,44,26,26,22,100,100,98,98,58,39,59,17,3,21,3,9,10,4,8,34,59,4,3,8,3,58,27,54,42,62,17,99,92,35,46,53,25,16,72,35,25,15,63,3,54,39,43,28,5,19,6,19,12,22,99,41,11,25,56,4,9,10,24,95,62,93,4,5,4,4,20,5,3,4,39,5,3,4,6,6,5,31,93,94,62,79,6,64,5,3,6,6,4,3,1,3,4,4,4,3,3,4,4,6,3,63,3,2,4,60,60,5,5,27,4,6,32,2,5,5,3,46,45,5,71,3,5,4,4,5,73,6,3,4,3,89,6,6,3,5,4,6,5,5,69,5,5,3,6
Negotiation,5,0,10,12,0,60,9,4,69,1,5,8,88,66,100,77,65,4,6,23,7,0,2,4,5,12,8,9,0,0,0,2,0,0,5,3,37,27,64,77,8,8,84,60,23,10,6,10,4,5,5,0,4,1,68,7,7,6,0,17,4,5,6,14,6,7,1,3,22,2,4,8,15,6,17,7,6,7,4,8,4,5,4,5,13,2,4,7,29,6,69,90,5,96,86,70,2,72,57,36,10,4,4,4,9,5,7,7,62,3,10,14,87,5,3,6,6,68,8,4,14,4,81,4,4,7,6,6,8,6,20,59,66,6,4,2,7,6,67,6,31,9,14,4,4,24,3,3,5,5,55,3,7,7,11,6,4,1,4
Coercion,54,3,4,6,4,5,7,6,5,7,5,7,7,10,71,89,39,84,4,4,99,7,6,9,5,4,8,7,4,5,5,6,8,8,6,4,3,11,4,35,30,97,64,7,8,6,7,6,4,7,6,5,8,13,6,5,4,9,3,2,6,4,9,5,91,5,42,7,39,2,9,6,5,3,8,44,7,4,5,3,7,5,4,3,5,4,7,6,9,5,3,3,5,67,4,58,28,40,5,4,5,7,3,4,6,4,7,5,3,5,4,4,4,6,9,71,5,7,4,5,20,20,5,6,3,5,4,6,3,1,7,20,7,7,27,4,6,2,3,5,4,5,3,6,4,8,3,5,6,5,7,6,6,6,4,3,9,2,8
Importance for society,98,93,55,55,54,0,44,54,46,67,99,99,45,42,43,99,15,2,97,54,24,52,40,26,39,60,66,97,43,63,0,54,43,35,53,77,57,58,34,32,100,97,100,76,97,76,42,54,40,0,60,99,11,86,59,69,27,78,58,40,39,40,35,42,0,0,61,36,9,60,63,25,34,3,60,43,6,44,6,6,3,5,11,6,4,6,25,7,7,5,62,24,27,6,16,61,94,16,6,17,6,61,18,88,5,9,5,5,38,7,8,5,5,3,6,6,16,4,6,4,6,7,33,7,11,5,5,6,5,7,6,4,32,7,5,7,5,7,9,6,5,3,8,6,6,3,7,40,4,7,4,5,11,8,7,9,5,8,4
Importance for individuals,63,69,100,100,97,28,70,68,37,57,63,60,80,32,34,31,34,35,57,38,67,86,35,40,68,63,100,75,43,41,59,56,34,97,74,60,38,65,58,79,43,40,56,38,60,63,39,35,28,63,43,59,36,88,41,43,58,35,91,56,69,45,39,40,39,38,77,31,63,89,100,62,39,20,39,61,88,98,97,93,68,97,97,78,67,63,44,59,62,42,60,38,96,40,82,88,57,72,35,45,46,97,69,95,57,66,69,44,41,59,63,55,41,33,62,60,9,38,66,39,90,69,59,96,56,71,77,69,72,94,60,40,57,26,61,33,91,34,68,100,61,0,43,99,97,40,89,94,100,39,74,99,98,93,65,69,96,85,83
Affiliation Coalition,18,10,100,100,100,72,46,10,28,11,27,22,14,91,0,0,17,0,7,29,0,100,84,100,79,16,35,18,16,20,67,85,55,100,73,11,29,20,20,14,27,8,0,11,11,15,79,22,29,35,28,17,28,9,15,12,20,21,90,100,60,29,13,11,0,22,89,80,76,100,100,87,100,0,18,20,91,94,92,95,70,94,95,91,93,81,94,90,86,88,93,90,11,9,8,16,77,30,84,94,87,95,85,90,87,95,92,92,88,86,86,84,66,78,38,3,92,36,93,3,3,91,92,73,94,91,95,90,93,93,91,61,94,92,22,31,94,90,91,95,27,32,92,91,93,13,94,95,84,93,90,94,92,85,5,69,88,93,94
Occupational,0,15,0,0,0,5,11,100,80,86,97,91,100,99,8,81,90,10,95,84,77,3,1,65,4,5,9,7,0,3,2,0,22,0,0,100,83,100,79,88,64,94,83,100,89,99,19,82,95,54,78,89,84,0,82,100,89,89,0,81,15,32,93,77,29,31,1,13,6,0,0,11,16,22,77,81,3,2,4,3,0,2,1,1,97,88,95,99,99,97,98,96,1,4,20,95,91,97,99,96,98,98,98,96,54,95,94,66,95,69,3,90,99,96,94,95,96,100,75,11,1,23,59,100,98,72,4,3,3,2,2,98,97,7,0,21,4,22,87,1,2,1,1,1,1,16,3,0,0,3,2,2,3,3,66,2,1,2,3
Activeness,89,70,85,69,70,15,63,34,19,64,68,67,29,26,38,59,55,71,58,22,68,63,70,78,36,75,84,86,77,78,64,72,11,85,73,59,61,24,37,59,70,65,65,27,29,58,70,29,17,87,64,59,20,100,24,25,22,12,71,27,63,31,61,64,57,13,75,35,81,100,96,21,36,38,67,57,90,89,91,92,93,93,90,91,92,90,94,90,90,93,91,90,90,93,93,92,31,90,85,91,88,90,91,91,98,93,90,90,93,90,90,93,90,77,91,92,95,93,61,31,93,91,93,93,87,92,91,93,90,93,91,90,77,92,30,14,93,15,91,89,14,3,36,93,93,75,92,93,90,73,38,92,92,43,93,63,91,38,93
Endurance,100,36,100,100,100,79,93,56,2,59,26,61,5,60,33,15,59,18,32,23,59,97,83,74,100,100,100,100,100,100,35,100,90,100,97,58,59,61,27,42,27,32,19,25,30,59,65,17,30,59,35,61,33,96,16,24,60,5,88,35,29,27,1,28,40,39,68,56,42,100,100,54,22,23,58,56,96,96,91,41,33,99,98,95,7,58,39,38,39,41,9,9,35,3,26,28,59,28,41,7,3,36,38,32,2,43,40,38,41,39,24,33,4,32,41,59,3,18,43,62,35,21,31,41,45,37,28,69,74,26,60,42,41,41,38,32,89,37,15,75,60,2,59,94,93,58,98,94,56,58,56,96,97,32,41,35,39,66,40
Synchronicity,20,26,24,67,35,37,31,77,65,74,79,73,76,64,35,32,34,36,67,73,71,30,28,61,12,24,28,30,35,35,79,24,26,9,38,74,55,75,68,69,68,38,70,66,64,76,75,8,63,68,73,75,71,69,68,81,69,78,37,71,74,77,98,65,78,32,27,25,61,6,100,58,40,36,84,76,70,99,80,100,100,90,100,2,100,88,68,88,94,81,98,99,96,95,99,95,100,100,83,100,98,100,99,100,98,100,100,88,96,99,96,44,96,87,100,95,100,82,87,35,91,97,96,95,99,99,100,97,79,99,83,88,89,85,33,26,85,58,99,89,91,94,99,96,98,87,95,86,99,34,100,98,98,96,96,99,99,28,98
Spatial Distance,73,58,80,95,86,9,58,58,57,71,79,75,71,55,58,41,19,33,73,65,94,96,65,72,58,59,66,40,54,31,92,84,0,58,60,84,57,80,58,73,83,70,57,56,14,30,57,0,24,84,78,74,92,17,23,38,88,84,73,60,80,89,90,34,82,15,56,0,83,100,86,91,68,72,54,0,38,97,95,93,94,93,67,4,57,69,70,64,84,88,87,87,49,94,74,57,56,82,91,93,84,98,92,95,99,83,89,85,37,87,99,80,95,98,96,87,96,86,76,33,39,60,30,91,88,86,92,65,61,97,36,35,33,17,16,81,68,23,35,90,36,11,95,62,95,38,76,88,92,22,85,94,95,91,89,60,97,2,89
