Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,2022/9/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Algeria,DZA,"Patent applications, nonresidents",IP.PAT.NRES,,,,,,,,,,,,,,,,,,,,,349,340,320,278,345,,,,201,200,229,170,164,138,118,134,150,207,267,248,127,94,291,296,334,465,611,765,,,730,803,781,722,719,716,566,594,521,525,547,
Algeria,DZA,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.230279997,0.366400003,0.196229994,0.163570002,0.066040002,,,,,,,,,,,,0.534319997,,,,
East Asia & Pacific (excluding high income),EAP,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.71145236,28.85058354,33.45592314,31.40968784,29.41273054,29.78726473,30.23606522,29.00304441,29.50086968,29.31991374,30.886141,31.40864148,30.84991648,31.67068803,
East Asia & Pacific (excluding high income),EAP,High-technology exports (current US$),TX.VAL.TECH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Asia & Pacific (excluding high income),EAP,"Patent applications, residents",IP.PAT.RESD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Asia & Pacific (excluding high income),EAP,"Patent applications, nonresidents",IP.PAT.NRES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Asia & Pacific (excluding high income),EAP,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.461941246,0.563327948,0.627640485,0.694167037,0.728596601,0.797672089,0.909482308,1.003772291,1.105053743,1.177064768,1.247662617,1.245061622,1.344387647,1.400170817,1.684839423,1.614789684,1.880732692,1.708817427,1.941674037,1.908013669,1.903153576,1.902849963,1.91216224,2.027434915,2.246080944,
Early-demographic dividend,EAR,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.395730706,8.271763804,7.998643242,7.998552487,7.855812046,8.134547708,8.579334105,8.811619967,33.20709727,10.74618065,11.5209254,13.00578141,
Early-demographic dividend,EAR,High-technology exports (current US$),TX.VAL.TECH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85615820055,1.00216E+11,1.01186E+11,,1.10158E+11,1.05441E+11,1.04677E+11,1.47576E+11,1.58126E+11,1.63219E+11,,
Early-demographic dividend,EAR,"Patent applications, residents",IP.PAT.RESD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Early-demographic dividend,EAR,"Patent applications, nonresidents",IP.PAT.NRES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Early-demographic dividend,EAR,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.606186346,0.620599795,0.639940835,0.61402812,0.622873444,0.612904988,0.635940739,0.653965116,0.686640717,0.619894137,0.725420353,0.717635565,0.70667501,0.621669246,,0.7192495,0.734011675,0.707666604,0.719810234,,,
East Asia & Pacific,EAS,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.29257467,29.16687015,32.41421834,30.80300699,27.58467536,27.54969289,28.05389661,27.06360121,27.73987787,27.70746508,33.60226214,34.19388022,33.59404956,35.54879301,
East Asia & Pacific,EAS,High-technology exports (current US$),TX.VAL.TECH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Asia & Pacific,EAS,"Patent applications, residents",IP.PAT.RESD,,,,,,,,,,,,,,,,,,,,,174842,8816,9335,237536,266660,282371,298506,321054,320456,330514,349337,357989,365512,367734,361691,407756,424249,435329,428311,436757,490611,496382,492283,512027,546382,596811,609378,629917,659377,667812,731535,857546,986823,1146947,1240339,1403980,1638504,1684097,1828229,1679298,1769228,
East Asia & Pacific,EAS,"Patent applications, nonresidents",IP.PAT.NRES,,,,,,,,,,,,,,,,,,,,,43538,18652,18968,46550,52553,50154,50544,57050,58618,65040,66289,64338,67839,68986,73315,95697,120654,130334,158860,158949,165812,177322,177544,187296,214057,243863,260213,270387,271616,239908,256608,276525,282856,301273,312965,322725,320907,321721,345379,361970,354833,
East Asia & Pacific,EAS,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.185563636,2.26092236,2.229461108,2.29947906,2.234789916,2.280463467,2.246594134,2.329189105,2.31492983,2.396890273,2.397489546,2.348979447,2.352110626,2.24867167,2.398587515,2.329271835,2.483714381,2.277598779,2.475011513,2.323939385,2.339509092,2.317081727,2.355693664,2.393178917,2.632895473,
Europe & Central Asia (excluding high income),ECA,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.677520448,5.31400801,8.730154231,9.293383351,7.763461274,8.85578696,10.6105286,11.19870861,12.57215362,11.12086631,9.271329256,8.814567632,9.938884634,8.440885897,
Europe & Central Asia (excluding high income),ECA,High-technology exports (current US$),TX.VAL.TECH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9703771437,11366752944,14685650913,18707377235,21096891609,22713542335,22201614611,20591218228,20867938406,20633822932,22504847810,18645871652,
Europe & Central Asia (excluding high income),ECA,"Patent applications, residents",IP.PAT.RESD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Europe & Central Asia (excluding high income),ECA,"Patent applications, nonresidents",IP.PAT.NRES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Europe & Central Asia (excluding high income),ECA,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.794872834,0.8468151,0.659951538,0.689208824,0.718949468,0.842775006,0.870773654,0.862763871,0.816272455,0.805637148,0.81372024,0.875090316,0.839249082,0.964178979,0.902797411,0.845483533,0.863398723,0.850218436,0.874295084,0.872204475,0.892557299,0.911148296,0.863364959,0.891504924,0.921550461,
Europe & Central Asia,ECS,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.7100582,15.30758357,16.94124275,17.03174179,16.23490522,16.68203741,16.96765447,17.03016167,17.87930994,18.10739306,15.92353093,15.47899756,16.13426795,15.89757231,
Europe & Central Asia,ECS,High-technology exports (current US$),TX.VAL.TECH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.76834E+11,7.26871E+11,6.23242E+11,6.94157E+11,7.84138E+11,7.65729E+11,7.95643E+11,8.26362E+11,7.61923E+11,7.84308E+11,7.57608E+11,8.10706E+11,8.23616E+11,7.4986E+11,8.30453E+11
Europe & Central Asia,ECS,"Patent applications, residents",IP.PAT.RESD,,,,,,,,,,,,,,,,,,,,,99430,93973,95118,97368,97815,98000,96472,97601,100976,96217,90542,112316,161722,166245,153787,142426,163870,161961,171753,191401,204843,200690,190235,196039,199480,200131,205797,219661,224231,217062,227012,222070,223012,225391,221770,218330,224785,222576,223725,221382,215964,
Europe & Central Asia,ECS,"Patent applications, nonresidents",IP.PAT.NRES,,,,,,,,,,,,,,,,,,,,,125951,100535,92401,95965,80546,81297,67976,58851,65760,56163,51472,67229,73990,68444,66950,70301,86492,96444,100868,108804,120443,124178,119545,121174,116622,119294,118475,123606,125789,111028,121885,118649,127658,127925,132015,139754,138799,143949,147900,151430,151788,
Europe & Central Asia,ECS,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.651734368,1.636310216,1.604652881,1.697535451,1.682436689,1.7190911,1.695218497,1.719280528,1.694712121,1.649303528,1.656835928,1.657597127,1.720089255,1.810670531,1.774222731,1.780689257,1.82453456,1.804957647,1.842784648,1.905248346,1.884833304,1.947379358,1.941479839,2.007160839,2.107326359,
Ecuador,ECU,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.451739706,4.461701344,8.740267736,3.576748336,2.933206023,5.235662283,5.637215438,7.688544185,9.192153722,7.95691669,5.271564027,5.523779234,4.281927191,
Ecuador,ECU,High-technology exports (current US$),TX.VAL.TECH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80058801,53101699,146115719,59881533,55266062,78368915,81594902,103054631,111063506,93241535,68768817,67994135,52973237,77485368
Ecuador,ECU,"Patent applications, residents",IP.PAT.RESD,,,,,,,,,,,,,,,,,,,,,35,14,22,24,24,,27,21,24,26,,13,23,21,4,8,7,8,,15,10,7,13,7,14,11,8,4,2,6,4,,,7,24,20,45,16,34,29,33,
Ecuador,ECU,"Patent applications, nonresidents",IP.PAT.NRES,,,,,,,,,,,,,,,,,,,,,152,180,122,112,96,,104,78,97,94,,75,84,100,335,270,354,302,,475,541,256,101,415,489,580,751,794,847,668,690,,,475,358,475,329,401,371,408,374,
Ecuador,ECU,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07406,0.062629998,0.065169998,,,0.0515,0.055339999,0.057349999,,,0.128629997,0.131940007,0.227789998,0.394630015,0.402969986,0.339910001,0.332359999,0.379900008,0.442660004,,,,,,,
"Egypt, Arab Rep.",EGY,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.044755049,0.837069318,0.95301988,0.991983719,0.616318559,0.534837648,1.252666016,0.794362789,0.504375412,0.565232568,0.865008465,2.34047848,2.677643036,
"Egypt, Arab Rep.",EGY,High-technology exports (current US$),TX.VAL.TECH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98833692,84124957,104581857,133427058,78780352,72676207,168393198,89647031,56095790,73845752,125216603,323853851,343563046,526183188
"Egypt, Arab Rep.",EGY,"Patent applications, residents",IP.PAT.RESD,,,,,,,,,,,,,,,,,,,,,76,59,53,88,128,168,142,170,190,186,278,308,301,328,308,408,504,,494,536,534,464,627,493,382,428,,516,481,490,605,618,683,641,752,718,920,1025,997,1027,978,
"Egypt, Arab Rep.",EGY,"Patent applications, nonresidents",IP.PAT.NRES,,,,,,,,,,,,,,,,,,,,,731,738,713,727,704,671,667,596,474,462,511,479,517,503,528,693,706,,1139,1146,1081,923,788,626,312,1008,,1589,1649,1452,1625,1591,1528,1416,1384,1337,1258,1254,1258,1156,1229,
"Egypt, Arab Rep.",EGY,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.212599993,0.197559997,0.199100003,0.186509997,0.192469999,,,,0.269939989,0.241410002,0.259030014,0.255100012,0.270240009,0.433120012,0.433450013,0.531539977,0.50898999,0.63894999,0.636489987,0.718580008,0.70848,0.679409981,0.723879993,0.837149978,0.962180018,
Euro area,EMU,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.73663824,15.43651976,16.97453971,16.80534636,16.09348327,16.71440812,16.75148129,16.9249529,17.67250436,18.06330581,16.47960997,16.0526717,16.74497599,16.51241461,
Euro area,EMU,High-technology exports (current US$),TX.VAL.TECH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.83897E+11,5.13502E+11,4.43514E+11,4.8072E+11,5.36202E+11,5.28363E+11,5.48812E+11,5.68898E+11,5.16531E+11,5.37694E+11,5.31714E+11,5.70444E+11,5.79328E+11,5.2643E+11,5.75244E+11
Euro area,EMU,"Patent applications, residents",IP.PAT.RESD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Euro area,EMU,"Patent applications, nonresidents",IP.PAT.NRES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Euro area,EMU,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.740014604,1.71382438,1.741036209,1.767006678,1.809226666,1.797831718,1.839630096,1.806554235,1.784125066,1.781127054,1.802837646,1.808349289,1.89209453,1.988865252,1.996205643,2.042236133,2.098253114,2.117401999,2.149418122,2.139049012,2.14273398,2.182756637,2.216512755,2.260617411,2.359134139,
Eritrea,ERI,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eritrea,ERI,High-technology exports (current US$),TX.VAL.TECH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eritrea,ERI,"Patent applications, residents",IP.PAT.RESD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eritrea,ERI,"Patent applications, nonresidents",IP.PAT.NRES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eritrea,ERI,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spain,ESP,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.603585145,5.582478529,6.472214431,6.557626059,6.585451747,7.249908121,6.969529736,6.910962224,6.887358437,7.801115313,6.99860843,6.766472689,6.845739071,7.767937305,
Spain,ESP,High-technology exports (current US$),TX.VAL.TECH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10502552067,11248660432,10374405678,11504349325,13554458627,13768258934,14479326037,14664458406,13109480801,15598981400,14928178719,15483660258,15036520591,15725222510,23455675754
Spain,ESP,"Patent applications, residents",IP.PAT.RESD,,,,,,,,,,,,,,,,,,,,,1876,1718,1646,1498,1784,2149,1649,1720,1816,2087,2218,2156,2076,2165,2136,2047,2274,2237,2271,2439,2710,2528,2763,2813,2871,3040,3111,3267,3632,3596,3566,3430,3266,3026,2953,2799,2745,2167,1525,1288,1431,
Spain,ESP,"Patent applications, nonresidents",IP.PAT.NRES,,,,,,,,,,,,,,,,,,,,,9001,8509,8555,8352,8916,9149,8581,2590,2209,2318,1079,746,561,563,537,553,524,496,476,506,484,467,371,367,313,313,316,265,252,207,213,196,209,218,225,221,177,176,149,159,124,
Spain,ESP,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.787530005,0.777809978,0.848039985,0.838540018,0.882759988,0.888329983,0.959710002,1.02373004,1.040889978,1.099560022,1.177019954,1.240530014,1.325000048,1.363639951,1.35995996,1.333410025,1.298769951,1.27523005,1.242130041,1.222360015,1.190479994,1.210420012,1.242130041,1.25138998,1.405410051,
Estonia,EST,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.79657862,10.80953351,10.32287503,15.73459325,22.22682315,20.56737231,20.67587932,23.65193133,22.709494,21.88827273,17.93453195,18.17146423,16.93685458,20.40962116,
Estonia,EST,High-technology exports (current US$),TX.VAL.TECH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,890687379,976499926,669184110,1253040816,2547547118,2356378964,2546304397,2708974331,2052941145,2105999082,1843541921,1907601625,1734953949,2169210605,2680431401
Estonia,EST,"Patent applications, residents",IP.PAT.RESD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,16,12,15,20,13,13,18,19,18,27,23,36,44,62,76,84,62,20,25,44,30,29,37,24,31,21,
Estonia,EST,"Patent applications, nonresidents",IP.PAT.NRES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,452,63,198,360,443,604,791,699,700,584,97,15,9,19,10,20,13,15,5,17,6,6,1,4,6,1,2,
Estonia,EST,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.565010011,0.677079976,0.600000024,0.698390007,0.712029994,0.764649987,0.845839977,0.917050004,1.112769961,1.05874002,1.25188005,1.396790028,1.578989983,2.305219889,2.12480998,1.724120021,1.430230021,1.467499971,1.243059993,1.276849985,1.416239977,1.633370042,1.792469978,
Ethiopia,ETH,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.068792223,5.434597685,4.909817262,2.239753299,3.448878167,1.848849522,9.12979891,6.194385947,6.825015185,5.830798346,13.64514843,9.423392425,13.09560909,
Ethiopia,ETH,High-technology exports (current US$),TX.VAL.TECH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8353730,6989321,9180496,5739492,8248200,5593277,24227835,15626132,10502624,7925744,9903650,44073889,43185591,
Ethiopia,ETH,"Patent applications, residents",IP.PAT.RESD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,3,,1,3,1,1,5,12,,,,4,,1,2,18,10,14,13,,6,
Ethiopia,ETH,"Patent applications, nonresidents",IP.PAT.NRES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,18,9,15,12,6,3,4,5,25,,,,34,14,24,22,32,26,39,49,,54,
Ethiopia,ETH,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.179169998,,0.170890003,,,0.241370007,,,0.604740024,,,,0.274370015,,,,
European Union,EUU,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.55386826,15.29582114,16.86739313,16.66139283,15.97203408,16.41617339,16.38786519,16.51717616,17.24552571,17.50306431,15.99307555,15.62475897,16.21716606,16.11525043,
European Union,EUU,High-technology exports (current US$),TX.VAL.TECH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.61531E+11,6.02956E+11,5.21112E+11,5.69387E+11,6.39339E+11,6.19596E+11,6.42204E+11,6.66708E+11,6.0799E+11,6.3185E+11,6.31089E+11,6.82653E+11,6.92283E+11,6.42559E+11,7.00717E+11
European Union,EUU,"Patent applications, residents",IP.PAT.RESD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
European Union,EUU,"Patent applications, nonresidents",IP.PAT.NRES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
European Union,EUU,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.698587892,1.730817523,1.699582089,1.783872062,1.762910023,1.821451363,1.789760164,1.825468256,1.793616436,1.781798314,1.802417056,1.796441368,1.873707992,1.968181807,1.969101469,2.016470605,2.077580926,2.09627341,2.117844041,2.118268104,2.116722725,2.152405025,2.18561945,2.224224887,2.321349376,
Fragile and conflict affected situations,FCS,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.338668434,4.435326693,,,,,
Fragile and conflict affected situations,FCS,High-technology exports (current US$),TX.VAL.TECH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fragile and conflict affected situations,FCS,"Patent applications, residents",IP.PAT.RESD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fragile and conflict affected situations,FCS,"Patent applications, nonresidents",IP.PAT.NRES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fragile and conflict affected situations,FCS,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finland,FIN,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.76760283,21.48717857,18.01546061,13.14658058,11.07500007,10.47359195,9.02392911,10.0520601,10.18420195,10.05228505,9.656038459,9.017583174,9.214541042,9.982255346,
Finland,FIN,High-technology exports (current US$),TX.VAL.TECH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15796195880,16911189065,8741499653,7052255634,6421361831,5472474945,4694179888,5102532558,4250872228,3966656452,4404742624,4515414590,4563213722,4419533476,5489674612
Finland,FIN,"Patent applications, residents",IP.PAT.RESD,,,,,,,,,,,,,,,,,,,,,1356,1423,1638,1719,1775,1727,1754,1859,1981,1948,2059,2123,2052,2166,2306,2058,2179,2355,2471,2511,2579,2390,2162,1972,2011,1830,1816,1804,1799,1806,1731,1650,1698,1596,1419,1289,1260,1390,1387,1321,1588,
Finland,FIN,"Patent applications, nonresidents",IP.PAT.NRES,,,,,,,,,,,,,,,,,,,,,2734,2809,2907,3178,3408,3472,3627,3941,4084,4417,4410,2671,3953,2052,1842,1733,483,250,212,343,324,270,207,215,209,229,202,211,147,127,102,124,129,141,126,127,108,139,100,75,97,
Finland,FIN,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.452559948,2.621579885,2.784420013,3.056190014,3.241379976,3.193720102,3.253079891,3.298219919,3.30907011,3.323699951,3.332149982,3.337039948,3.5369699,3.734019995,3.705319881,3.618060112,3.39831996,3.271369934,3.147510052,2.871959925,2.724420071,2.727869987,2.757420063,2.796829939,2.935440063,
Fiji,FJI,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.955300326,5.06710109,4.191650185,4.333377482,2.38863547,2.3752108,2.58623727,2.057699773,2.708139218,3.42734855,3.797083228,55.87443567,,
Fiji,FJI,High-technology exports (current US$),TX.VAL.TECH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5262584,5167974,5152322,5386999,2769706,2715493,3352286,2259048,3397552,4217990,4667871,6263592,11123689,1950223
Fiji,FJI,"Patent applications, residents",IP.PAT.RESD,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiji,FJI,"Patent applications, nonresidents",IP.PAT.NRES,,,,,,,,,,,,,,,,,,,,,11,14,,,,18,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiji,FJI,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,FRA,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.09953744,21.43292133,24.09148736,26.29482749,25.08962305,26.66266035,27.15599783,27.4407039,28.18460936,27.90946213,25.9970053,25.91703366,26.91144499,23.14438423,
France,FRA,High-technology exports (current US$),TX.VAL.TECH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85771313939,98755787407,87885947635,1.05239E+11,1.11878E+11,1.14061E+11,1.18708E+11,1.20587E+11,1.09608E+11,1.08744E+11,1.0878E+11,1.17575E+11,1.20534E+11,87120395046,97528027435
France,FRA,"Patent applications, residents",IP.PAT.RESD,,,,,,,,,,,,,,,,,,,,,11000,10945,10681,11147,11333,12050,12155,12695,12437,12592,12378,12597,12539,12638,12519,12419,12916,13252,13251,13592,13870,13499,13519,13511,14230,14327,14529,14722,14658,14100,14748,14655,14540,14690,14500,14306,14206,14415,14303,14103,12771,
France,FRA,"Patent applications, nonresidents",IP.PAT.NRES,,,,,,,,,,,,,,,,,,,,,16989,13723,11561,10029,8867,7543,6369,5875,5194,4986,4260,3908,3547,3402,3520,3477,3484,3637,3544,3282,3483,3605,3389,3339,3060,2948,2720,2387,1761,1593,1832,2099,2092,2196,2033,1994,2012,1832,1919,1766,1542,
France,FRA,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.222800016,2.146990061,2.094759941,2.107670069,2.093460083,2.138040066,2.174489975,2.119940042,2.094609976,2.051510096,2.050940037,2.024509907,2.061170101,2.212069988,2.178570032,2.191610098,2.227070093,2.237030029,2.275919914,2.227020025,2.222379923,2.198879957,2.196660042,2.191790104,2.354929924,
Faroe Islands,FRO,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.479344012,4.80459785,0.637987564,,,,,,,,,,,,
