"X1","X2","value","L1"
"F2","ML2",0.0513853632684608,"Germany"
"F3","ML2",-0.514492697483661,"Germany"
"F4","ML2",0.0547526680819787,"Germany"
"F5","ML2",0.283316268138224,"Germany"
"F1","ML1",0.784776677245673,"HK"
"F2","ML1",-0.0231256581071123,"HK"
"F3","ML1",0.643397704759243,"HK"
"F4","ML1",0.0882340998017267,"HK"
"F5","ML1",0.286644004713306,"HK"
"F1","ML2",-0.0879745604829217,"HK"
"F2","ML2",0.710912423703317,"HK"
"F3","ML2",0.165358442562505,"HK"
"F4","ML2",0.394810998518092,"HK"
"F5","ML2",-0.210895286875498,"HK"
"F1","ML1",0.343726164501134,"India"
"F2","ML1",0.328694865628372,"India"
"F3","ML1",0.956235385212406,"India"
"F4","ML1",-0.307000770078739,"India"
"F5","ML1",0.0260198512403466,"India"
"F1","ML2",-0.313889277298937,"India"
"F2","ML2",-0.275941570192144,"India"
"F3","ML2",0.029246638638684,"India"
"F4","ML2",0.0251432792916314,"India"
"F5","ML2",0.913546696290336,"India"
"F1","ML1",0.914367613613523,"Israel"
"F2","ML1",0.539729474525532,"Israel"
"F3","ML1",0.0132513669316726,"Israel"
"F4","ML1",-0.112279960646659,"Israel"
"F5","ML1",0.221037923042815,"Israel"
"F1","ML2",-0.0231254276554028,"Israel"
"F2","ML2",0.110135700477958,"Israel"
"F3","ML2",0.787784288191444,"Israel"
"F4","ML2",0.419497614557762,"Israel"
"F5","ML2",-0.214083583248758,"Israel"
"F1","ML1",0.994780629482333,"Japan"
"F2","ML1",-0.00612499167473013,"Japan"
"F3","ML1",0.5485261057553,"Japan"
"F4","ML1",0.0485389139417066,"Japan"
"F5","ML1",0.154480048043654,"Japan"
"F1","ML2",-0.0103502707608007,"Japan"
"F2","ML2",0.966809492000539,"Japan"
"F3","ML2",0.0615748575636467,"Japan"
"F4","ML2",0.509104631230567,"Japan"
"F5","ML2",-0.227026871758947,"Japan"
"F1","ML2",0.9887857781784,"Mexico"
"F2","ML2",-0.000825811287671285,"Mexico"
"F3","ML2",0.0547296603417446,"Mexico"
"F4","ML2",-0.515409435820087,"Mexico"
"F5","ML2",0.339928265733977,"Mexico"
"F1","ML1",0.0279283109623895,"Mexico"
"F2","ML1",0.99774363280086,"Mexico"
"F3","ML1",0.490369713674449,"Mexico"
"F4","ML1",0.175145206764474,"Mexico"
"F5","ML1",-0.00559677493846247,"Mexico"
"F1","ML2",0.915521612568091,"Portugal"
"F2","ML2",0.00662081340686654,"Portugal"
"F3","ML2",-0.529959570561894,"Portugal"
"F4","ML2",0.218467538503282,"Portugal"
"F5","ML2",0.477654338440119,"Portugal"
"F1","ML1",0.0755078201867357,"Portugal"
"F2","ML1",0.995641324763072,"Portugal"
"F3","ML1",0.289565363843077,"Portugal"
"F4","ML1",0.425525922629568,"Portugal"
"F5","ML1",-0.0790795873607549,"Portugal"
"F1","ML2",0.44972992909311,"Qatar"
"F2","ML2",0.701144233302907,"Qatar"
"F3","ML2",0.770784010630599,"Qatar"
"F4","ML2",-0.212126663192349,"Qatar"
"F5","ML2",-0.000924068049768171,"Qatar"
"F1","ML1",0.18050890793761,"Qatar"
"F2","ML1",-0.234717032330935,"Qatar"
"F3","ML1",0.130024738281641,"Qatar"
"F4","ML1",0.151121080335026,"Qatar"
"F5","ML1",0.997365137521029,"Qatar"
"F1","ML1",0.993951128695039,"Russia"
"F2","ML1",0.308904756213524,"Russia"
"F3","ML1",0.271410897419928,"Russia"
"F4","ML1",-0.167670896253569,"Russia"
"F5","ML1",0.308439629504363,"Russia"
"F1","ML2",-0.0116980467162575,"Russia"
"F2","ML2",-0.431442302816022,"Russia"
"F3","ML2",0.240470638315954,"Russia"
"F4","ML2",0.0154678929132076,"Russia"
"F5","ML2",0.332160233986104,"Russia"
"F1","ML1",0.00255716462488936,"South"
"F2","ML1",0.998583141102055,"South"
"F3","ML1",0.311458503883835,"South"
"F4","ML1",0.428526581687767,"South"
"F5","ML1",-0.0310448942262015,"South"
"F1","ML2",0.996971830212577,"South"
"F2","ML2",-0.00538828854057755,"South"
"F3","ML2",-0.16635479236887,"South"
"F4","ML2",0.15025567613442,"South"
"F5","ML2",0.330999777535766,"South"
"F1","ML1",0.808198929394549,"Spain"
"F2","ML1",-0.0747565255734166,"Spain"
"F3","ML1",0.639835525231181,"Spain"
"F4","ML1",0.351920884974664,"Spain"
"F5","ML1",-0.0290687296918441,"Spain"
"F1","ML2",0.0701487738411106,"Spain"
"F2","ML2",-0.569181608374341,"Spain"
"F3","ML2",-0.158445387869669,"Spain"
"F4","ML2",0.260934182895499,"Spain"
"F5","ML2",0.71539870485222,"Spain"
"F1","ML1",-0.0421432947822798,"Total"
"F2","ML1",0.997643939095192,"Total"
"F3","ML1",0.0639483836624027,"Total"
"F4","ML1",0.412783380891558,"Total"
"F5","ML1",-0.15404540150642,"Total"
"F1","ML2",0.792889043670587,"Total"
"F2","ML2",0.00078470618692478,"Total"
"F3","ML2",0.70490897090187,"Total"
"F4","ML2",-0.0123913584460775,"Total"
"F5","ML2",0.244883062936203,"Total"
"F1","ML1",0.961014279990169,"UK"
"F2","ML1",0.0514063896004246,"UK"
"F3","ML1",0.308607578006665,"UK"
"F4","ML1",0.353160763785358,"UK"
"F5","ML1",0.293332485930881,"UK"
"F1","ML2",-0.00416690117578096,"UK"
"F2","ML2",0.626627923330682,"UK"
"F3","ML2",-0.47411589006494,"UK"
"F4","ML2",-0.0404988419231658,"UK"
"F5","ML2",0.310260254364467,"UK"
"F1","ML1",0.0210527233299877,"USA"
"F2","ML1",0.952206881172537,"USA"
"F3","ML1",0.397045621329013,"USA"
"F4","ML1",0.239916583884574,"USA"
"F5","ML1",-0.0381397247489883,"USA"
"F1","ML2",0.79048337085526,"USA"
"F2","ML2",-0.00150776387723339,"USA"
"F3","ML2",0.105243991847032,"USA"
"F4","ML2",-0.235265583473369,"USA"
"F5","ML2",0.531162684603619,"USA"
