"Data Source","World Development Indicators",

"Last Updated Date","2022-06-30",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Trinidad and Tobago","TTO","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","517.318969726563","566.970520019531","491.765777587891","","",
"Tunisia","TUN","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1087.85034179688","1217.44506835938","1490.54309082031","1384.73547363281","1431.40673828125","1629.29809570313","1801.34106445313","1818.91296386719","1800.09765625","1997.35583496094","1945.52075195313","1812.33337402344","1744.89013671875","1659.92321777344","",
"Turkiye","TUR","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","304.341979980469","313.188598632813","308.578186035156","322.135803222656","365.005218505859","353.656433105469","368.330108642578","494.179077148438","505.537689208984","576.391479492188","620.498229980469","713.804809570313","749.9560546875","809.8349609375","889.58447265625","981.827453613281","1100.08410644531","1173.18823242188","1160.92358398438","1211.78503417969","1254.67456054688","1379.41198730469","1533.26452636719","1624.30139160156","1775.34704589844","",
"Tuvalu","TUV","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Tanzania","TZA","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36.0704689025879","","","19.1520195007324","","","","","","","","",
"Uganda","UGA","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38.9383697509766","","","","27.8449592590332","","","","","","","",
"Ukraine","UKR","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1475.39465332031","1455.63525390625","1428.28723144531","1345.59350585938","1327.99133300781","1257.92846679688","1231.02563476563","1162.04919433594","1023.92663574219","1005.99719238281","1037.24084472656","994.077453613281","988.07666015625","880.554138183594","846.248474121094","",
"Upper middle income","UMC","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","714.696005264189","707.664928668157","649.143861908724","663.803541496544","731.035115362541","728.112379900271","782.425184149541","785.384181207482","838.935479055531","911.635996441509","972.482859816397","1046.39960459826","1131.58947221949","913.195164224004","967.505585957241","1010.80532392995","1073.96371422186","1076.11764700364","1097.83415745997","1168.78034086024","1206.89296248909","1205.79425135362","1321.80400595563","1426.93603990385","1556.80435388225","",
"Uruguay","URY","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","218.901870727539","277.645568847656","","373.417053222656","","","","","","427.816009521484","558.561462402344","626.623291015625","614.437683105469","632.440307617188","634.91259765625","642.858764648438","661.487121582031","679.004760742188","690.790771484375","696.376220703125","728.53662109375","767.186889648438","",
"United States","USA","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3140.32983398438","3242.75390625","3407.69970703125","3465.03125","3495.45947265625","3566.03002929688","3650.92041015625","3892.27221679688","3786.53686523438","3739.73559570313","3802.86962890625","3777.51416015625","3932.77685546875","4088.931640625","3883.22973632813","4025.4013671875","3989.56079101563","4090.93139648438","4205.87060546875","4269.8740234375","4251.1640625","4411.69921875","4748.841796875","4821.2275390625","","",
"Uzbekistan","UZB","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","662.25390625","614.611022949219","630.40869140625","588.331237792969","578.388977050781","632.780883789063","565.660339355469","556.925598144531","580.410827636719","572.981750488281","544.958984375","574.800537109375","513.083251953125","507.038635253906","501.242553710938","497.420654296875","506.046875","495.572814941406","476.178833007813","417.998260498047","423.941955566406","",
"St. Vincent and the Grenadines","VCT","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Venezuela, RB","VEN","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","49.766918182373","56.2766990661621","61.7961502075195","71.4503936767578","70.1582183837891","95.8843231201172","105.744621276855","122.879280090332","148.118103027344","165.26220703125","190.368789672852","185.82991027832","204.044036865234","232.623565673828","295.836242675781","363.788513183594","272.676116943359","248.921035766602","300.25537109375","","","237.131454467773","291.145629882813","",
"British Virgin Islands","VGB","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Virgin Islands (U.S.)","VIR","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Vietnam","VNM","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","114.405693054199","","","","","","","","","","","679.462707519531","","678.560485839844","","707.743591308594","","756.69091796875","","",
"Vanuatu","VUT","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"World","WLD","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1075.15403213675","","","","","1204.25837278275","","","","","1282.3843684132","","","","","1411.85787697244","","","1597.12606976129","","","",
"Samoa","WSM","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Kosovo","XKX","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Yemen, Rep.","YEM","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"South Africa","ZAF","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","198.499740600586","","","","311.204833984375","","302.464538574219","378.809478759766","361.378509521484","383.026550292969","393.330108642578","389.404113769531","392.120361328125","365.4951171875","386.800140380859","404.719360351563","434.853088378906","432.161560058594","472.307556152344","492.036254882813","517.722290039063","503.712249755859","484.280029296875","","",
"Zambia","ZMB","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47.6459007263184","51.5753517150879","53.5145492553711","52.8570404052734","","","","","","","","","41.7168312072754","","","","","","","","","","","","","",
"Zimbabwe","ZWE","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.5185012817383","","","","","","","","","",
